movie,movie_id,guest_names,guest_ids,count
Sam Whiskey,8693,['William Schallert'],[15992],1
Matinee,25389,['William Schallert'],[15992],1
Hoodlum Empire,26294,"['William Schallert', 'Whit Bissell', 'Phillip Pine']","[15992, 13786, 16126]",3
Charley Varrick,27331,['William Schallert'],[15992],1
Riot in Cell Block 11,28023,"['William Schallert', 'Whit Bissell']","[15992, 13786]",2
The Computer Wore Tennis Shoes,29228,['William Schallert'],[15992],1
Lonely Are the Brave,43002,['William Schallert'],[15992],1
Friendly Persuasion,43258,"['William Schallert', 'Richard Hale']","[15992, 16055]",2
The Tarnished Angels,38432,['William Schallert'],[15992],1
Green Lantern: First Flight,17445,['William Schallert'],[15992],1
The Man from Planet X,50153,['William Schallert'],[15992],1
Written on the Wind,69605,['William Schallert'],[15992],1
Flat Top,71243,['William Schallert'],[15992],1
Hangar 18,54287,['William Schallert'],[15992],1
Captive Women,85494,['William Schallert'],[15992],1
The Tattered Dress,77965,['William Schallert'],[15992],1
Grace Kelly,142971,['William Schallert'],[15992],1
Port Sinister,116189,['William Schallert'],[15992],1
Smoke Signal,136226,['William Schallert'],[15992],1
Harvey,164278,['William Schallert'],[15992],1
Bag of Bones,168210,['William Schallert'],[15992],1
Under the Influence,203053,['William Schallert'],[15992],1
Captain Kidd and the Slave Girl,170443,['William Schallert'],[15992],1
Dawn: Portrait of a Teenage Runaway,212914,['William Schallert'],[15992],1
Bannerline,236583,"['William Schallert', 'Michael Ansara']","[15992, 16074]",2
Philbert (Three's a Crowd),237378,['William Schallert'],[15992],1
Paula,241673,['William Schallert'],[15992],1
Paradise Alley,252921,['William Schallert'],[15992],1
Singin' in the Rain,872,['William Schallert'],[15992],1
The Monolith Monsters,52196,['William Schallert'],[15992],1
Tunnel Vision,114255,['William Schallert'],[15992],1
Gog,63333,['William Schallert'],[15992],1
The Second Civil War,45046,['William Schallert'],[15992],1
Hijack!,252902,['William Schallert'],[15992],1
Edgar G. Ulmer: The Man Off-screen,287717,['William Schallert'],[15992],1
Mrs. Lambert Remembers Love,248706,['William Schallert'],[15992],1
The Patty Duke Show: Still Rockin' in Brooklyn Heights,281440,['William Schallert'],[15992],1
Innerspace,2614,['William Schallert'],[15992],1
Speedway,18693,['William Schallert'],[15992],1
Them!,11071,['William Schallert'],[15992],1
Mighty Joe Young,39314,['William Schallert'],[15992],1
The Raid,74074,['William Schallert'],[15992],1
Some Came Running,38724,['William Schallert'],[15992],1
Pillow Talk,4952,['William Schallert'],[15992],1
Down Three Dark Streets,37413,['William Schallert'],[15992],1
Gunslinger,187790,['William Schallert'],[15992],1
MANT!,420596,['William Schallert'],[15992],1
The Jazz Singer,216925,"['William Schallert', 'William Schallert']","[15992, 15992]",2
The Reckless Moment,28007,['William Schallert'],[15992],1
Tis the Season to Be Smurfy,217333,['William Schallert'],[15992],1
Blue Denim,115549,['William Schallert'],[15992],1
Amazons,197487,['William Schallert'],[15992],1
Promise Him Anything,252979,['William Schallert'],[15992],1
Massacre at Sand Creek,459352,['William Schallert'],[15992],1
Raw Edge,126550,['William Schallert'],[15992],1
The Man Who Wasn't There,29610,"['Charlie Brill', 'Joseph Ruskin']","[15995, 15998]",2
Bloodstone,42248,['Charlie Brill'],[15995],1
Sangue negli abissi,171993,['Charlie Brill'],[15995],1
Bail Out,42392,"['Charlie Brill', 'Dick Durock']","[15995, 82507]",2
Off the Wall,95740,"['Charlie Brill', 'Mickey Morton']","[15995, 16000]",2
Pray TV,25359,['Charlie Brill'],[15995],1
A Cold Wind in August,169854,['Charlie Brill'],[15995],1
Dead Men Don't Die,134570,['Charlie Brill'],[15995],1
Rocky IV,1374,['Michael Pataki'],[15993],1
Zombie Death House,30377,['Michael Pataki'],[15993],1
Halloween 4: The Return of Michael Myers,11357,['Michael Pataki'],[15993],1
Five the Hard Way,31124,['Michael Pataki'],[15993],1
Graduation Day,27420,['Michael Pataki'],[15993],1
Grave of the Vampire,28160,['Michael Pataki'],[15993],1
American Anthem,45930,['Michael Pataki'],[15993],1
Delinquent School Girls,39917,['Michael Pataki'],[15993],1
Pink Angels,67970,['Michael Pataki'],[15993],1
The Glove,80638,['Michael Pataki'],[15993],1
"Sweet Jesus, Preacherman",94248,['Michael Pataki'],[15993],1
Up Yours,124880,"['Michael Pataki', 'Dyanne Thorne']","[15993, 52611]",2
"High Noon, Part II: The Return of Will Kane",111868,['Michael Pataki'],[15993],1
The Amazing Spider-Man,225914,['Michael Pataki'],[15993],1
Spider-Man Strikes Back,225925,['Michael Pataki'],[15993],1
The Underachievers,253903,"['Michael Pataki', 'Vic Tayback']","[15993, 14069]",2
R.S.V.P.,255569,['Michael Pataki'],[15993],1
Dead & Buried,24274,['Michael Pataki'],[15993],1
The Survival of Dana,293506,['Michael Pataki'],[15993],1
They Call It Murder,282658,"['Michael Pataki', 'Vic Tayback']","[15993, 14069]",2
Dream No Evil,92319,['Michael Pataki'],[15993],1
Boo Boo Runs Wild,342010,['Michael Pataki'],[15993],1
Jailbait Babysitter,86210,['Michael Pataki'],[15993],1
Love at First Bite,18966,['Michael Pataki'],[15993],1
Sweet Sixteen,78552,['Michael Pataki'],[15993],1
Hollywood Hot Tubs 2: Educating Crystal,149107,['Michael Pataki'],[15993],1
Trim,295902,['Michael Pataki'],[15993],1
When Every Day Was the Fourth of July,292529,"['Michael Pataki', 'Louise Sorel']","[15993, 1214934]",2
The Cut-Throats,104531,['Michael Pataki'],[15993],1
"Family Guy Presents: Something, Something, Something, Dark Side",278604,['Michael Pataki'],[15993],1
Birdman of Alcatraz,898,['Whit Bissell'],[13786],1
The Time Machine,2134,['Whit Bissell'],[13786],1
I Was a Teenage Frankenstein,3208,['Whit Bissell'],[13786],1
Airport,10671,['Whit Bissell'],[13786],1
It Should Happen to You,20127,['Whit Bissell'],[13786],1
5 Card Stud,4993,"['Whit Bissell', 'Roy Jenson']","[13786, 12298]",2
Gunfight at the O.K. Corral,22201,['Whit Bissell'],[13786],1
The Defiant Ones,11414,['Whit Bissell'],[13786],1
Target Earth,31042,['Whit Bissell'],[13786],1
Seven Days in May,23518,['Whit Bissell'],[13786],1
He Walked by Night,31556,['Whit Bissell'],[13786],1
Hud,24748,['Whit Bissell'],[13786],1
The Killer That Stalked New York,32205,['Whit Bissell'],[13786],1
The Sellout,25550,['Whit Bissell'],[13786],1
Raw Deal,26167,['Whit Bissell'],[13786],1
Monster on the Campus,34593,['Whit Bissell'],[13786],1
A Double Life,41206,['Whit Bissell'],[13786],1
Johnny Tremain,43229,['Whit Bissell'],[13786],1
Shack Out on 101,43324,['Whit Bissell'],[13786],1
Warlock,37412,['Whit Bissell'],[13786],1
The Senator Was Indiscreet,43468,['Whit Bissell'],[13786],1
Spencer's Mountain,44916,['Whit Bissell'],[13786],1
Side Street,18281,['Whit Bissell'],[13786],1
The Desperate Hours,18612,['Whit Bissell'],[13786],1
City Beneath the Sea,49326,['Whit Bissell'],[13786],1
Once You Kiss a Stranger...,72774,['Whit Bissell'],[13786],1
Where Love Has Gone,73348,"['Whit Bissell', 'Anthony Caruso']","[13786, 16004]",2
Man from Del Rio,91472,['Whit Bissell'],[13786],1
Dakota Incident,75365,"['Whit Bissell', 'Skip Homeier']","[13786, 16017]",2
The Crime Doctor's Diary,85275,['Whit Bissell'],[13786],1
Wyoming Mail,120112,['Whit Bissell'],[13786],1
The Lincoln Conspiracy,99850,['Whit Bissell'],[13786],1
The Naked Street,122252,['Whit Bissell'],[13786],1
At Gunpoint,140062,"['Whit Bissell', 'Skip Homeier']","[13786, 16017]",2
The Tall Stranger,113697,"['Whit Bissell', 'Michael Ansara']","[13786, 16074]",2
The Atomic Kid,115608,"['Whit Bissell', 'Stanley Adams']","[13786, 1947]",2
Red Mountain,146856,"['Whit Bissell', 'Jeff Corey']","[13786, 9596]",2
The Final Hour,418066,['Whit Bissell'],[13786],1
The Time Machine,148948,['Whit Bissell'],[13786],1
Fluffy,174140,['Whit Bissell'],[13786],1
Anna Lucasta,209179,"['Whit Bissell', 'Anthony Caruso']","[13786, 16004]",2
Chicken Every Sunday,199727,['Whit Bissell'],[13786],1
The Shanghai Story,235408,['Whit Bissell'],[13786],1
A Covenant with Death,241797,['Whit Bissell'],[13786],1
The Family Secret,242564,['Whit Bissell'],[13786],1
Somewhere in the Night,20000,"['Whit Bissell', 'Jeff Corey']","[13786, 9596]",2
Boots Malone,186875,"['Whit Bissell', 'Anthony Caruso']","[13786, 16004]",2
The Comedian,263570,['Whit Bissell'],[13786],1
Strangers: The Story of a Mother and Daughter,265974,['Whit Bissell'],[13786],1
Advance To The Rear,117992,['Whit Bissell'],[13786],1
The Horn Blows at Midnight,64925,['Whit Bissell'],[13786],1
Casey's Shadow,92264,['Whit Bissell'],[13786],1
The Magnificent Seven,966,"['Whit Bissell', 'Joseph Ruskin']","[13786, 15998]",2
The Andersonville Trial,216922,['Whit Bissell'],[13786],1
The Caine Mutiny,10178,"['Whit Bissell', 'Roy Jenson']","[13786, 12298]",2
The Black Orchid,84655,['Whit Bissell'],[13786],1
Destination Nightmare,415586,['Whit Bissell'],[13786],1
Psychic Killer,68982,['Whit Bissell'],[13786],1
It Shouldn't Happen To A Dog,165165,['Whit Bissell'],[13786],1
The Hallelujah Trail,23194,['Whit Bissell'],[13786],1
Invasion of the Body Snatchers,11549,['Whit Bissell'],[13786],1
Holy Matrimony,180114,['Whit Bissell'],[13786],1
Breakfast at Tiffany's,164,['Stanley Adams'],[1947],1
North to Alaska,6523,['Stanley Adams'],[1947],1
Calling Homicide,46042,['Stanley Adams'],[1947],1
Hell Bound,47056,['Stanley Adams'],[1947],1
Valerie,82963,['Stanley Adams'],[1947],1
Dixie Dynamite,90072,['Stanley Adams'],[1947],1
Thunder Alley,86740,['Stanley Adams'],[1947],1
Pirates of Tortuga,79716,['Stanley Adams'],[1947],1
The Clones,117581,['Stanley Adams'],[1947],1
High School Big Shot,161088,['Stanley Adams'],[1947],1
The Bold and the Brave,191227,['Stanley Adams'],[1947],1
Machismo: 40 Graves for 40 Guns,212020,['Stanley Adams'],[1947],1
Hell Ship Mutiny,226634,['Stanley Adams'],[1947],1
The Rat Race,121636,['Stanley Adams'],[1947],1
I Married a Woman,108356,['Stanley Adams'],[1947],1
The Norliss Tapes,68133,['Stanley Adams'],[1947],1
Requiem for a Heavyweight,53229,['Stanley Adams'],[1947],1
Death of a Salesman,241568,['Stanley Adams'],[1947],1
The Alphabet Conspiracy,38752,['Stanley Adams'],[1947],1
The Wizard of Baghdad,422906,['Stanley Adams'],[1947],1
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,11624,['Stanley Adams'],[1947],1
Double Trouble,45335,['Stanley Adams'],[1947],1
Lilies of the Field,38805,['Stanley Adams'],[1947],1
Act of Vengeance,66765,"['Stanley Adams', 'Tony Young']","[1947, 161297]",2
The Seven Minutes,5745,"['Stanley Adams', 'Jan Shutan', 'Charles Napier']","[1947, 16112, 16119]",3
One Foot in Hell,118697,['Stanley Adams'],[1947],1
Snatched,378918,['Bart La Rue'],[1190321],1
Night of Terror,247802,['Bart La Rue'],[1190321],1
The Andromeda Strain,10514,['Bart La Rue'],[1190321],1
Down the Drain,138353,['Mickey Morton'],[16000],1
Take Two,400817,['Mickey Morton'],[16000],1
Outlaw Force,105912,['Mickey Morton'],[16000],1
Smokin' Aces,7516,['Joseph Ruskin'],[15998],1
The Scorpion King,9334,['Joseph Ruskin'],[15998],1
King Cobra,40833,['Joseph Ruskin'],[15998],1
The Sword and the Sorcerer,13945,"['Joseph Ruskin', 'Jay Robinson', 'Jeff Corey']","[15998, 16097, 9596]",3
CyberTracker,78375,['Joseph Ruskin'],[15998],1
Captain America,197467,['Joseph Ruskin'],[15998],1
The Gypsy Warriors,263804,['Joseph Ruskin'],[15998],1
Firepower,86477,['Joseph Ruskin'],[15998],1
The Criminal Mind,288131,['Joseph Ruskin'],[15998],1
Diamond Zero,277441,['Joseph Ruskin'],[15998],1
Hell Bent for Leather,118653,['Joseph Ruskin'],[15998],1
Saturday the 14th Strikes Back,45880,['Joseph Ruskin'],[15998],1
Indecent Proposal,4478,['Joseph Ruskin'],[15998],1
Diary of a Madman,29060,"['Joseph Ruskin', 'Nancy Kovack', 'Ian Wolfe']","[15998, 69763, 2782]",3
Wishcraft,24649,['Joseph Ruskin'],[15998],1
The Party,10794,['Dick Crockett'],[14256],1
Drive a Crooked Road,34652,['Dick Crockett'],[14256],1
Over-Exposed,26373,['Dick Crockett'],[14256],1
It Happened to Jane,40957,['Dick Crockett'],[14256],1
Davy Crockett and the River Pirates,50717,['Dick Crockett'],[14256],1
Missile Monsters,116328,['Dick Crockett'],[14256],1
Gold Raiders,215471,['Dick Crockett'],[14256],1
Topeka,459320,['Dick Crockett'],[14256],1
The Pink Panther Strikes Again,12268,['Dick Crockett'],[14256],1
Stryker,30927,['Steve Sandor'],[15999],1
Hell's Angels '69,42608,['Steve Sandor'],[15999],1
Fire and Ice,15035,['Steve Sandor'],[15999],1
The Ninth Configuration,18910,['Steve Sandor'],[15999],1
Bonnie's Kids,84658,['Steve Sandor'],[15999],1
One More Train to Rob,142148,"['Steve Sandor', 'Diana Muldaur', 'France Nuyen']","[15999, 16014, 16096]",3
The Only Way Home,149621,['Steve Sandor'],[15999],1
"If He Hollers, Let Him Go!",255262,['Steve Sandor'],[15999],1
The Platinum Triangle,351038,['Steve Sandor'],[15999],1
Biohazard,5734,['Angelique Pettyjohn'],[98241],1
Mad Doctor of Blood Island,81477,['Angelique Pettyjohn'],[98241],1
Childish Things,199311,"['Angelique Pettyjohn', 'David Brian', 'Logan Ramsey']","[98241, 16016, 16031]",3
Takin' It Off,119854,['Angelique Pettyjohn'],[98241],1
The Curious Female,251369,['Angelique Pettyjohn'],[98241],1
Body Talk,375426,['Angelique Pettyjohn'],[98241],1
The Lost Empire,100697,['Angelique Pettyjohn'],[98241],1
The Cool Ones,170517,"['Angelique Pettyjohn', 'Rex Holman']","[98241, 16066]",2
The Wizard of Speed and Time,44276,['Angelique Pettyjohn'],[98241],1
"Tell Me That You Love Me, Junie Moon",78355,"['Angelique Pettyjohn', 'Fred Williamson']","[98241, 9811]",2
Wit's End,140684,['Angelique Pettyjohn'],[98241],1
Stalag 69,448822,['Angelique Pettyjohn'],[98241],1
"No Deposit, No Return",21147,['Vic Tayback'],[14069],1
Papillon,5924,"['Vic Tayback', 'William Smithers', 'Ron Soble']","[14069, 16030, 161405]",3
All Dogs Go to Heaven,11497,['Vic Tayback'],[14069],1
Thunderbolt and Lightfoot,8348,"['Vic Tayback', 'Roy Jenson']","[14069, 12298]",2
George Carlin: Playin' with Your Head,34163,['Vic Tayback'],[14069],1
Mansion of the Doomed,40139,['Vic Tayback'],[14069],1
Report to the Commissioner,42262,['Vic Tayback'],[14069],1
The Cheap Detective,14584,['Vic Tayback'],[14069],1
Five Minutes to Live,37560,['Vic Tayback'],[14069],1
The Gambler,44800,['Vic Tayback'],[14069],1
Alice Doesn't Live Here Anymore,16153,['Vic Tayback'],[14069],1
Loverboy,17362,['Vic Tayback'],[14069],1
The Horseplayer,91138,['Vic Tayback'],[14069],1
Blood and Lace,85496,['Vic Tayback'],[14069],1
Weekend Warriors,105252,['Vic Tayback'],[14069],1
The Blue Knight,137738,['Vic Tayback'],[14069],1
Portrait of a Stripper,246250,['Vic Tayback'],[14069],1
Surftide 77,282390,['Vic Tayback'],[14069],1
The Jesse Owens Story,197801,['Vic Tayback'],[14069],1
Mysterious Two,216183,['Vic Tayback'],[14069],1
The Choirboys,48852,['Vic Tayback'],[14069],1
Beverly Hills Bodysnatchers,275328,"['Vic Tayback', 'Frank Gorshin']","[14069, 291]",2
Maxie,223344,['Vic Tayback'],[14069],1
Through the Magic Pyramid,358811,['Vic Tayback'],[14069],1
Love with the Proper Stranger,39495,['Vic Tayback'],[14069],1
Criminal Act,354401,"['Vic Tayback', 'Victor Brandt']","[14069, 153606]",2
L'île au trésor,262802,['Vic Tayback'],[14069],1
This Year's Blonde,240136,['Vic Tayback'],[14069],1
Five Minutes to Live,221131,['Vic Tayback'],[14069],1
Lepke,42259,['Vic Tayback'],[14069],1
The Night the City Screamed,487876,['Vic Tayback'],[14069],1
Project X,29398,"['Lee Delano', 'Keye Luke', 'Phillip Pine']","[16006, 16103, 16126]",3
The Wonderful Country,6610,['Anthony Caruso'],[16004],1
The Undercover Man,23189,['Anthony Caruso'],[16004],1
A Cry in the Night,35895,['Anthony Caruso'],[16004],1
Tennessee's Partner,43325,['Anthony Caruso'],[16004],1
Phantom of the Rue Morgue,37463,['Anthony Caruso'],[16004],1
City of Shadows,62461,['Anthony Caruso'],[16004],1
Scene of the Crime,38395,['Anthony Caruso'],[16004],1
Most Dangerous Man Alive,64276,"['Anthony Caruso', 'Gregg Palmer']","[16004, 16071]",2
Zebra Force,16532,['Anthony Caruso'],[16004],1
The Asphalt Jungle,16958,['Anthony Caruso'],[16004],1
Where There's Life,65290,['Anthony Caruso'],[16004],1
When Gangland Strikes,50676,['Anthony Caruso'],[16004],1
The Last Crooked Mile,70306,['Anthony Caruso'],[16004],1
Pride of the Marines,52337,['Anthony Caruso'],[16004],1
The Threat,73595,['Anthony Caruso'],[16004],1
Whistling in Brooklyn,90465,['Anthony Caruso'],[16004],1
Tarzan and the Leopard Woman,55873,['Anthony Caruso'],[16004],1
"Tall, Dark and Handsome",94251,['Anthony Caruso'],[16004],1
Fort Massacre,95060,['Anthony Caruso'],[16004],1
The Man Behind The Gun,95977,['Anthony Caruso'],[16004],1
The Catman of Paris,101013,['Anthony Caruso'],[16004],1
Always in My Heart,97767,['Anthony Caruso'],[16004],1
Passion,120124,['Anthony Caruso'],[16004],1
The Oklahoman,99886,['Anthony Caruso'],[16004],1
The Big Land,153997,['Anthony Caruso'],[16004],1
A Gun in His Hand,130357,['Anthony Caruso'],[16004],1
Saskatchewan,147905,"['Anthony Caruso', 'Bob Herron']","[16004, 1016007]",2
Lucky Jordan,119094,['Anthony Caruso'],[16004],1
Tarzan and the Slave Girl,119325,['Anthony Caruso'],[16004],1
The Girl from Monterrey,161992,['Anthony Caruso'],[16004],1
The Lawless Eighties,185169,['Anthony Caruso'],[16004],1
Raiders of the Seven Seas,171878,['Anthony Caruso'],[16004],1
Joe Dakota,208162,['Anthony Caruso'],[16004],1
Jail Busters,178569,['Anthony Caruso'],[16004],1
The Joe Piscopo Special,255338,['Anthony Caruso'],[16004],1
Desert Legion,243956,['Anthony Caruso'],[16004],1
Across the Pacific,18790,"['Anthony Caruso', 'Keye Luke']","[16004, 16103]",2
Cattle Queen of Montana,121703,['Anthony Caruso'],[16004],1
The Badlanders,94533,['Anthony Caruso'],[16004],1
Song of India,299075,['Anthony Caruso'],[16004],1
Watch on the Rhine,68440,['Anthony Caruso'],[16004],1
Mean Johnny Barrows,91475,"['Anthony Caruso', 'Fred Williamson']","[16004, 9811]",2
The Boy from Oklahoma,198581,['Anthony Caruso'],[16004],1
According to Mrs. Hoyle,331993,['Anthony Caruso'],[16004],1
To the Victor,357715,['Anthony Caruso'],[16004],1
Flap,177043,['Anthony Caruso'],[16004],1
Incident,47873,['Anthony Caruso'],[16004],1
Star in the Night,150604,['Anthony Caruso'],[16004],1
The Crime Doctor's Courage,84790,['Anthony Caruso'],[16004],1
Johnny Apollo,66707,['Anthony Caruso'],[16004],1
Claws,213207,"['Anthony Caruso', 'Jason Evers']","[16004, 16089]",2
