name,id_num,movies,movie_ids
Michael Dante,15975,"['The Naked Kiss', 'Willard', 'Seven Thieves', 'Missile X - Geheimauftrag Neutronenbombe', 'Cage', 'Beyond Evil', 'The Big Score', 'Westbound', 'Fort Dobbs', 'Operation Bikini', 'Winterhawk', 'Apache Rifles', 'Arizona Raiders', 'The Farmer', 'Somebody Up There Likes Me']","[26031, 42532, 64605, 80669, 51463, 88410, 107007, 110139, 126766, 142986, 143516, 155685, 132939, 201593, 28000]"
Julie Newmar,15973,"['Return to the Batcave: The Misadventures of Adam and Burt', ""Ghosts Can't Do It"", 'Deep Space', ""Li'l Abner"", 'Seven Brides for Seven Brothers', ""Mackenna's Gold"", 'Evils of the Night', 'Oblivion', 'Oblivion 2: Backlash', 'Hysterical', 'Up Your Teddy Bear', 'The Marriage-Go-Round', 'Serpent of the Nile', 'Reel Horror', 'The Rookie', 'Nudity Required', 'Beautiful Darling', 'For Love or Money', 'Terraces', 'Dance Academy', ""She's Working Her Way Through College"", ""Streetwalkin'"", 'The Feminist and the Fuzz', 'The Band Wagon', 'Love Scenes', 'The Maltese Bippy', 'Slaves of Babylon', 'Batman: Return of the Caped Crusaders', 'Those Dastardly Desperados', 'If... Dog... Rabbit', 'Batman vs. Two-Face', 'To Wong Foo, Thanks for Everything! Julie Newmar']","[20776, 31281, 27662, 34662, 16563, 18118, 67642, 49050, 80985, 73626, 124827, 109916, 114771, 194759, 208650, 251414, 226247, 242835, 255808, 138852, 139922, 85598, 247791, 29376, 165629, 92716, 350806, 411736, 421743, 224538, 464882, 9090]"
Sarah Marshall,124010,"['Dave', 'The Long, Hot Summer', 'A Rage to Live', 'Bad Blood... the Hunger', 'Applause', 'French Silk', 'Wild and Wonderful', 'Ta mère !', 'Lord Love a Duck']","[11566, 40085, 104759, 126955, 173920, 278931, 396277, 374908, 52867]"
Beverly Washburn,15983,"['Old Yeller', 'Spider Baby', 'Superman and the Mole-Men', 'Pit Stop', 'The Lone Ranger', 'The Greatest Show on Earth', 'The Juggler', 'Shane', 'Here Comes the Groom', 'When the World Came to San Francisco', 'Unbelievable!!!!!', 'The Hatching of Spider Baby', 'Demon Haunt', 'Paranormal Extremes: Text Messages from the Dead']","[22660, 28504, 41800, 92378, 108266, 27191, 283329, 3110, 27629, 414657, 329621, 465415, 301655, 334753]"
Charles Drake,15978,"['Valley of the Dolls', 'The Pretender', 'Harvey', 'The Man Who Came to Dinner', 'Conflict', 'A Night in Casablanca', ""Winchester '73"", 'War Arrow', 'All That Heaven Allows', 'Tammy Tell Me True', 'Air Force', 'Tobor the Great', 'To Hell and Back', 'Female on the Beach', 'I Was a Shoplifter', 'The Glenn Miller Story', 'The Arrangement', 'It Came from Outer Space', 'The Price of Fear', 'No Name on the Bullet', 'The Treasure of Lost Canyon', 'Whistle Stop', 'Step Down to Terror', 'Comanche Territory', 'Dear Heart', 'Bonzo Goes to College', 'Air Cadet', 'Busses Roar', 'Jeanne Eagels', 'The Third Day', 'Winning Your Wings', 'Gunsmoke', 'You Never Can Tell', 'The Red Ball Express', 'The Lively Set', 'The Counterfeit Killer', ""Tarzan's Magic Fountain"", 'Scream, Pretty Peggy', 'The Lone Hand', 'Showdown', 'Four Guns to the Border', 'Back Street', 'You Came Along', 'Nine Lives Are Not Enough', 'Career', 'Bullet Scars', 'Little Egypt', 'Walk the Proud Land', 'The Money Jungle', 'Now, Voyager', 'The Maltese Falcon', 'Until They Sail', 'The Smugglers', 'Winter Wonderland', 'Peggy', 'Sergeant York', ""My Brother's Wedding"", 'The Hunchback of Notre Dame', 'Louisa', 'Dangerously They Live', 'The Tender Years', 'The Screaming Woman', 'Hail, Hero!']","[3055, 30196, 11787, 26319, 26654, 26940, 14551, 60551, 43316, 62392, 15807, 64071, 16514, 65014, 66175, 17729, 48612, 19483, 51153, 51997, 53831, 55600, 74912, 79101, 101226, 101896, 102033, 99324, 142254, 111919, 152237, 128851, 113845, 149895, 138411, 170307, 206145, 206630, 176411, 250865, 245305, 43017, 264575, 95124, 289201, 252956, 225093, 225958, 168281, 32847, 963, 108812, 382603, 54097, 397884, 16442, 91735, 31685, 99492, 71433, 465462, 134800, 277369]"
Stephen Brooks,1214922,['Two for the Money'],[252970]
Pilar Seurat,151803,['The Young Savages'],[86616]
Joseph Bernard,126903,"['Murder, Inc.', 'The Man Who Loved Women', 'Brute Corps', ""Don't Just Stand There"", 'Ice Station Zebra', 'Judgment at Nuremberg', 'The Granny', 'Lost Flight']","[15375, 69928, 102178, 259965, 17657, 821, 83414, 248738]"
Charles Dierkop,15988,"['Butch Cassidy and the Sundance Kid', 'Messiah of Evil', 'The Sting', 'Messenger of Death', 'Silent Night, Deadly Night', 'Forget Me Not', 'Angels Hard as They Come', ""The St. Valentine's Day Massacre"", 'Invisible Dad', 'Murder on the Yellow Brick Road', 'Banzai Runner', 'The Sweet Ride', 'Grotesque', 'The Hot Box', 'Pound', 'Too Fast Too Young', 'Roots of Evil', 'Savage Harbor', 'Silent Night, Deadly Night Part 2', 'The Student Teachers', 'Nerds of a Feather', 'Star Virgin', 'Texas Lightning', 'Merchants of Venus', 'The Midnighters']","[642, 24923, 9277, 26172, 27414, 27588, 29068, 42702, 44547, 78316, 120068, 280134, 59744, 97653, 99069, 412459, 55809, 155184, 50719, 85970, 199981, 5699, 154291, 310035, 451515]"
John Fiedler,5247,"['12 Angry Men', 'The Fox and the Hound', 'The Odd Couple', ""Mickey's House of Villains"", 'Winnie the Pooh and a Day for Eeyore', 'Robin Hood', ""Kronk's New Groove"", ""Pooh's Heffalump Movie"", 'Winnie the Pooh: A Very Merry Pooh Year', 'Deathmaster', ""Sharky's Machine"", ""Pooh's Heffalump Halloween Movie"", ""Pooh's Grand Adventure: The Search for Christopher Robin"", 'The Tigger Movie', 'The Shaggy D.A.', 'Winnie the Pooh: Springtime with Roo', 'True Grit', 'Midnight Madness', 'The Fortune', 'Rascal', 'Winnie the Pooh and Tigger Too', ""Stephen King's Golden Tales"", 'Double Indemnity', 'Bad Ronald', 'Guns of Diablo', 'Stage Struck', 'Who Is the Black Dahlia?', 'Human Feelings', 'Making It', 'The Many Adventures of Winnie the Pooh', 'Hitched', 'The World of Henry Orient', 'The Book of Pooh: Stories from the Heart', 'That Touch of Mink', ""Piglet's Big Movie"", ""The Emperor's New Groove"", 'Suppose They Gave a War and Nobody Came?', 'Fitzwilly', 'Shadow House', 'Winnie the Pooh and the Blustery Day', 'Kiss Me, Stupid', 'Winnie the Pooh: A Valentine for You', 'A Winnie the Pooh Thanksgiving', 'A Raisin in the Sun', 'Joe Dancer II: The Monkey Mission', 'Harper Valley P.T.A.', ""If I Wasn't So Small"", 'Winnie the Pooh & Christmas Too', 'The Cannonball Run']","[389, 10948, 11356, 22643, 24926, 11886, 13417, 13682, 13706, 28780, 14664, 14885, 14903, 15655, 15943, 16394, 17529, 17971, 70259, 52012, 72185, 460730, 84834, 56787, 96089, 111910, 116645, 135645, 209454, 250480, 252862, 19662, 278644, 12708, 13691, 11688, 144910, 33730, 328963, 81310, 53021, 76669, 357684, 29478, 281406, 113777, 449312, 80357, 11286]"
William Campbell,1307043,[],[]
Ed Reimers,1214912,[],[]
William Schallert,15992,"['Will Penny', 'In the Heat of the Night', 'Cry Terror!', 'Shield for Murder', 'Teachers', 'Hour of the Gun', 'The Incredible Shrinking Man', 'Sam Whiskey', 'Matinee', 'Hoodlum Empire', 'Black Tuesday', 'Charley Varrick', 'Riot in Cell Block 11', 'The Computer Wore Tennis Shoes', 'Man in the Shadow', 'Colossus: The Forbin Project', 'Lonely Are the Brave', 'Friendly Persuasion', 'The Tarnished Angels', 'Green Lantern: First Flight', 'The High and the Mighty', 'The Man from Planet X', 'Written on the Wind', 'Flat Top', 'Hangar 18', 'Captive Women', 'The Tattered Dress', 'The Lone Ranger', 'Grace Kelly', 'Port Sinister', 'Smoke Signal', 'Harvey', 'Lonely Heart Bandits', 'Bag of Bones', 'Under the Influence', 'Captain Kidd and the Slave Girl', 'Top Of The World', 'Dawn: Portrait of a Teenage Runaway', 'Escape', 'Bannerline', ""Philbert (Three's a Crowd)"", 'Through Naked Eyes', 'Paula', 'Paradise Alley', ""Singin' in the Rain"", 'The Monolith Monsters', 'Tunnel Vision', 'Gog', 'The Second Civil War', 'Hijack!', 'Edgar G. Ulmer: The Man Off-screen', 'M', 'Mrs. Lambert Remembers Love', ""The Patty Duke Show: Still Rockin' in Brooklyn Heights"", 'Innerspace', 'Speedway', 'Them!', 'Mighty Joe Young', 'The Raid', 'The Gallant Hours', 'The Beat Generation', 'Tobor the Great', 'Some Came Running', 'Pillow Talk', 'Down Three Dark Streets', 'Gunslinger', 'M', 'MANT!', 'The Jazz Singer', 'The Reckless Moment', 'Tis the Season to Be Smurfy', 'Blue Denim', 'Amazons', 'The Jazz Singer', 'Promise Him Anything', 'Massacre at Sand Creek', 'Raw Edge']","[1676, 10633, 4926, 30034, 31601, 31658, 31682, 8693, 25389, 26294, 33224, 27331, 28023, 29228, 36459, 14801, 43002, 43258, 38432, 17445, 17761, 50153, 69605, 71243, 54287, 85494, 77965, 108266, 142971, 116189, 136226, 164278, 201590, 168210, 203053, 170443, 187983, 212914, 252854, 236583, 237378, 238247, 241673, 252921, 872, 52196, 114255, 63333, 45046, 252902, 287717, 36373, 248706, 281440, 2614, 18693, 11071, 39314, 74074, 99345, 37066, 64071, 38724, 4952, 37413, 187790, 36373, 420596, 216925, 28007, 217333, 115549, 197487, 216925, 252979, 459352, 126550]"
Charlie Brill,15995,"[""The Man Who Wasn't There"", 'Bloodstone', 'The Beast of Budapest', 'Sangue negli abissi', 'Bail Out', 'Off the Wall', 'Pray TV', 'A Cold Wind in August', ""Dead Men Don't Die""]","[29610, 42248, 250216, 171993, 42392, 95740, 25359, 169854, 134570]"
Michael Pataki,15993,"['Rocky IV', 'Zombie Death House', 'Halloween 4: The Return of Michael Myers', 'Five the Hard Way', ""Dracula's Dog"", 'Graduation Day', 'The Baby', 'The Bat People', 'Grave of the Vampire', 'The Return of Count Yorga', 'American Anthem', 'Delinquent School Girls', 'Pink Angels', 'The Glove', 'Sweet Jesus, Preacherman', 'Brute Corps', 'The Last Porno Flick', 'Up Yours', 'High Noon, Part II: The Return of Will Kane', 'The Amazing Spider-Man', 'Spider-Man Strikes Back', 'The Underachievers', 'R.S.V.P.', 'Dead & Buried', 'Superdome', 'The Survival of Dana', 'They Call It Murder', 'Dream No Evil', 'Boo Boo Runs Wild', 'Little Cigars', 'Jailbait Babysitter', 'Love at First Bite', 'Sweet Sixteen', 'Hollywood Hot Tubs 2: Educating Crystal', 'Trim', 'When Every Day Was the Fourth of July', 'The Cut-Throats', 'Night Shift', 'Family Guy Presents: Something, Something, Something, Dark Side']","[1374, 30377, 11357, 31124, 26703, 27420, 28156, 28159, 28160, 28855, 45930, 39917, 67970, 80638, 94248, 102178, 140645, 124880, 111868, 225914, 225925, 253903, 255569, 24274, 264098, 293506, 282658, 92319, 342010, 59228, 86210, 18966, 78552, 149107, 295902, 292529, 104531, 14742, 278604]"
Whit Bissell,13786,"['Birdman of Alcatraz', 'The Time Machine', 'I Was a Teenage Frankenstein', 'Airport', 'It Should Happen to You', 'Creature from the Black Lagoon', '5 Card Stud', 'Gunfight at the O.K. Corral', 'The Defiant Ones', 'Target Earth', 'Seven Days in May', 'He Walked by Night', 'Hud', 'Soylent Green', 'The Killer That Stalked New York', 'The Sellout', 'Raw Deal', 'Hoodlum Empire', 'Monster on the Campus', 'Riot in Cell Block 11', 'Brute Force', 'A Double Life', 'I Was a Teenage Werewolf', 'Johnny Tremain', 'Shack Out on 101', 'Warlock', 'The Senator Was Indiscreet', 'Canon City', 'Lost Continent', ""Spencer's Mountain"", 'Side Street', 'The Desperate Hours', 'City Beneath the Sea', 'No Name on the Bullet', 'Once You Kiss a Stranger...', 'Where Love Has Gone', 'Man from Del Rio', 'Dakota Incident', ""The Crime Doctor's Diary"", 'Wyoming Mail', 'The Lincoln Conspiracy', 'The Naked Street', 'At Gunpoint', 'The Tall Stranger', 'The Atomic Kid', 'Red Mountain', 'The Final Hour', 'The Time Machine', ""Devil's Canyon"", 'Fluffy', 'Anna Lucasta', 'Chicken Every Sunday', 'The Shanghai Story', 'A Covenant with Death', 'The Family Secret', 'Somewhere in the Night', 'Boots Malone', 'The Comedian', 'Strangers: The Story of a Mother and Daughter', 'Advance To The Rear', 'The Horn Blows at Midnight', 'Trial', 'Never So Few', ""Casey's Shadow"", 'The Young Stranger', 'The Magnificent Seven', 'Three Hours to Kill', 'The Andersonville Trial', 'The Caine Mutiny', 'The Black Orchid', 'The Sea Hawk', 'Destination Nightmare', 'Psychic Killer', ""It Shouldn't Happen To A Dog"", 'The Hallelujah Trail', 'Invasion of the Body Snatchers', 'Tales of Robin Hood', 'Holy Matrimony']","[898, 2134, 3208, 10671, 20127, 10973, 4993, 22201, 11414, 31042, 23518, 31556, 24748, 12101, 32205, 25550, 26167, 26294, 34593, 28023, 28297, 41206, 43228, 43229, 43324, 37412, 43468, 61908, 44592, 44916, 18281, 18612, 49326, 51997, 72774, 73348, 91472, 75365, 85275, 120112, 99850, 122252, 140062, 113697, 115608, 146856, 418066, 148948, 195386, 174140, 209179, 199727, 235408, 241797, 242564, 20000, 186875, 263570, 265974, 117992, 64925, 114083, 4820, 92264, 112558, 966, 233795, 216922, 10178, 84655, 26201, 415586, 68982, 165165, 23194, 11549, 460609, 180114]"
Stanley Adams,1947,"[""Breakfast at Tiffany's"", 'Nevada Smith', 'North to Alaska', 'The Night Stalker', 'Calling Homicide', 'Hell Bound', 'Hell on Frisco Bay', 'Valerie', 'Dixie Dynamite', 'Thunder Alley', 'Pirates of Tortuga', 'Trooper Hook', 'The Clones', '13 West Street', 'High School Big Shot', 'The Bold and the Brave', 'Machismo: 40 Graves for 40 Guns', 'A House Is Not a Home', 'Hell Ship Mutiny', 'The Rat Race', 'I Married a Woman', 'The Norliss Tapes', 'Requiem for a Heavyweight', 'Death of a Salesman', 'North by Northwest', 'The Atomic Kid', 'The Alphabet Conspiracy', 'Somebody Up There Likes Me', 'The Wizard of Baghdad', 'Everything You Always Wanted to Know About Sex *But Were Afraid to Ask', 'Double Trouble', 'Lilies of the Field', 'Act of Vengeance', 'The Seven Minutes', 'Black Patch', 'One Foot in Hell']","[164, 5921, 6523, 15360, 46042, 47056, 72778, 82963, 90072, 86740, 79716, 150095, 117581, 134834, 161088, 191227, 212020, 216661, 226634, 121636, 108356, 68133, 53229, 241568, 213, 115608, 38752, 28000, 422906, 11624, 45335, 38805, 66765, 5745, 214602, 118697]"
Bart La Rue,1190321,"['Snatched', 'Night of Terror', 'The Andromeda Strain']","[378918, 247802, 10514]"
Mickey Morton,16000,"['The Star Wars Holiday Special', 'Down the Drain', 'Take Two', 'Off the Wall', 'Outlaw Force']","[74849, 138353, 400817, 95740, 105912]"
Jane Ross,1644782,[],[]
Joseph Ruskin,15998,"[""Smokin' Aces"", 'The Scorpion King', 'King Cobra', 'The Sword and the Sorcerer', ""The Man Who Wasn't There"", 'The Rise and Fall of Legs Diamond', 'CyberTracker', 'Captain America', 'The Gypsy Warriors', 'Firepower', 'The Criminal Mind', 'The Magnificent Seven', 'Diamond Zero', 'Treachery and Greed on the Planet of the Apes', 'Hell Bent for Leather', 'Saturday the 14th Strikes Back', 'Indecent Proposal', ""The Munsters' Revenge"", 'Diary of a Madman', 'Wishcraft']","[7516, 9334, 40833, 13945, 29610, 43046, 78375, 197467, 263804, 86477, 288131, 966, 277441, 385903, 118653, 45880, 4478, 30002, 29060, 24649]"
Dick Crockett,14256,"['The Party', 'Operation Petticoat', 'Drive a Crooked Road', 'Batman', 'Over-Exposed', 'Spartacus', 'Days of Wine and Roses', 'It Happened to Jane', 'Davy Crockett and the River Pirates', 'Missile Monsters', 'Gold Raiders', 'Topeka', 'The Pink Panther Strikes Again']","[10794, 9660, 34652, 2661, 26373, 967, 32488, 40957, 50717, 116328, 215471, 459320, 12268]"
Steve Sandor,15999,"['Stryker', ""Hell's Angels '69"", 'Fire and Ice', 'The Ninth Configuration', ""Bonnie's Kids"", 'The No Mercy Man', 'One More Train to Rob', 'The Only Way Home', 'The Movie Murderer', 'If He Hollers, Let Him Go!', 'Rough Night in Jericho', 'The Platinum Triangle']","[30927, 42608, 15035, 18910, 84658, 105503, 142148, 149621, 327961, 255262, 64963, 351038]"
Angelique Pettyjohn,98241,"['Biohazard', 'Mad Doctor of Blood Island', ""Hell's Belles"", 'Childish Things', 'Up Your Teddy Bear', ""Takin' It Off"", 'The Curious Female', 'Clambake', 'Body Talk', 'The Lost Empire', 'The Cool Ones', 'The Wizard of Speed and Time', 'Heaven with a Gun', 'Tell Me That You Love Me, Junie Moon', ""Wit's End"", 'Stalag 69']","[5734, 81477, 54177, 199311, 124827, 119854, 251369, 26299, 375426, 100697, 170517, 44276, 1790, 78355, 140684, 448822]"
Vic Tayback,14069,"['Bullitt', 'No Deposit, No Return', 'Papillon', 'All Dogs Go to Heaven', 'Thunderbolt and Lightfoot', ""George Carlin: Playin' with Your Head"", 'Mansion of the Doomed', 'Report to the Commissioner', 'The Cheap Detective', 'Five Minutes to Live', 'The Shaggy D.A.', 'The Gambler', ""Alice Doesn't Live Here Anymore"", 'Loverboy', 'The Horseplayer', 'Blood and Lace', 'The Don Is Dead', 'Weekend Warriors', 'The Big Bus', 'The Blue Knight', 'Reel Horror', 'Portrait of a Stripper', 'The Underachievers', 'The Black Bird', 'Little Ladies of the Night', 'Surftide 77', 'The Jesse Owens Story', 'Emperor of the North Pole', 'Mysterious Two', 'The Choirboys', 'Beverly Hills Bodysnatchers', 'They Call It Murder', 'Maxie', 'Through the Magic Pyramid', 'Dark Victory', 'Love with the Proper Stranger', 'Criminal Act', ""L'île au trésor"", ""This Year's Blonde"", 'Five Minutes to Live', 'Lepke', 'The Night the City Screamed']","[916, 21147, 5924, 11497, 8348, 34163, 40139, 42262, 14584, 37560, 15943, 44800, 16153, 17362, 91138, 85496, 94741, 105252, 19133, 137738, 194759, 246250, 253903, 91554, 112194, 282390, 197801, 31943, 216183, 48852, 275328, 282658, 223344, 358811, 359356, 39495, 354401, 262802, 240136, 221131, 42259, 487876]"
Lee Delano,16006,"['Executive Action', 'Project X', 'The Late Liz']","[29142, 29398, 465429]"
Anthony Caruso,16004,"['The Wonderful Country', 'The Undercover Man', 'A Cry in the Night', 'Baby Face Nelson', ""Tennessee's Partner"", 'Phantom of the Rue Morgue', 'City of Shadows', 'Scene of the Crime', 'Most Dangerous Man Alive', 'Zebra Force', ""Don't Gamble with Strangers"", 'The Asphalt Jungle', ""Where There's Life"", 'When Gangland Strikes', 'The Last Crooked Mile', 'Pride of the Marines', 'Hell on Frisco Bay', 'Where Love Has Gone', 'The Threat', 'Whistling in Brooklyn', 'Tarzan and the Leopard Woman', 'Tall, Dark and Handsome', 'The Iron Mistress', 'Fort Massacre', 'The Man Behind The Gun', 'The Catman of Paris', 'Always in My Heart', 'Passion', 'The Oklahoman', 'Blackbeard, the Pirate', 'The Big Land', 'A Gun in His Hand', 'And Now Tomorrow', 'Young Dillinger', 'Saskatchewan', 'Escape From Zahrain', 'Lucky Jordan', 'Tarzan and the Slave Girl', 'The Girl from Monterrey', 'The Lawless Eighties', 'Boots Malone', 'Raiders of the Seven Seas', 'Joe Dakota', 'Anna Lucasta', 'Jail Busters', 'Never Steal Anything Small', 'The Joe Piscopo Special', 'Desert Legion', 'Across the Pacific', 'Cattle Queen of Montana', 'The Badlanders', 'Song of India', 'Watch on the Rhine', 'A Star Shall Rise', 'Mean Johnny Barrows', 'The Boy from Oklahoma', 'According to Mrs. Hoyle', 'To the Victor', 'Flap', 'Walk the Proud Land', 'Incident', 'The Desperate Mission', 'Star in the Night', 'The Steel Lady', ""The Crime Doctor's Courage"", 'Johnny Apollo', 'Claws', 'The Racket Man', 'U-Boat Prisoner', 'Sunday Punch', 'North West Mounted Police', 'My Favorite Brunette', 'News Hounds', 'Savage Harbor', 'Wild Harvest', 'Robert Mitchum: The Reluctant Star', 'Pals of the Golden West', 'Desert Pursuit', 'Drum Beat', 'Santa Fe Passage', 'The Legend of Earl Durand']","[6610, 23189, 35895, 35926, 43325, 37463, 62461, 38395, 64276, 16532, 64607, 16958, 65290, 50676, 70306, 52337, 72778, 73348, 73595, 90465, 55873, 94251, 95012, 95060, 95977, 101013, 97767, 120124, 99886, 120509, 153997, 130357, 130411, 116767, 147905, 118300, 119094, 119325, 161992, 185169, 186875, 171878, 208162, 209179, 178569, 238786, 255338, 243956, 18790, 121703, 94533, 299075, 68440, 308764, 91475, 198581, 331993, 357715, 177043, 225958, 47873, 369426, 150604, 21377, 84790, 66707, 213207, 388455, 388702, 97819, 83360, 18649, 91728, 155184, 431407, 414205, 357027, 345774, 150875, 76276, 444406]"
Dyanne Thorne,52611,"['Ilsa: She Wolf of the SS', 'Ilsa, Harem Keeper of the Oil Sheiks', 'Blood Sabbath', 'Greta - Haus ohne Männer', 'Hellhole', 'Ilsa, the Tigress of Siberia', 'The Swinging Barmaids', 'Pinocchio', 'Beyond Fulfillment', 'Love Me Like I Do', 'Point of Terror', 'House of Forbidden Secrets', 'House of the Witchdoctor', 'Sin in the Suburbs', 'Tax Shelter Terrors', 'Up Yours', 'Wam Bam Thank You Spaceman', 'Chesty Anderson U.S. Navy', 'Real Men']","[20850, 7392, 28224, 28656, 28734, 28746, 28757, 28779, 28781, 29548, 125751, 287500, 294334, 98167, 428513, 124880, 96350, 89578, 44801]"
Booker Bradshaw,1211920,[],[]
Ned Romero,100418,"['Children of the Corn II: The Final Sacrifice', 'I Will Fight No More Forever', 'Tell Them Willie Boy Is Here', 'Expiration Date', 'House IV', 'The Lost Child', 'The Mystic Warrior', 'Peter Lundy and the Medicine Hat Stallion', 'Houston: The Legend of Texas', ""Hang 'em High"", 'Stranger on My Land', 'The Talisman']","[25748, 28323, 42619, 90219, 52868, 259117, 288617, 360045, 230698, 4929, 456819, 463409]"
Michael Witney,165373,"['The Way West', 'Doc', 'Darling Lili', 'W', 'There Goes The Bride']","[42703, 83147, 42586, 333125, 361015]"
Nancy Kovack,69763,"['The Silencers', 'The Outlaws Is Coming', 'Jason and the Argonauts', 'Marooned', 'Diary of a Madman', 'Enter Laughing', 'Frankie and Johnny', 'Tarzan and the Valley of Gold', 'Strangers When We Meet', 'The Wild Westerners', 'The Great Sioux Massacre']","[21779, 30798, 11533, 40140, 29060, 42693, 18691, 76081, 85926, 345386, 131761]"
Diana Muldaur,16014,"['Murder in Three Acts', 'Maneaters Are Loose!', 'McQ', 'Imps*', 'The Other', 'Chosen Survivors', 'Number One', 'One More Train to Rob', 'Black Beauty', 'The Lawyer', 'The Return of Frank Cannon', 'Beyond Reason', 'Beyond Reason', 'Perry Mason: The Case of the Fatal Fashion', 'The Miracle Worker', 'Locked Up: A Mother’s Rage', 'Chaos on the Bridge', 'The Word', 'The Deadly Triangle', 'Planet Earth', 'Ordeal']","[6107, 30937, 26185, 28374, 35280, 85236, 88504, 142148, 156113, 161565, 202973, 210993, 210993, 226050, 257578, 260351, 347497, 359082, 368169, 54805, 251354]"
Ed McCready,1220744,['Who Is Julia?'],[435610]
Gilbert Green,103034,"['Executive Action', 'Homicidal', 'Experiment in Terror', 'Dark Intruder', 'By Love Possessed', 'Norma Rae', 'Pressure Point', 'Book of Numbers']","[29142, 29394, 42995, 78411, 146915, 40842, 33735, 90095]"
William Wintersole,1637878,['Once Upon a Spy'],[109636]
Patrick Horgan,28027,"['The Curse of the Jade Scorpion', 'Zelig', 'The Thomas Crown Affair']","[2779, 11030, 912]"
Richard Evans,124617,"['The Nickel Ride', 'Islands in the Stream', 'Dirty Little Billy', 'The Emperor of Time']","[40793, 70926, 56966, 380114]"
Valora Noland,16019,"['The War Wagon', 'The Passionate Strangers', 'The Summer Children', 'Up Your Teddy Bear', 'Sex and the College Girl', 'Muscle Beach Party', 'Beach Party']","[27277, 335075, 298534, 124827, 413816, 27376, 26484]"
Skip Homeier,16017,"['Comanche Station', 'The Ghost & Mr. Chicken', 'Cry Vengeance', 'The Tall T', 'Black Widow', 'Beachhead', 'Fixed Bayonets!', 'The Gunfighter', 'Stark Fear', 'Dakota Incident', 'Thunder Over Arizona', 'The Burning Hills', 'At Gunpoint', 'Bullet for a Badman', 'The Last Posse', 'Stranger at My Door', 'Dawn at Socorro', 'Showdown at Eagle Gap', 'The Big Cat', 'Boys Ranch', 'Mickey', 'Sealed Cargo', 'Tomorrow, the World!', 'Voyage of the Yes', 'The Road to Denver', 'No Road Back', 'Sailor Beware', 'The Wild Wild West Revisited', 'Johnny Shiloh', 'Halls of Montezuma', 'The Lone Gun', 'Ten Wanted Men', 'Day of the Badman', 'Plunderers of Painted Flats', 'Helter Skelter', 'The Greatest', 'Tiger by the Tail', 'Showdown', 'Between Heaven and Hell']","[1673, 13343, 35913, 43253, 44052, 62753, 46875, 17409, 80687, 75365, 76152, 89079, 140062, 128437, 113225, 132808, 138949, 164263, 167788, 231489, 252366, 174773, 101297, 404123, 208897, 408526, 39015, 85341, 455002, 38766, 197605, 64368, 445341, 210725, 17200, 69903, 2985, 250865, 84567]"
David Brian,16016,"['Pocketful of Miracles', 'Flamingo Road', 'Beyond the Forest', 'Castle of Evil', ""The Damned Don't Cry"", 'Million Dollar Mermaid', 'Breakthrough', 'Accused of Murder', 'The Rare Breed', 'The High and the Mighty', 'Intruder in the Dust', 'Fort Worth', 'Inside the Walls of Folsom Prison', 'This Woman Is Dangerous', 'The Great Jewel Robber', 'No Place to Hide', 'Ambush at Tomahawk Gap', 'Springfield Rifle', 'A Perilous Journey', 'The White Squaw', 'The Rabbit Trap', 'Dawn at Socorro', 'Inside Straight', 'Ghost of the China Sea', 'The Destructors', 'Fury at Gunsight Pass', 'Timberjack', 'The First Traveling Saleslady', 'The Manhunter', 'Childish Things', 'How the West Was Won']","[248, 27563, 35896, 29298, 36656, 43189, 60908, 37350, 38800, 17761, 80572, 72474, 85286, 78265, 123070, 124224, 126891, 111043, 146004, 149584, 149585, 138949, 220077, 251691, 247443, 280657, 281469, 187534, 400200, 199311, 11897]"
Julie Cobb,121041,"[""Salem's Lot"", 'Brave New World', 'Jelly', 'Lisa', 'Steel Cowboy', 'Uncommon Valor', 'To find my son', 'Baby Girl Scott', 'The Death Squad']","[11343, 38699, 93251, 95730, 326235, 358165, 368501, 218486, 83417]"
Carlton Byrd,1183648,"['Life of a King', 'Woodlawn', 'Almost Friends']","[201550, 333596, 436459]"
Lezlie Dalton,1768815,[],[]
Robert Fortier,143188,[],[]
Warren Stevens,12310,"['Forbidden Planet', 'The Amazing Captain Nemo', 'Madigan', ""Women's Prison"", 'Black Tuesday', 'The Barefoot Contessa', 'Deadline - U.S.A.', 'Madame X', 'Accused of Murder', 'Cyborg 2087', 'Mr. Belvedere Rings the Bell', 'The Case Against Brooklyn', 'The Frogmen', 'The Price of Fear', 'No Name on the Bullet', 'Gorilla at Large', 'Phone Call from a Stranger', 'Man or Gun', 'Intent to Kill', 'Red Skies of Montana', ""Stagecoach to Dancers' Rock"", 'Duel on the Mississippi', 'The Student Body', 'On the Threshold of Space', ""Robbers' Roost"", ""The I Don't Care Girl"", 'The Sweet Ride', '40 Pounds of Trouble', 'The Trail to Hope Rose', ""O. Henry's Full House"", 'The Man from Bitter Ridge', 'Shark River', 'Gunfire at Indian Gap']","[830, 1851, 4931, 25788, 33224, 34689, 36334, 42723, 37350, 61031, 62483, 44873, 44890, 51153, 51997, 72313, 76229, 85515, 85718, 143523, 132945, 183996, 194720, 220614, 241819, 279660, 280134, 42990, 68940, 24006, 210673, 459639, 206384]"
