name,id_num,movies,movie_ids
Marianna Hill,15659,"['The Godfather: Part II', 'Black Zoo', 'High Plains Drifter', 'Messiah of Evil', 'The Baby', 'Medium Cool', 'Married Too Young', 'Blood Beach', 'Paradise, Hawaiian Style', 'The Traveling Executioner', 'Thumb Tripping', 'El Condor', 'Schizoid', 'The Last Porno Flick', 'The Astral Factor', 'Red Line 7000', 'Relentless', 'Such Dust as Dreams Are Made On', 'Death at Love House', 'Roustabout']","[240, 30786, 11901, 24923, 28156, 42612, 43005, 37843, 18894, 90517, 74430, 94201, 79823, 140645, 113337, 80046, 331079, 413338, 184150, 2094]"
Sean Morgan,161673,"['Harry and the Hendersons', 'The Ghosting']","[8989, 413839]"
Bruce Mars,157282,"['Then Came Bronson', 'Maryjane']","[188189, 104263]"
Jeannie Malone,1776894,[],[]
Anthony D. Call,1556119,[],[]
Walker Edmiston,1212769,['The Great Mouse Detective'],[9994]
Vic Perrin,15949,"['Flash Gordon: The Greatest Adventure of All', 'Vixen!', 'Black Tuesday', 'Dragnet', 'The System', 'Europe in the Raw', 'Forever Female', ""Don't Bother to Knock"", ""Don't Bother to Knock"", 'Spartacus', 'The Searching Eye', 'Gargoyles', 'Mutts About Racing', 'Riding Shotgun', 'A Clue for Scooby-Doo']","[3679, 5721, 33224, 43334, 45679, 54993, 148766, 24005, 24005, 967, 385768, 41025, 144241, 154093, 317268]"
John Gabriel,50974,"['El Dorado', 'The Incredible Hulk Returns', ""Hell's Bloody Devils"", 'The Story of Ruth', 'The Hunters', 'South Pacific', 'Sex and the College Girl']","[6644, 26881, 29417, 43042, 45520, 17352, 413816]"
Clint Howard,15661,"['Austin Powers: International Man of Mystery', 'The Wraith', 'Halloween', 'Cocoon', 'The Waterboy', 'Senior Skip Day', 'Super Capers', 'House of the Dead', '100 Women', 'Edtv', 'Blackwoods', 'Frost/Nixon', 'Addams Family Reunion', 'How to Eat Fried Worms', ""Beethoven's 5th"", 'How the Grinch Stole Christmas', 'The Jungle Book', 'Fist of the North Star', ""Rock 'n' Roll High School"", 'BloodRayne: The Third Reich', 'Ticks', 'Gung Ho', 'Get Crazy', 'Holyman Undercover', 'Night Shift', 'Cheyenne Warrior', 'Ice Cream Man', 'Eat My Dust', 'Carnosaur', 'Big Bad Wolf', 'Evilspeak', 'Blubberella', 'Leprechaun 2', 'End of the Line', 'Alabama Moon', 'Ping!', 'Silent Night, Deadly Night 5: The Toy Maker', 'Winnie the Pooh and Tigger Too', 'A Christmas Too Many', 'Church Ball', 'Not Like Us', 'Initiation: Silent Night, Deadly Night 4', 'Disturbed', 'Assault on Wall Street', 'Sparks', 'Call Me Crazy: A Five Film', 'Baby Face Nelson', 'Arthurs Quest', 'Planet Ibsen', 'Last Call', 'Cards, Cads, Guns, Gore, and Death...', 'The Red Pony', 'Sand Castles', 'The Rocketeer', 'Santa with Muscles', 'The Church', 'Foreign Exchange', 'Rattled', ""Guys and Girls Can't Be Friends"", 'Huff', 'Play the Game', 'Cotton Candy', 'B.O.R.N.', 'Apollo 13', 'The Haunted World of El Superbeasto', 'Tango & Cash', 'Cinderella Man', 'Parenthood', 'The Funhouse Massacre', 'Body Chemistry II: Voice of a Stranger', 'Curious George 2: Follow That Monkey!', 'An Eye for an Eye', 'Searching for Haizmann', 'Backdraft', 'The Protector', 'The Many Adventures of Winnie the Pooh', 'Rapsittie Street Kids: Believe in Santa', 'The Profane Exhibit', 'Humanoids from the Deep', 'Big Guy', 'Dillinger and Capone', 'UnConventional', 'The Lords of Salem', 'Barb Wire', 'Mad Families', 'Night at the Museum: Battle of the Smithsonian', 'Night Club', 'The Missing', 'Austin Powers in Goldmember', 'The Dilemma', 'Twisted Love', 'Solo: A Star Wars Story', 'Curious George', 'A Plumm Summer', 'The Jungle Book', 'The Dentist 2: Brace Yourself', 'Street Corner Justice', 'I Am Stamos']","[816, 10017, 2082, 10328, 10663, 20066, 20177, 11059, 20648, 11374, 30779, 11499, 11508, 24115, 24477, 8871, 9325, 26300, 26326, 12685, 34098, 13698, 29628, 42480, 14742, 60563, 44470, 45232, 39283, 39341, 39868, 66608, 18009, 49855, 51249, 52193, 70984, 72185, 82616, 55278, 84359, 59762, 145951, 184125, 171776, 187541, 223265, 233687, 228580, 256109, 187804, 266186, 266425, 10249, 31388, 309885, 19365, 315306, 316051, 107020, 45708, 334680, 124046, 568, 23127, 9618, 921, 1552, 363889, 93058, 23903, 317800, 401107, 2924, 117874, 250480, 413817, 214979, 53060, 417743, 56264, 96140, 104755, 11867, 431071, 18360, 304029, 12146, 818, 44564, 222853, 348350, 9975, 73501, 476457, 37526, 268397, 489208]"
Hagan Beggs,27126,"['Titanic', 'Bear Island', 'The Groundstar Conspiracy', 'Justice for Annie', 'Power of Attorney', 'Russian Roulette', ""Spider-Man: The Dragon's Challenge"", ""Hey, I'm Alive"", 'I Love A Mystery']","[2699, 38629, 72114, 261044, 263422, 242102, 225938, 442105, 468333]"
Sean Kenney,1214900,[],[]
William Sargent,161340,['Hitler'],[102155]
Barbara Anderson,161255,"[""Don't Be Afraid of the Dark"", 'The Six Million Dollar Man', 'You Lie So Deep, My Love', 'SST: Death Flight', 'Ironside', 'Visions...', 'Bonanza: The Next Generation']","[26015, 39829, 252692, 264080, 377718, 407682, 369423]"
Arnold Moss,15676,"['Viva Zapata!', 'The 27th Day', 'Border Incident', 'Reign of Terror', 'The Fool Killer', 'Gambit', 'The Loves of Carmen', 'Temptation', ""Hell's Island"", 'My Favorite Spy', 'Jump Into Hell', 'King Lear', ""Casanova's Big Night"", 'The Caper of the Golden Bulls', 'Kim', 'Bengal Brigade', 'Quebec']","[1810, 30299, 33811, 27635, 28179, 28270, 43455, 44099, 65637, 103165, 213259, 225117, 57849, 279278, 110465, 210674, 194293]"
Barbara Baldavin,1768121,['The November Plan'],[484944]
John Warburton,129676,"[""A Girl's Best Years"", 'Nothing But Trouble', 'Assault on a Queen', 'The Valley of Decision', 'A Study in Scarlet', 'Tarzan and the Huntress', 'Cavalcade', 'Dangerous Partners', 'Secrets of the French Police', 'Blind Adventure', 'Secret File: Hollywood', 'Partners of the Plains', 'Living in a Big Way', 'The Sisters', 'Confidential Agent', 'Saratoga Trunk', ""Charlie Chan's Greatest Case"", 'Captain Fury', 'King Rat']","[413233, 25600, 42716, 43610, 38585, 82053, 56164, 110473, 161168, 183397, 224408, 51688, 119102, 140995, 160660, 46563, 413669, 151935, 29586]"
Paul Comi,153675,"['Cape Fear', 'All the Loving Couples', 'Lost Flight', '40 Pounds of Trouble', 'The Killings at Outpost Zeta', 'Conquest of the Planet of the Apes', 'The Towering Inferno']","[11349, 80772, 248738, 42990, 143777, 1688, 5919]"
Mark Lenard,1820,"['Star Trek: The Motion Picture', 'Star Trek III: The Search for Spock', 'Star Trek IV: The Voyage Home', 'Star Trek VI: The Undiscovered Country', 'The Greatest Story Ever Told', 'Outrage', 'Noon Sunday', 'The Radicals', 'Annie Hall', 'Life, Liberty and Pursuit on the Planet of the Apes', 'Treachery and Greed on the Planet of the Apes', ""Hang 'em High"", 'Farewell to the Planet of the Apes', 'Back to the Planet of the Apes']","[152, 157, 168, 174, 2428, 103432, 97561, 249150, 703, 385902, 385903, 4929, 385733, 372284]"
Lawrence Montaigne,1213151,"['The Great Escape', 'The Power', 'The Psycho Lover', 'Damon and Pythias', 'The Ordeal of Dr. Mudd', 'Star Trek: Of Gods And Men', 'I mongoli', 'Young Lady Chatterley', 'Dakota', 'Deadly Blessing']","[5925, 46015, 50979, 127543, 279712, 18231, 189942, 77756, 384185, 33016]"
Marcia Brown,1769185,[],[]
Emily Banks,161663,"['Gunfight in Abilene', 'Slasher', 'The Plainsman']","[141666, 26766, 238124]"
Oliver McGowan,1214896,[],[]
Shirley Bonne,196562,"[""It's Alive!""]",[97298]
Perry Lopez,12295,"['Chinatown', ""Kelly's Heroes"", 'Death Wish 4: The Crackdown', 'I Died a Thousand Times', 'Taras Bulba', 'McLintock!', 'Mister Roberts', 'Cry Tough', 'The Rare Breed', 'Battle Cry', 'Hell on Frisco Bay', 'Man-Trap', 'The Steel Jungle', 'Kinjite: Forbidden Subjects', 'Violent Road', 'The Lone Ranger', 'The Young Guns', 'Sol Madrid', 'Omar Khayyam', 'The Two Jakes', 'Creature from the Black Lagoon', 'Confessions of a Hitman', 'Drum Beat', 'Che!']","[829, 11589, 26263, 28490, 43012, 15263, 37853, 62671, 38800, 51426, 72778, 83781, 74861, 59201, 107678, 108266, 113695, 139328, 210944, 32669, 10973, 295683, 150875, 61411]"
Rees Vaughn,1611570,['The Playground'],[338015]
Peter Marko,1769186,[],[]
Phyllis Douglas,1468833,"['Gone with the Wind', 'Gone with the Wind', 'Canon City', 'The Joker Is Wild', 'Until They Sail', 'Handle with Care', 'Andy Hardy Comes Home', 'Night of the Quarter Moon', 'The Beat Generation', 'Girls Town', 'Cimarron', 'Atlantis, the Lost Continent']","[770, 770, 61908, 133792, 108812, 248328, 155752, 219408, 37066, 43097, 46623, 28758]"
John Crawford,15693,"['Duel at Diablo', 'The Greatest Story Ever Told', 'The Enforcer', 'The Apple Dumpling Gang Rides Again', 'Night Moves', 'Tilt', 'The Boogens', 'Hell Is a City', 'Solomon and Sheba', 'The Impersonator', 'Intent to Kill', 'The Severed Arm', 'Outlaw Blues', 'Serpent of the Nile', 'Lonely Heart Bandits', 'The Invisible Monster', 'Raton Pass', 'The Great Adventures of Captain Kidd', 'La cattura', 'Hard Knocks', 'A Star Shall Rise', 'The Poseidon Adventure', 'Battle of Rogue River', 'Slaves of Babylon', 'Spring Night, Summer Night', 'Secret of Outlaw Flats', 'Adventures of Frank and Jesse James', 'The Big Heat', 'I Saw What You Did', 'Zombies of the Stratosphere', 'Guilty or Innocent: The Sam Sheppard Murder Case', 'Return of the Gunfighter', 'Radar Patrol vs. Spy King', 'Northwest Territory', 'Old Oklahoma Plains', 'Son of Geronimo', 'Marshal of Cedar Rock', 'Message to My Daughter', 'Dreamer', 'Floods of Fear', 'Ghost of Zorro', 'Sons of Adventure', 'Rebel City', 'Star of Texas', 'Lawman Without a Gun', 'The Towering Inferno', 'The Key']","[1403, 2428, 10649, 22328, 32042, 26460, 33721, 28784, 29996, 50744, 85718, 106402, 112731, 114771, 201590, 251099, 234140, 253599, 261587, 280388, 308764, 551, 198586, 350806, 333202, 352241, 333181, 14580, 28295, 118636, 412527, 179087, 40598, 343093, 208393, 442411, 248675, 252907, 197884, 86920, 335005, 455880, 459211, 459216, 368041, 5919, 102081]"
Don Marshall,15692,"['The Thing with Two Heads', 'Terminal Island', 'The Reluctant Heroes', 'Hugó, a víziló', ""The Suicide's Wife""]","[28650, 91618, 247805, 85955, 216177]"
Venita Wolf,1720860,[],[]
Richard Carlyle,178296,"['Torpedo Run', 'The Iron Mistress', 'Target Unknown', 'The Gallant Hours']","[69977, 95012, 241558, 99345]"
Barbara Babcock,15746,"['Space Cowboys', 'Far and Away', 'Home Alone 4', 'That was Then... This is Now', 'The Lords of Discipline', 'The Black Marble', 'Chosen Survivors', 'Quarterback Princess', 'The Last Child', 'Perry Mason: The Case of the Poisoned Pen', 'Back Roads', 'Childhood Sweetheart?', 'Heart Of Dixie', 'Happy Together', 'Christmas Miracle in Caufield, U.S.A.', 'News at Eleven', 'Day of the Evil Gun', 'A Family For Joe', 'Heaven with a Gun']","[5551, 11259, 12536, 64945, 67530, 75808, 85236, 142216, 219398, 229088, 61653, 278291, 73249, 55059, 279926, 310425, 27105, 434590, 1790]"
Michael Barrier,1214902,[],[]
William Campbell,15699,"['Hush... Hush, Sweet Charlotte', 'Cell 2455 Death Row', 'Dementia 13', 'Operation Pacific', 'The Secret Invasion', 'Blood Bath', 'Night of Evil', ""The People Against O'Hara"", 'The Sheriff of Fractured Jaw', 'The Naked and the Dead', 'Breakthrough', 'Man Without a Star', 'The Breaking Point', 'Backlash', 'Love Me Tender', 'The High and the Mighty', 'Man in the Vault', 'Pretty Maids All in a Row', 'Battle Cry', 'Escape from Fort Bravo', 'Battle Circus', 'Inside the Walls of Folsom Prison', 'Black Gunn', 'Big Leaguer', 'Running Wild', 'Money, Women and Guns', 'Holiday for Sinners', 'Portrait in Terror', 'The Young Racers', 'Operacija Ticijan', 'Natchez Trace', 'Small Town Girl', 'Eighteen and Anxious']","[10299, 33862, 28503, 40683, 29032, 29070, 29303, 36634, 37123, 43142, 60908, 43319, 37954, 62648, 39833, 17761, 48886, 69321, 51426, 83099, 91245, 85286, 100088, 102597, 124236, 124400, 193888, 252422, 38206, 222306, 357100, 111625, 208462]"
Grant Woods,1768125,['The Legend of Custer'],[469170]
James Farley,139933,"[""The World's Greatest Sinner""]",[41039]
Jerry Ayres,1497387,['Message to My Daughter'],[252907]
Sean Kenney,151679,"['The Corpse Grinders', 'The Toy Box', 'The Cult', 'Terminal Island', 'Savage Abduction', ""Slumber Party '57""]","[27832, 81479, 129761, 91618, 87719, 255843]"
Hal Lynch,153501,['The Way West'],[42703]
John Winston,1214565,"['Star Trek II: The Wrath of Khan', 'California Split']","[154, 32044]"
Ed Peck,84325,"['The Last Unicorn', 'Heaven Can Wait', 'The Prisoner of Second Avenue', ""Ride to Hangman's Tree"", 'Zoot Suit', 'Roll, Freddy, Roll!', 'Thief', 'I Love You, Alice B. Toklas!', 'Bullitt']","[10150, 12185, 19221, 73902, 76397, 385919, 252888, 42623, 916]"
Roger Perry,15707,"['The Thing with Two Heads', 'Count Yorga, Vampire', 'The Return of Count Yorga', 'Follow the Boys', 'Roller Boogie', 'The Flying Fontaines', 'Wreckage', 'The Feminist and the Fuzz', ""You've Got To Be Smart"", 'Conspiracy of Terror', 'The Cat', 'Revenge!', 'The Elf and the Magic Key']","[28650, 28733, 28855, 73862, 75759, 228030, 73085, 247791, 338060, 140425, 343791, 133172, 475777]"
Alice Rawlings,1769187,[],[]
Joan Marshall,15714,"['Homicidal', 'Three-Cornered Moon']","[29394, 83767]"
Percy Rodriguez,88451,"['The Heart Is a Lonely Hunter', 'Come Back, Charleston Blue', 'The Legend of Hillbilly John', 'Angel Dusted', 'The Plainsman']","[22176, 129478, 192125, 170698, 238124]"
Richard Webb,10161,"['Out of the Past', 'American Empire', 'Night Has a Thousand Eyes', 'Beware! The Blob', ""A Connecticut Yankee in King Arthur's Court"", 'Distant Drums', ""Sullivan's Travels"", 'Sands of Iwo Jima', 'I Was a Communist for the FBI', 'The Big Clock', 'Mara Maru', 'My Own True Love', 'O.S.S.', 'This Woman Is Dangerous', 'The Remarkable Andrew', 'Hell Raiders', 'Variety Girl', 'The Black Dakotas', 'Starlift', 'The Nebraskan', 'The Invisible Monster', ""Isn't It Romantic?"", 'Time Travelers', 'Artists and Models', 'The Phantom Stagecoach', 'Hold Back the Dawn', 'This Gun for Hire', 'Carson City', 'Three Hours to Kill', 'The Gay Deceivers', 'Fair Play', 'Jubilee Trail']","[678, 22354, 26387, 40983, 36848, 61391, 16305, 18712, 49508, 19974, 92864, 85823, 94641, 78265, 97590, 111446, 113832, 153999, 171130, 178589, 251099, 244538, 137662, 43317, 292294, 51395, 16703, 72472, 233795, 205054, 282647, 200444]"
Elisha Cook Jr.,3339,"['The Killing', ""Rosemary's Baby"", 'The Big Sleep', 'The Maltese Falcon', 'Shane', 'Love Crazy', 'The Haunted Palace', 'I Wake Up Screaming', 'Blacula', ""Salem's Lot"", 'Black Zoo', '1941', ""Don't Bother to Knock"", 'Messiah of Evil', 'Carny', 'The Gangster', 'Electra Glide in Blue', 'The Outfit', 'Born to Kill', 'The Great Northfield Minnesota Raid', 'Dillinger', 'Hammett', 'Baby Face Nelson', 'Dark Waters', 'Stranger on the Third Floor', 'Plunder Road', 'The Lonely Man', 'Accused of Murder', 'Day of the Outlaw', 'The Night Stalker', 'A-Haunting We Will Go', 'Blonde Alibi', 'St. Ives', 'House on Haunted Hill', 'Phantom Lady', 'Fall Guy', 'The Long Night', 'Voodoo Island', 'Chicago Confidential', 'Flaxy Martin', ""The Falcon's Alibi"", 'One-Eyed Jacks', ""They Won't Forget"", 'The Great Gatsby', 'Johnny Cool', 'Pigskin Parade', 'College Confidential', 'The Black Bird', 'Dead of Night', 'The Indian Fighter', 'El Condor', 'Two Smart People', 'Dark Mountain', 'Mad Bull', 'Wildcat', 'Drum Beat', 'Winterhawk', 'Danger - Love at Work', 'Platinum High School', 'Behave Yourself!', 'He Married His Wife', 'Why Girls Leave Home', 'The Glass Cage', ""Leave 'em Laughing"", 'Treasure: In Search of the Golden Horse', 'Submarine Patrol', ""Newsboys' Home"", 'Night Slaves', 'My Lucky Star', 'Emperor of the North Pole', 'Timberjack', 'The Devil Is Driving', 'I, the Jury', 'Ball of Fire', 'Wife, Doctor and Nurse', 'Public Deb No. 1', ""Papa's Delicate Condition"", 'Two in a Crowd', 'Trial', 'The Movie Murderer', 'Thunder Over the Plains', 'Up in Arms', 'Cinderella Jones', 'The Phantom Of Hollywood', ""Outlaw's Daughter"", 'The Champ', 'The Scarecrow', 'Night Chase', 'Life Begins in College', 'A Gentleman At Heart', 'Tin Pan Alley', 'Man at Large', 'Chills and Fever', 'Manila Calling', 'Love Is News', 'Blood on the Arrow', 'Sergeant York', 'Welcome to Hard Times', 'The Man Who Broke 1,000 Chains', 'Tom Horn', 'Pat Garrett & Billy the Kid', 'Three Blind Mice']","[247, 805, 910, 963, 3110, 20644, 30137, 21600, 30566, 11343, 30786, 11519, 24005, 24923, 32027, 25735, 26332, 26762, 33813, 27349, 28115, 28307, 35926, 36332, 29481, 36521, 43250, 37350, 37481, 15360, 61524, 61566, 37626, 15856, 37992, 44572, 44626, 38260, 46047, 65211, 47314, 18647, 80639, 80890, 72901, 83633, 83809, 91554, 84898, 57258, 94201, 87939, 103187, 99551, 268042, 150875, 143516, 132944, 161783, 197788, 211932, 217163, 253963, 254647, 255670, 257081, 257772, 217085, 43848, 31943, 281469, 293442, 37184, 29884, 297403, 298327, 74088, 301812, 114083, 327961, 72471, 113757, 271114, 105022, 358623, 30547, 359353, 373514, 246086, 110191, 108222, 95541, 389120, 99237, 82239, 399274, 16442, 118017, 425479, 5917, 11577, 258088]"
Karl Held,166047,"['36 Hours', 'That Darn Cat!']","[37684, 20723]"
Charles Macaulay,15719,"['Blacula', 'The House of Seven Corpses', 'The Hindenburg', 'Head', 'The Twilight People', 'Brute Corps', 'The Big Red One', ""The Return of the World's Greatest Detective"", 'Tower of London', 'Whore', ""The Munsters' Revenge""]","[30566, 42452, 17599, 18193, 85674, 102178, 16121, 381917, 43014, 20712, 30002]"
Lev Mailer,1472601,"['KGB: The Secret War', 'The Star Wars Holiday Special', 'Firefox']","[342609, 74849, 10724]"
Harry Townes,19107,"['Heaven with a Gun', 'The Brothers Karamazov', 'Screaming Mimi', 'Cry Tough', 'The Warrior and the Sorceress', 'The Blue Max', 'The Hawaiians', 'Santee', 'Destination Space', 'Sanctuary', 'Fitzwilly', 'Operation Manhunt', 'The Mountain', 'Life, Liberty and Pursuit on the Planet of the Apes', 'The Rank and File']","[1790, 43138, 37679, 62671, 46500, 19728, 85290, 94561, 111572, 210808, 33730, 343860, 57993, 385902, 462053]"
Morgan Farley,4076,"['High Noon', 'Behind Locked Doors', 'Hollow Triumph', 'Macbeth', 'The Last Tycoon', 'The Man Who Cheated Himself', 'The Strange Door', 'Open Secret', 'Slightly Scarlet', 'Double Crossbones', 'Jivaro', 'Goodbye, My Fancy', 'Half Marriage', ""The Devil's Holiday"", 'Barricade', 'Flamingo Road', 'A Man From Wyoming', 'Scorpio', 'The Mighty', 'Julius Caesar', 'Sealed Cargo', 'Soylent Green']","[288, 30015, 25672, 27883, 37774, 38751, 39409, 51130, 467890, 91648, 112886, 115111, 235591, 104215, 260409, 27563, 376220, 42738, 422485, 18019, 174773, 12101]"
Jon Lormer,15721,"['Frankenstein', 'The Boogens', 'Rooster Cogburn', 'Kisses For My President', ""One Man's Way"", 'The Gazebo', 'Dead Ringer', 'Getting Straight', 'Dimension 5', 'A Tiger Walks', 'The Gun And The Pulpit', 'Creepshow', 'Gunfight at Black Horses Canyon', 'The Comancheros']","[3068, 33721, 17538, 212713, 278310, 1789, 22543, 42588, 52516, 64872, 244625, 16281, 140840, 30462]"
Torin Thatcher,10925,"['The Strange Case of Dr. Jekyll and Mr. Hyde', 'The Snows of Kilimanjaro', 'The Fallen Idol', 'The Crimson Pirate', 'The Black Shield Of Falworth', 'Jack the Giant Killer', 'I See a Dark Stranger', 'The Desert Rats', 'The Robe', 'Helen of Troy', 'Houdini', 'Witness for the Prosecution', 'Band of Angels', 'Affair in Trinidad', 'The 7th Voyage of Sinbad', ""Darby's Rangers"", 'Love Is a Many-Splendored Thing', 'Knock On Wood', 'The Sandpiper', 'Blackbeard, the Pirate', 'Lady Godiva of Coventry', 'Now Barabbas', 'Istanbul', 'Diane', 'When The Bough Breaks', 'Hell of Borneo', 'Jassy', 'The Canadians', 'Bengal Brigade', ""The King's Pirate"", 'The End of the River', 'The Spy in Black', 'Let George Do It!', 'Saloon Bar', 'The Case of the Frightened Lady', 'Contraband', 'Night Train to Munich', 'Old Mother Riley, MP', 'Climbing High', 'The Next of Kin', 'Drake of England', 'The Common Round', 'Drums of Africa', 'Gasbags', 'Major Barbara', 'Great Expectations']","[3024, 4460, 21631, 11570, 24442, 25360, 28006, 36554, 29912, 42658, 43192, 37257, 37311, 61430, 15515, 46615, 53879, 55859, 77915, 120509, 113939, 136239, 203562, 177046, 199731, 217267, 254141, 255083, 210674, 260127, 259470, 75363, 164142, 238730, 30179, 79684, 41597, 370158, 283404, 121009, 266818, 435400, 278800, 97749, 38770, 14320]"
Xenia Gratsos,1214904,[],[]
Sid Haig,5695,"['Jackie Brown', 'THX 1138', ""The Devil's Rejects"", 'Halloween', 'House of 1000 Corpses', 'Vampira: The Movie', 'Coffy', 'Foxy Brown', 'The Big Bird Cage', 'Wizards of the Lost Kingdom II', 'Night Of The Living Dead 3D', 'Point Blank', 'Brotherhood of Blood', 'Horror Business', 'Spider Baby', 'Black Mama, White Mama', 'Galaxy of Terror', 'Blood Bath', ""Dead Man's Hand"", 'Warlords', 'Loose Shoes', 'The Aftermath', 'C.C. and Company', 'Machete Maidens Unleashed!', 'Mimesis', 'Genuine Risk', 'Busting', 'Pit Stop', 'The Don Is Dead', 'A Dead Calling', 'Commando Squad', 'Savage Sisters', 'Beyond Atlantis', 'Thirsty', 'The Woman Hunt', 'The Lords of Salem', 'Devil in My Ride', 'The No Mercy Man', 'The Host', 'Wonder Women', 'The Sacred', 'Hatchet III', 'Zombex', 'The Forbidden Dance', 'Death Car on the Freeway', 'Creature', 'Pure in Heart: The Life and Legacy of Lon Chaney, Jr.', 'Emperor of the North Pole', 'Diamonds Are Forever', 'Smoke and Mirrors: The Story of Tom Savini', 'I Am Santa Claus', 'Little Big Top', 'Death House', 'Clapboard Jungle: Surviving the Independent Film Business', 'The Haunted World of El Superbeasto', 'Bone Tomahawk', 'Dark Moon Rising', 'Chu Chu and the Philly Flash', 'The Inflicted', 'Abruptio', ""The Return of the World's Greatest Detective"", 'The Big Doll House', ""It's a Bikini World"", 'Razor', 'I Heart Monster Movies', 'UnConventional', 'Goddess of Love', 'House of the Dead 2', 'Swashbuckler', 'To Hell and Back: The Kane Hodder Story', 'The Hatching of Spider Baby', 'Che!', 'From Manila with Love', '30 Even Scarier Movie Moments']","[184, 636, 1696, 2082, 2662, 30370, 22021, 22048, 22910, 7237, 24927, 26039, 12682, 28036, 28504, 28797, 28893, 29070, 29798, 29901, 44805, 46522, 50372, 70115, 70878, 90053, 84209, 92378, 94741, 58782, 58990, 86515, 86742, 102121, 98213, 104755, 120211, 105503, 132295, 116445, 192415, 167575, 240507, 118430, 216176, 73963, 285876, 31943, 681, 298043, 298445, 40963, 287523, 436786, 23127, 294963, 39564, 58442, 274081, 378160, 381917, 42517, 91063, 406966, 234652, 96140, 375554, 29293, 42242, 464756, 465415, 61411, 469300, 424404]"
Mark Tobin,1768201,[],[]
MaKee K. Blaisdell,1214905,[],[]
Bobby Bass,16659,"['Megaforce', 'Jade', 'Blood Beach', 'Tom Horn']","[27380, 11863, 37843, 5917]"
Madlyn Rhue,127646,"[""It's a Mad, Mad, Mad, Mad World"", 'Operation Petticoat', 'Escape From Zahrain', 'A Majority of One', 'He Rides Tall', 'Kenner', 'The Manhunter', 'Poor Devil', 'Stand Up and Be Counted', 'Stranger on the Run']","[11576, 9660, 118300, 158800, 211091, 272221, 400200, 338016, 421229, 121713]"
Ricardo Montalban,1793,"['Star Trek II: The Wrath of Khan', 'Conquest of the Planet of the Apes', 'Battleground', 'Cannonball Run II', 'Spy Kids 3-D: Game Over', 'Border Incident', 'The Ant Bully', 'Across the Wide Missouri', 'Cheyenne Autumn', 'Sayonara', 'Sweet Charity', 'Won Ton Ton: the Dog Who Saved Hollywood', 'Madame X', 'The Naked Gun: From the Files of Police Squad!', 'Two Weeks with Love', ""Neptune's Daughter"", 'On an Island with You', 'Fiesta', 'The Money Trap', 'The Singing Nun', 'Mystery Street', 'Fade-In', 'The Longest Hundred Miles', 'Los amantes del desierto', 'A Life in the Balance', ""Hemingway's Adventures of a Young Man"", 'Love Is a Ball', 'The Mark of Zorro', 'The Kissing Bandit', 'The Reluctant Saint', 'Let No Man Write My Epitaph', 'Wonder Woman', 'Sol Madrid', 'Blue', 'Latin Lovers', 'Sombra Verde', 'Right Cross', 'Alice Through the Looking Glass', 'La cortigiana di Babilonia', 'The Pigeon', 'Three for Jamie Dawn', 'Sentinels of Silence', 'Gordon, il pirata nero', 'Sombrero', 'The Mark of the Renegade', 'My Man and I', 'Buenas Noches Año Nuevo', 'Cinco fueron escogidos', 'Escape from the Planet of the Apes', 'Fireball Forward', 'The Fantasticks', 'Pepita Jimenez', 'The Train Robbers', 'La Fuga', 'Perdida', 'The Saracen Blade', 'The Face of Fear', 'The Desperate Mission', 'Joe Panther', 'Spy Kids 2: The Island of Lost Dreams', 'La spina dorsale del diavolo', 'Los tres mosqueteros', ""That's Entertainment! III"", 'Fatima', 'The Aquarians', 'Behind the Planet of the Apes', 'The Mark of Zorro']","[154, 1688, 31623, 11950, 12279, 33811, 9906, 34269, 40630, 40885, 42618, 36820, 42723, 37136, 43395, 43437, 43446, 43968, 44141, 49863, 19170, 84722, 85701, 104100, 106210, 111683, 129009, 114721, 130425, 131837, 116385, 161620, 139328, 169869, 209970, 176923, 178607, 179721, 223168, 252891, 242585, 243349, 229124, 229759, 271907, 260064, 289597, 297506, 1687, 278862, 378595, 336110, 40682, 338864, 347037, 365115, 367733, 369426, 382467, 9488, 149690, 82793, 77448, 455952, 457035, 17244, 471397]"
Robert Sampson,22048,"['Re-Animator', 'The Dark Side of The Moon', 'Paura nella città dei morti viventi', 'Look in Any Window', 'Netherworld', 'Robot Jox', 'Zig Zag', 'The Restless Ones', 'The Arrival', ""Thursday's Game"", 'Della', 'The Grass Is Always Greener Over the Septic Tank', ""Hero's Island"", 'Ethan', 'Shadow People', 'Lassie: Well of Love', 'Indecent Behavior', 'The Broken Land', 'In the Glitter Palace']","[1694, 2154, 24920, 34139, 40115, 15618, 84496, 86943, 132369, 220392, 253351, 256167, 189723, 321245, 257176, 280546, 57766, 219082, 467797]"
Miko Mayama,15724,"['That Man Bolt', 'The Hawaiians', 'Impasse', 'Gokuaku bôzu: nenbutsu hitokiri tabi', 'The War Wagon']","[22058, 85290, 107328, 243073, 27277]"
Gene Lyons,153458,"[""Daddy's Gone A-Hunting"", ""The Young Don't Cry"", 'Kiss Her Goodbye', 'Ironside']","[85484, 157928, 314030, 377718]"
