Movie,count,guest_ids,guest_names,movie_id
Sex and the College Girl,2,"[50974, 16019]","['John Gabriel', 'Valora Noland']",413816
Austin Powers: International Man of Mystery,2,"[15661, 16119]","['Clint Howard', 'Charles Napier']",816
Stitches,2,"[1729741, 16060]","['Susanne Wasson', 'Brian Tochi']",84724
Thunderbolt and Lightfoot,2,"[14069, 12298]","['Vic Tayback', 'Roy Jenson']",8348
Annie Hall,2,"[1820, 151695]","['Mark Lenard', 'Johnny Haymer']",703
Chinatown,2,"[12295, 12298]","['Perry Lopez', 'Roy Jenson']",829
When Worlds Collide,2,"[14508, 15772]","['John Hoyt', 'Richard Derr']",16380
Something to Live For,2,"[119245, 15772]","['Sherry Jackson', 'Richard Derr']",103544
It Happened at the World's Fair,2,"[246, 16102]","['Gary Lockwood', 'Yvonne Craig']",8745
Duel,2,"[12424, 12431]","['Gene Dynarski', 'Carey Loftin']",839
The Bandits of Corsica,2,"[7074, 16074]","['Peter Brocco', 'Michael Ansara']",109810
Take Care of My Little Girl,1,[30551],['Jeffrey Hunter'],173797
Operation C.I.A.,1,[14508],['John Hoyt'],107335
The Counterfeit Killer,1,[15978],['Charles Drake'],170307
Holy Matrimony,1,[13786],['Whit Bissell'],180114
Dr. Gillespie's New Assistant,1,[16103],['Keye Luke'],183190
Black Crescent Moon,1,[16119],['Charles Napier'],179741
Alice Through the Looking Glass,1,[1793],['Ricardo Montalban'],179721
Dark Hazard,1,[101742],['Leonard Mudie'],109552
Blindfold,1,[8490],['John Megna'],169066
Fast and Loose,1,[2782],['Ian Wolfe'],179107
The Ceremony,1,[15626],"['Robert Walker, Jr.']",170315
Dime with a Halo,1,[15950],['BarBara Luna'],183208
The Epic That Never Was,1,[24826],['John Abbott'],168757
Surviving: A Family in Crisis,1,[8499],['William Windom'],183046
The Stripper,1,[6451],['Michael J. Pollard'],170343
...One Third Of A Nation...,1,[9596],['Jeff Corey'],175620
The Chairman,1,[16103],['Keye Luke'],107353
The Marauders,1,[82510],['Michael Dugan'],170422
Crazy Joe,1,[9811],['Fred Williamson'],107444
Dangerous Partners,1,[129676],['John Warburton'],110473
Between the Lines,1,[6451],['Michael J. Pollard'],175924
A Love Affair: The Eleanor and Lou Gehrig Story,1,[2021],['Jane Wyatt'],178817
Blind Adventure,1,[129676],['John Warburton'],183397
Halloween with the New Addams Family,1,[9600],['Ted Cassidy'],107596
Quella carogna dell'ispettore Sterling,1,[160816],['Charlene Polite'],181043
The Big Bounce,1,[13259],['James Daly'],110528
Night of the Templar,1,[16052],['Jack Donner'],107334
This Is My Love,1,[15781],['Hal Baylor'],173619
Fluffy,1,[13786],['Whit Bissell'],174140
The Angry Breed,1,[8499],['William Windom'],182776
A Girl Named Tamiko,1,[16096],['France Nuyen'],173654
A Dispatch from Reuter's,1,[101742],['Leonard Mudie'],109716
A Cold Wind in August,1,[15995],['Charlie Brill'],169854
Duffy of San Quentin,1,[7074],['Peter Brocco'],174278
Huff,1,[15661],['Clint Howard'],107020
Brothers O'Toole,1,[16108],['Lee Meriwether'],107239
Blue,1,[1793],['Ricardo Montalban'],169869
Mask of the Avenger,1,[2782],['Ian Wolfe'],174624
Toxic Crusaders: The Movie,1,[6451],['Michael J. Pollard'],182774
Bad Charleston Charlie,1,[2652],['Ken Lynch'],182780
Blackmail,1,[1214919],['Gil Perkins'],109714
Counterpoint,1,[1089676],['Kathryn Hays'],169962
Once Upon a Spy,1,[1637878],['William Wintersole'],109636
The Sun Shines Bright,1,[15781],['Hal Baylor'],109539
This Above All,1,[24826],['John Abbott'],110628
Fatal Charm,1,[15626],"['Robert Walker, Jr.']",182497
Young Jesse James,1,[16066],['Rex Holman'],175153
Gaby,1,[2782],['Ian Wolfe'],110612
The 400 Million,1,[15620],['Alfred Ryder'],183005
Deadly Intent,1,[9811],['Fred Williamson'],170111
Nightmare,1,[24826],['John Abbott'],176599
The Proud Ones,1,[30551],['Jeffrey Hunter'],107625
Right Cross,1,[1793],['Ricardo Montalban'],178607
Starlift,1,[10161],['Richard Webb'],171130
"Enola Gay: The Men, the Mission, the Atomic Bomb",1,[15655],['Kim Darby'],170881
Border Cafe,1,[8496],['Paul Fix'],171016
Alice Through the Looking Glass,1,[151402],['Booker Bradshaw'],176462
The Marriage-Go-Round,1,[15973],['Julie Newmar'],109916
Ring of Fire,1,[291],['Frank Gorshin'],109203
Bagdad,1,[9596],['Jeff Corey'],177231
Murder on Flight 502,1,[151482],['Byron Morrow'],108282
Tracks,1,[15620],['Alfred Ryder'],108322
I Married a Woman,1,[1947],['Stanley Adams'],108356
Kisses for Breakfast,1,[2021],['Jane Wyatt'],177077
The Happy Years,1,[1209],['Elinor Donahue'],108568
The Brighton Strangler,1,[2782],['Ian Wolfe'],109151
This House Possessed,1,[16112],['Jan Shutan'],109120
The Lone Hand,1,[15978],['Charles Drake'],176411
Rhapsody,1,[15942],['Celia Lovsky'],109898
Sparks,1,[15661],['Clint Howard'],171776
The Patriot,1,[6451],['Michael J. Pollard'],109114
Armstrong,1,[16119],['Charles Napier'],108928
The Devil's Eight,1,[14733],['Leslie Parrish'],171853
Diane,1,[10925],['Torin Thatcher'],177046
Flap,1,[16004],['Anthony Caruso'],177043
Sombra Verde,1,[1793],['Ricardo Montalban'],176923
"Hook, Line And Sinker",1,[16126],['Phillip Pine'],109014
The Nurse's Secret,1,[101742],['Leonard Mudie'],176877
Raiders of the Seven Seas,1,[16004],['Anthony Caruso'],171878
Rough Shoot,1,[16106],['David Hurst'],109020
Angel Dusted,1,[88451],['Percy Rodriguez'],170698
Never Too Late,1,[2021],['Jane Wyatt'],177246
Kidnapped,1,[101742],['Leonard Mudie'],109537
The Last Match,1,[16119],['Charles Napier'],170577
The Nebraskan,1,[10161],['Richard Webb'],178589
The Flight That Disappeared,1,[153336],['Meg Wyllie'],171861
Jail Busters,1,[16004],['Anthony Caruso'],178569
Captain Kidd and the Slave Girl,1,[15992],['William Schallert'],170443
Studs Lonigan,1,[291],['Frank Gorshin'],175948
As Young As We Are,1,[16125],['Barry Atwater'],170488
Dropping Evil,1,[9811],['Fred Williamson'],178135
The Bandit Of Sherwood Forest,1,[24826],['John Abbott'],110248
Behind Prison Gates,1,[8496],['Paul Fix'],173589
Fighting Man of the Plains,1,[8496],['Paul Fix'],177870
A Gentleman At Heart,1,[3339],['Elisha Cook Jr.'],110191
Looking For Love,1,[90520],['Susan Oliver'],175994
Hail Caesar,1,[291],['Frank Gorshin'],173299
Tin Pan Alley,1,[3339],['Elisha Cook Jr.'],108222
Great Expectations,1,[2021],['Jane Wyatt'],170582
Eroi dell'inferno,1,[9811],['Fred Williamson'],109402
Elephant Stampede,1,[101742],['Leonard Mudie'],177639
The Bride Goes Wild,1,[15772],['Richard Derr'],107999
Eyes of the Beholder,1,[16119],['Charles Napier'],108130
Deadly Stranger,1,[12298],['Roy Jenson'],172178
Sangue negli abissi,1,[15995],['Charlie Brill'],171993
The Golden Hawk,1,[16074],['Michael Ansara'],177440
Applause,1,[124010],['Sarah Marshall'],173920
Yellowstone,1,[8496],['Paul Fix'],177430
Imitation General,1,[118508],['Tige Andrews'],177294
Hellfire,1,[8496],['Paul Fix'],177254
South Sea Woman,1,[16103],['Keye Luke'],110116
Outlaw Force,1,[16000],['Mickey Morton'],105912
As Long as They're Happy,1,[16106],['David Hurst'],183656
Under the Influence,1,[15992],['William Schallert'],203053
The Farmer,1,[15975],['Michael Dante'],201593
Final Jeopardy,1,[9596],['Jeff Corey'],201828
The Wild Blue Yonder,1,[16126],['Phillip Pine'],201852
Surrender,1,[8496],['Paul Fix'],201861
It's a Dog's Life,1,[151846],['Willard Sage'],202198
Trail of the Vigilantes,1,[8496],['Paul Fix'],202526
Booked for Safekeeping,1,[13259],['James Daly'],202848
Dark Mountain,1,[3339],['Elisha Cook Jr.'],103187
The Girl in the Empty Grave,1,[151482],['Byron Morrow'],203156
China Lake,1,[16119],['Charles Napier'],201297
Paid to Dance,1,[8496],['Paul Fix'],203249
Covered Wagon Raid,1,[119245],['Sherry Jackson'],203260
Istanbul,1,[10925],['Torin Thatcher'],203562
Ma Barker's Killer Brood,1,[1090742],['Victor Lundin'],103185
My Favorite Spy,1,[15676],['Arnold Moss'],103165
If You Don't Stop It...You'll Go Blind!!!,1,[45100],['Garth Pillsbury'],204090
Demonoid: Messenger of Death,1,[12298],['Roy Jenson'],103071
Keye Luke,1,[16103],['Keye Luke'],204138
Life of a King,1,[1183648],['Carlton Byrd'],201550
No Way Back,1,[9811],['Fred Williamson'],201294
Don't Let the Angels Fall,1,[131274],['Sharon Acker'],198664
Jubilee Trail,1,[10161],['Richard Webb'],200444
Sued For Libel,1,[16103],['Keye Luke'],199554
A Small Town in Texas,1,[13869],['Morgan Woodward'],199715
The Devil's Holiday,1,[4076],['Morgan Farley'],104215
Chicken Every Sunday,1,[13786],['Whit Bissell'],199727
When The Bough Breaks,1,[10925],['Torin Thatcher'],199731
Nerds of a Feather,1,[15988],['Charles Dierkop'],199981
Doctors' Wives,1,[15765],['John Colicos'],200236
Los amantes del desierto,1,[1793],['Ricardo Montalban'],104100
Menace on the Mountain,1,[16071],['Gregg Palmer'],103801
Le calde notti di Don Giovanni,1,[16021],['Barbara Bouchet'],201244
3 Men in White,1,[16103],['Keye Luke'],200454
The Bears and I,1,[16074],['Michael Ansara'],103698
Una bruja sin escoba,1,[30551],['Jeffrey Hunter'],200668
Let 'em Have It,1,[8496],['Paul Fix'],200787
Escape from Hell Island,1,[16052],['Jack Donner'],200966
Hollywood Vice Squad,1,[291],['Frank Gorshin'],103601
Mara of the Wilderness,1,[45252],['Theo Marcuse'],201163
"Brother, Cry For Me",1,[14733],['Leslie Parrish'],201184
Judge Dee and the Monastery Murders,1,[16103],['Keye Luke'],204555
Revolt at Fort Laramie,1,[16071],['Gregg Palmer'],102966
The Gay Deceivers,1,[10161],['Richard Webb'],205054
The Rookie,1,[15973],['Julie Newmar'],208650
Oro per i Cesari,1,[30551],['Jeffrey Hunter'],207800
Bonzo Goes to College,1,[15978],['Charles Drake'],101896
Out of Sight,1,[102426],['Billy Curtis'],208130
Joe Dakota,1,[16004],['Anthony Caruso'],208162
Strange Compulsion,1,[117771],['John Harmon'],208282
Old Oklahoma Plains,1,[15693],['John Crawford'],208393
Mistress of the Apes,1,[45100],['Garth Pillsbury'],101571
Westward the Women,1,[12298],['Roy Jenson'],101557
The Road to Denver,1,[16017],['Skip Homeier'],208897
The Leavenworth Case,1,[2782],['Ian Wolfe'],205475
Making It,1,[5247],['John Fiedler'],209454
Latin Lovers,1,[1793],['Ricardo Montalban'],209970
The Gnomes' Great Adventure,1,[291],['Frank Gorshin'],101538
Plunderers of Painted Flats,1,[16017],['Skip Homeier'],210725
Sanctuary,1,[19107],['Harry Townes'],210808
Finalmente le mille e una notte,1,[16021],['Barbara Bouchet'],101529
"Tomorrow, the World!",1,[16017],['Skip Homeier'],101297
Surf Party,1,[1116836],['Lloyd Kino'],101286
Mister Buddwing,1,[2652],['Ken Lynch'],207681
Boris and Natasha,1,[9805],['Sally Kellerman'],101897
Return of the Scarlet Pimpernel,1,[24826],['John Abbott'],207662
Amore vuol dir gelosia,1,[16021],['Barbara Bouchet'],207586
Ginger in the Morning,1,[90520],['Susan Oliver'],205761
Silent Hunter,1,[9811],['Fred Williamson'],205809
Canyon River,1,[117771],['John Harmon'],205955
Joaquín Murrieta,1,[30551],['Jeffrey Hunter'],102671
The Plunderers,1,[8496],['Paul Fix'],205962
Big Leaguer,1,[15699],['William Campbell'],102597
Tarzan's Magic Fountain,1,[15978],['Charles Drake'],206145
Smoke,1,[16059],['Pamelyn Ferdin'],206354
Gunfire at Indian Gap,1,[12310],['Warren Stevens'],206384
Gunmen of Abilene,1,[7074],['Peter Brocco'],206413
The Mountain Road,1,[15968],['Glenn Corbett'],102165
Thirsty,1,[5695],['Sid Haig'],102121
"Scream, Pretty Peggy",1,[15978],['Charles Drake'],206630
The Lion and the Horse,1,[119245],['Sherry Jackson'],207178
The Key,1,[15693],['John Crawford'],102081
Caribbean,1,[16055],['Richard Hale'],207300
Air Cadet,1,[15978],['Charles Drake'],102033
Smashing the Rackets,1,[8496],['Paul Fix'],198926
Battle of Rogue River,1,[15693],['John Crawford'],198586
Highways by Night,1,[8496],['Paul Fix'],106509
No Down Payment,1,[30551],['Jeffrey Hunter'],110671
A Life in the Balance,1,[1793],['Ricardo Montalban'],106210
Rumble on the Docks,1,[15942],['Celia Lovsky'],106042
Lucky Star,1,[8496],['Paul Fix'],105981
Colpo Rovente,1,[16021],['Barbara Bouchet'],188620
Heated Vengeance,1,[6451],['Michael J. Pollard'],188646
Secrets of Scotland Yard,1,[24826],['John Abbott'],188732
Rose rosse per il  Führer,1,[13259],['James Daly'],105923
P.J.,1,[16089],['Jason Evers'],188846
Per le antiche scale,1,[16021],['Barbara Bouchet'],105529
Gunslinger,1,[15992],['William Schallert'],187790
Convict Stage,1,[100799],['George Sawaya'],189084
Abroad with Two Yanks,1,[24826],['John Abbott'],189105
Hero's Island,1,[22048],['Robert Sampson'],189723
Sulle tracce del condor,1,[16119],['Charles Napier'],189725
The Art of Love,1,[122004],['Roger C. Carmel'],105465
I mongoli,1,[1213151],['Lawrence Montaigne'],189942
The Conquest of the Air,1,[24826],['John Abbott'],190508
Diamanti sporchi di sangue,1,[16021],['Barbara Bouchet'],105403
"Cards, Cads, Guns, Gore, and Death...",1,[15661],['Clint Howard'],187804
Felony,1,[16119],['Charles Napier'],187553
The Bamboo Prison,1,[16103],['Keye Luke'],198585
Gun Brothers,1,[16074],['Michael Ansara'],185151
Run If You Can,1,[16126],['Phillip Pine'],183760
Duel on the Mississippi,1,[12310],['Warren Stevens'],183996
Assault on Wall Street,1,[15661],['Clint Howard'],184125
Death at Love House,1,[15659],['Marianna Hill'],184150
The Private Navy of Sgt. O'Farrell,1,[30551],['Jeffrey Hunter'],106449
The Green Hornet Strikes Again!,1,[16103],['Keye Luke'],106353
A Taste of Evil,1,[8499],['William Windom'],184804
Survival Zone,1,[246],['Gary Lockwood'],185063
The Lawless Eighties,1,[16004],['Anthony Caruso'],185169
Call Me Crazy: A Five Film,1,[15661],['Clint Howard'],187541
Thunder in the East,1,[24826],['John Abbott'],185193
The Merry Widow,1,[24826],['John Abbott'],185197
"Sweet, Sweet Rachel",1,[16101],['Steve Ihnat'],185406
Deadly Game,1,[13869],['Morgan Woodward'],185453
Strike Me Deadly,1,[16101],['Steve Ihnat'],186582
Code Name: Diamond Head,1,[16096],['France Nuyen'],186584
Just Off Broadway,1,[15772],['Richard Derr'],106228
The First Traveling Saleslady,1,[16016],['David Brian'],187534
Weekend Warriors,1,[14069],['Vic Tayback'],105252
The Lady from Cheyenne,1,[9596],['Jeff Corey'],190833
Angkor: Cambodia Express,1,[15626],"['Robert Walker, Jr.']",190921
Amazons,1,[15992],['William Schallert'],197487
The Cut-Throats,1,[15993],['Michael Pataki'],104531
Stagecoach To Fury,1,[8496],['Paul Fix'],194820
Troppo rischio per un uomo solo,1,[1007561],['Michael Forest'],195385
The Ultimate Life,1,[16108],['Lee Meriwether'],195757
Emergency Call,1,[8496],['Paul Fix'],104475
Something Big,1,[8496],['Paul Fix'],196784
From Russia to Hollywood: The 100-Year Odyssey of Chekhov and Shdanoff,1,[9596],['Jeff Corey'],197330
Captain America,1,[15998],['Joseph Ruskin'],197467
The Lone Gun,1,[16017],['Skip Homeier'],197605
The Bold and the Brave,1,[1947],['Stanley Adams'],191227
Behave Yourself!,1,[3339],['Elisha Cook Jr.'],197788
The Jesse Owens Story,1,[14069],['Vic Tayback'],197801
Dreamer,1,[15693],['John Crawford'],197884
Quelli che contano,1,[16021],['Barbara Bouchet'],104261
Nutcracker,1,[13637],['Joan Collins'],197897
Society Lawyer,1,[2782],['Ian Wolfe'],198143
The Missing Guest,1,[117771],['John Harmon'],198456
The Boy from Oklahoma,1,[16004],['Anthony Caruso'],198581
The Student Body,1,[12310],['Warren Stevens'],194720
High Time,1,[16102],['Yvonne Craig'],104602
Holiday for Sinners,1,[15699],['William Campbell'],193888
A Reflection of Fear,1,[9805],['Sally Kellerman'],104644
South Beach,1,[9811],['Fred Williamson'],191534
War Drums,1,[15765],['John Colicos'],191583
Dragstrip Riot,1,[16101],['Steve Ihnat'],191804
The Legend of Hillbilly John,1,[88451],['Percy Rodriguez'],192125
The Halloween That Almost Wasn't,1,[16131],['Mariette Hartley'],192367
The Sacred,1,[5695],['Sid Haig'],192415
Paper Tiger,1,[9596],['Jeff Corey'],105240
Rocky Mountain Rangers,1,[12431],['Carey Loftin'],192444
L'uomo dagli occhi di ghiaccio,1,[16021],['Barbara Bouchet'],105098
Bulldog Courage,1,[8496],['Paul Fix'],193060
Knights Of The City,1,[16074],['Michael Ansara'],105053
Valley of Wanted Men,1,[8496],['Paul Fix'],193145
The Phantom Of Hollywood,1,[3339],['Elisha Cook Jr.'],105022
Zero to Sixty,1,[13637],['Joan Collins'],193277
Anatomy of a Seduction,1,[122004],['Roger C. Carmel'],193588
The Big Fisherman,1,[16033],['Rhodes Reason'],193733
Kidnapped,1,[9596],['Jeff Corey'],104663
Esther and the King,1,[13637],['Joan Collins'],168408
Bond of Fear,1,[15765],['John Colicos'],122195
Street Justice,1,[8499],['William Windom'],110679
That Way With Women,1,[2782],['Ian Wolfe'],136008
The Screaming Woman,1,[15978],['Charles Drake'],134800
Shanghai,1,[16103],['Keye Luke'],119795
A Fever In The Blood,1,[16033],['Rhodes Reason'],119593
Mr. Mean,1,[9811],['Fred Williamson'],119507
Post Office Investigator,1,[7074],['Peter Brocco'],119476
Surrender - Hell!,1,[15953],['Keith Andes'],135228
Your Name Here,1,[16119],['Charles Napier'],135252
Wanda the Sadistic Hypnotist,1,[15959],['Richard Compton'],135369
Human Feelings,1,[5247],['John Fiedler'],135645
Destination Unknown,1,[16103],['Keye Luke'],136127
Some Call It Loving,1,[16031],['Logan Ramsey'],168228
Tarzan and the Slave Girl,1,[16004],['Anthony Caruso'],119325
The Green-Eyed Blonde,1,[90520],['Susan Oliver'],119312
Smoke Signal,1,[15992],['William Schallert'],136226
Now Barabbas,1,[10925],['Torin Thatcher'],136239
The Ghosts of Berkeley Square,1,[135066],['Abraham Sofaer'],136973
Second Serve,1,[9596],['Jeff Corey'],137445
Panic in the City,1,[14508],['John Hoyt'],137460
Those High Grey Walls,1,[8496],['Paul Fix'],119305
Time Travelers,1,[10161],['Richard Webb'],137662
Stopover Tokyo,1,[13637],['Joan Collins'],134773
Takin' It Off,1,[98241],['Angelique Pettyjohn'],119854
Call of the Canyon,1,[117771],['John Harmon'],134613
Dead Men Don't Die,1,[15995],['Charlie Brill'],134570
Stranger at My Door,1,[16017],['Skip Homeier'],132808
Wyoming Mail,1,[13786],['Whit Bissell'],120112
Sandcastles,1,[16131],['Mariette Hartley'],132892
Arizona Raiders,1,[15975],['Michael Dante'],132939
Danger - Love at Work,1,[3339],['Elisha Cook Jr.'],132944
Stagecoach to Dancers' Rock,1,[12310],['Warren Stevens'],132945
Game Day,1,[291],['Frank Gorshin'],120108
Down Mexico Way,1,[8496],['Paul Fix'],132949
South of Santa Fe,1,[8496],['Paul Fix'],133070
Revenge!,1,[15707],['Roger Perry'],133172
Banzai Runner,1,[15988],['Charles Dierkop'],120068
African Treasure,1,[101742],['Leonard Mudie'],120021
All the Young Men,1,[15968],['Glenn Corbett'],133715
The Joker Is Wild,1,[1468833],['Phyllis Douglas'],133792
Teenage Monster,1,[1214919],['Gil Perkins'],133907
One of Our Spies Is Missing,1,[16102],['Yvonne Craig'],133978
Honky,1,[16028],['William Marshall'],134186
Adventures of Captain Fabian,1,[15972],['Reggie Nalder'],119881
The Outriders,1,[9596],['Jeff Corey'],134459
The Blue Knight,1,[14069],['Vic Tayback'],137738
Denver and Rio Grande,1,[8496],['Paul Fix'],119229
The Art Of Dying,1,[6451],['Michael J. Pollard'],119205
Act of the Heart,1,[131274],['Sharon Acker'],139713
Zombies of the Stratosphere,1,[15693],['John Crawford'],118636
Decameron Nights,1,[13637],['Joan Collins'],139728
Max Is Missing,1,[16119],['Charles Napier'],139837
She's Working Her Way Through College,1,[15973],['Julie Newmar'],139922
The Wild Party,1,[16097],['Jay Robinson'],118549
Onionhead,1,[14732],['James Gregory'],118444
The Forbidden Dance,1,[5695],['Sid Haig'],118430
The Other Love,1,[16055],['Richard Hale'],140090
Advance To The Rear,1,[13786],['Whit Bissell'],117992
House of Women,1,[16089],['Jason Evers'],117969
The Protector,1,[15661],['Clint Howard'],117874
Wetbacks,1,[14508],['John Hoyt'],140497
The Clones,1,[1947],['Stanley Adams'],117581
Wit's End,1,[98241],['Angelique Pettyjohn'],140684
Daring Game,1,[16074],['Michael Ansara'],117507
Superior Duck,1,[291],['Frank Gorshin'],140695
Look What's Happened to Rosemary's Baby,1,[127601],['Lloyd Haynes'],117258
Gunfight at Black Horses Canyon,1,[15721],['Jon Lormer'],140840
Mermaids: The Body Found,1,[15956],['David Soul'],117124
Hell Bent for Leather,1,[15998],['Joseph Ruskin'],118653
The Premonition,1,[9596],['Jeff Corey'],139349
Ballets Russes,1,[16102],['Yvonne Craig'],138178
One Foot in Hell,1,[1947],['Stanley Adams'],118697
The Hard Man,1,[16125],['Barry Atwater'],138308
Down the Drain,1,[16000],['Mickey Morton'],138353
Quantez,1,[16074],['Michael Ansara'],138373
Midnight,1,[291],['Frank Gorshin'],138385
Living in a Big Way,1,[129676],['John Warburton'],119102
Lucky Jordan,1,[16004],['Anthony Caruso'],119094
The Lively Set,1,[15978],['Charles Drake'],138411
Never Trust a Gambler,1,[9596],['Jeff Corey'],119089
Diamond Head,1,[16096],['France Nuyen'],119052
Mean Dog Blues,1,[8499],['William Windom'],138775
Dance Academy,1,[15973],['Julie Newmar'],138852
April Showers,1,[102426],['Billy Curtis'],119003
Wild on the Beach,1,[119245],['Sherry Jackson'],118993
The Court-Martial of Billy Mitchell,1,[13259],['James Daly'],118910
Sunburn,1,[13637],['Joan Collins'],118887
Twilight of Honor,1,[14732],['James Gregory'],138990
The Mad Room,1,[127601],['Lloyd Haynes'],139132
"Little Man, What Now?",1,[8496],['Paul Fix'],118854
Evel Knievel,1,[15781],['Hal Baylor'],139324
From the Dead of Night,1,[16051],['Joanne Linville'],132447
Passion,1,[16004],['Anthony Caruso'],120124
Devil in My Ride,1,[5695],['Sid Haig'],120211
Bitter Sweet,1,[9596],['Jeff Corey'],121695
Up in the Cellar,1,[13637],['Joan Collins'],126489
Raw Edge,1,[15992],['William Schallert'],126550
The Creature of the Sunny Side Up Trailer Park,1,[291],['Frank Gorshin'],126568
The Rat Race,1,[1947],['Stanley Adams'],121636
A Chronicle of Corpses,1,[16047],['Marj Dusay'],121399
Fort Dobbs,1,[15975],['Michael Dante'],126766
Hitler- Dead or Alive,1,[8496],['Paul Fix'],126807
Ambush at Tomahawk Gap,1,[16016],['David Brian'],126891
Bad Blood... the Hunger,1,[124010],['Sarah Marshall'],126955
Unwed Mother,1,[2652],['Ken Lynch'],126959
White Feather,1,[30551],['Jeffrey Hunter'],127064
Il richiamo del lupo,1,[13637],['Joan Collins'],127143
The Rebel Set,1,[16071],['Gregg Palmer'],127186
Killers Three,1,[15626],"['Robert Walker, Jr.']",121382
Damon and Pythias,1,[1213151],['Lawrence Montaigne'],127543
"Ci risiamo, vero Provvidenza?",1,[16071],['Gregg Palmer'],127620
The Accusing Finger,1,[8496],['Paul Fix'],127826
Waterfront at Midnight,1,[16103],['Keye Luke'],121346
Gun Fever,1,[168061],['Clegg Hoyt'],127941
Roughshod,1,[9596],['Jeff Corey'],126374
Cattle Queen of Montana,1,[16004],['Anthony Caruso'],121703
Bullet for a Badman,1,[16017],['Skip Homeier'],128437
No Hands on the Clock,1,[16103],['Keye Luke'],126263
Uptight,1,[15375],['Janet MacLachlan'],121971
The Naked Street,1,[13786],['Whit Bissell'],122252
Cruisin' High,1,[16033],['Rhodes Reason'],122406
Zoo in Budapest,1,[8496],['Paul Fix'],122709
The Great Jewel Robber,1,[16016],['David Brian'],123070
B.O.R.N.,1,[15661],['Clint Howard'],124046
No Place to Hide,1,[16016],['David Brian'],124224
Running Wild,1,[15699],['William Campbell'],124236
La badessa di Castro,1,[16021],['Barbara Bouchet'],124392
"Money, Women and Guns",1,[15699],['William Campbell'],124400
The Unknown Guest,1,[8496],['Paul Fix'],124729
"Las Vegas, 500 millones",1,[246],['Gary Lockwood'],124807
The Losers,1,[39770],['Adam Roarke'],121901
Whatever it Takes,1,[9811],['Fred Williamson'],121837
Terror in the Mall,1,[15956],['David Soul'],121829
Suits on the Loose,1,[16119],['Charles Napier'],125720
Point of Terror,1,[52611],['Dyanne Thorne'],125751
Stranger on the Run,1,[127646],['Madlyn Rhue'],121713
Space Rage,1,[8499],['William Windom'],125981
Angel In My Pocket,1,[16108],['Lee Meriwether'],121043
The Horror Hall of Fame: A Monster Salute,1,[291],['Frank Gorshin'],128462
The 7th Commandment,1,[117771],['John Harmon'],120232
Project: Kill,1,[246],['Gary Lockwood'],120773
Dark Places,1,[13637],['Joan Collins'],120632
A Gun in His Hand,1,[16004],['Anthony Caruso'],130357
The Notorious Mr. Monks,1,[8496],['Paul Fix'],120436
Damn Citizen,1,[15953],['Keith Andes'],120418
Model for Murder,1,[15953],['Keith Andes'],120416
The Kissing Bandit,1,[1793],['Ricardo Montalban'],130425
Project X,1,[15953],['Keith Andes'],120413
Last Ounce of Courage,1,[9811],['Fred Williamson'],130774
Hilda Crane,1,[16071],['Gregg Palmer'],130933
Disputed Passage,1,[16103],['Keye Luke'],131462
The Stud,1,[13637],['Joan Collins'],120386
The Girl Most Likely,1,[15953],['Keith Andes'],131753
The Great Sioux Massacre,1,[69763],['Nancy Kovack'],131761
Fer-de-Lance,1,[16089],['Jason Evers'],120330
Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,1,[13637],['Joan Collins'],131799
The Reluctant Saint,1,[1793],['Ricardo Montalban'],131837
An American Dream,1,[15645],['Susan Denberg'],131861
About Mrs. Leslie,1,[2782],['Ian Wolfe'],120259
The Host,1,[5695],['Sid Haig'],132295
Lafayette Escadrille,1,[8496],['Paul Fix'],130134
The Brass Legend,1,[151846],['Willard Sage'],130100
The 49th Man,1,[83913],['Joseph Mell'],128701
Buckskin Frontier,1,[2021],['Jane Wyatt'],129974
A Time For Dying,1,[7074],['Peter Brocco'],128848
Gunsmoke,1,[15978],['Charles Drake'],128851
Streets of San Francisco,1,[117771],['John Harmon'],128874
Love Is a Ball,1,[1793],['Ricardo Montalban'],129009
Adam at Six A.M.,1,[15772],['Richard Derr'],121011
Claudelle Inglish,1,[6838],['Frank Overton'],129165
The Younger Brothers,1,[2782],['Ian Wolfe'],129461
The Next of Kin,1,[10925],['Torin Thatcher'],121009
One More River,1,[2021],['Jane Wyatt'],120974
"Come Back, Charleston Blue",1,[88451],['Percy Rodriguez'],129478
"Captain Carey, U.S.A.",1,[15942],['Celia Lovsky'],129529
Cry For The Strangers,1,[9596],['Jeff Corey'],129547
Desperate Search,1,[82510],['Michael Dugan'],120932
The Cult,1,[151679],['Sean Kenney'],129761
Tell No Tales,1,[2782],['Ian Wolfe'],120921
2000 Years Later,1,[24826],['John Abbott'],129861
Frau Wirtin hat auch einen Grafen,1,[30551],['Jeffrey Hunter'],129959
Run for the Hills,1,[117771],['John Harmon'],120788
Sabu and the Magic Ring,1,[16028],['William Marshall'],129967
He Stayed for Breakfast,1,[101742],['Leonard Mudie'],117113
The Gun Hawk,1,[13869],['Morgan Woodward'],140842
Three Texas Steers,1,[102426],['Billy Curtis'],140908
The Black Dakotas,1,[10161],['Richard Webb'],153999
Texas Lightning,1,[15988],['Charles Dierkop'],154291
Stage Struck,1,[5247],['John Fiedler'],111910
