Movie,count,guest_ids,guest_names,movie_id
Here's to Romance,1,[16103],['Keye Luke'],409210
Give Us Barabbas!,1,[13259],['James Daly'],410294
Uphill All The Way,1,[291],['Frank Gorshin'],411108
50 Years of Star Trek,1,[1745],['Gene Roddenberry'],411500
Batman: Return of the Caped Crusaders,1,[15973],['Julie Newmar'],411736
Paper Dolls,1,[13637],['Joan Collins'],411770
Thursday's Child,1,[15375],['Janet MacLachlan'],412251
Too Fast Too Young,1,[15988],['Charles Dierkop'],412459
I Want to Keep My Baby!,1,[8490],['John Megna'],412513
"No, No, Nanette",1,[16103],['Keye Luke'],413232
A Girl's Best Years,1,[129676],['John Warburton'],413233
The Veils of Bagdad,1,[16071],['Gregg Palmer'],413235
Out of the Black,1,[6451],['Michael J. Pollard'],291433
Travolto dagli affetti familiari,1,[16021],['Barbara Bouchet'],290617
Lost City of the Jungle,1,[16103],['Keye Luke'],211820
How Sweet It Is!,1,[1563106],['Sheila Leighton'],242097
The Bachelor's Daughters,1,[2021],['Jane Wyatt'],241019
"Sex, Censorship and the Silver Screen",1,[9805],['Sally Kellerman'],241506
Target Unknown,1,[178296],['Richard Carlyle'],241558
They All Come Out,1,[8496],['Paul Fix'],241565
Death of a Salesman,1,[1947],['Stanley Adams'],241568
Paula,1,[15992],['William Schallert'],241673
A Covenant with Death,1,[13786],['Whit Bissell'],241797
Robbers' Roost,1,[12310],['Warren Stevens'],241819
Threshold,1,[131274],['Sharon Acker'],241939
Three Days To A Kill,1,[9811],['Fred Williamson'],242043
London by Night,1,[101742],['Leonard Mudie'],242062
Russian Roulette,1,[27126],['Hagan Beggs'],242102
Traffic with the Devil,1,[1214919],['Gil Perkins'],240422
Baggage,1,[16131],['Mariette Hartley'],242195
Drop-Out Father,1,[16131],['Mariette Hartley'],242408
Sins of Jezebel,1,[14508],['John Hoyt'],242481
The Family Secret,1,[13786],['Whit Bissell'],242564
Three for Jamie Dawn,1,[1793],['Ricardo Montalban'],242585
Loving Couples,1,[9805],['Sally Kellerman'],242758
Hey Boy! Hey Girl!,1,[14732],['James Gregory'],242815
The Bounty Killer,1,[164771],['Peter Duryea'],242894
The Searching Wind,1,[2782],['Ian Wolfe'],242907
The Glass House,1,[12298],['Roy Jenson'],242920
Gokuaku bôzu: nenbutsu hitokiri tabi,1,[15724],['Miko Mayama'],243073
Zombex,1,[5695],['Sid Haig'],240507
This Year's Blonde,1,[14069],['Vic Tayback'],240136
Houston: The Legend of Texas,1,[100418],['Ned Romero'],230698
Desire Me,1,[2782],['Ian Wolfe'],235414
Boys Ranch,1,[16017],['Skip Homeier'],231489
Deathwatch,1,[1007561],['Michael Forest'],232959
The Pink Jungle,1,[16074],['Michael Ansara'],233204
Arthurs Quest,1,[15661],['Clint Howard'],233687
Dogpound Shuffle,1,[15956],['David Soul'],233905
Oil For The Lamps Of China,1,[16103],['Keye Luke'],234136
Raton Pass,1,[15693],['John Crawford'],234140
I Heart Monster Movies,1,[5695],['Sid Haig'],234652
Jack Slade,1,[117771],['John Harmon'],235038
Freedom Radio,1,[135066],['Abraham Sofaer'],235061
The Shanghai Story,1,[13786],['Whit Bissell'],235408
The Law and the Lady,1,[16055],['Richard Hale'],235416
Der Nachtjäger,1,[9811],['Fred Williamson'],239350
Half Marriage,1,[4076],['Morgan Farley'],235591
Philbert (Three's a Crowd),1,[15992],['William Schallert'],237378
Swan Song,1,[15956],['David Soul'],238240
Harry's Hong Kong,1,[15956],['David Soul'],238244
The Stick Up,1,[15956],['David Soul'],238246
Saving Santa,1,[13637],['Joan Collins'],238302
Ettore lo fusto,1,[1007561],['Michael Forest'],238708
Saloon Bar,1,[10925],['Torin Thatcher'],238730
The Case of the Hillside Stranglers,1,[153606],['Victor Brandt'],238760
少女小漁,1,[16047],['Marj Dusay'],238845
Between Two Women,1,[16103],['Keye Luke'],239228
Sentinels of Silence,1,[1793],['Ricardo Montalban'],243349
The Sad Horse,1,[16071],['Gregg Palmer'],243497
Weekend for Three,1,[2021],['Jane Wyatt'],243534
Ghost of the China Sea,1,[16016],['David Brian'],251691
Night Into Morning,1,[15942],['Celia Lovsky'],249567
Lure of the Wilderness,1,[30551],['Jeffrey Hunter'],249846
Silent But Deadly,1,[16108],['Lee Meriwether'],249921
Stoney,1,[16021],['Barbara Bouchet'],249946
When the North Wind Blows,1,[16066],['Rex Holman'],250188
Mister Big,1,[1209],['Elinor Donahue'],250827
Una cavalla tutta nuda,1,[16021],['Barbara Bouchet'],251359
The Curious Female,1,[98241],['Angelique Pettyjohn'],251369
Runaway Daughters,1,[291],['Frank Gorshin'],251380
Nudity Required,1,[15973],['Julie Newmar'],251414
The Gifted,1,[49939],['Davis Roberts'],251675
Triple Justice,1,[8496],['Paul Fix'],251872
The Two Little Bears,1,[2021],['Jane Wyatt'],243778
In Name Only,1,[1209],['Elinor Donahue'],251922
The Great Dan Patch,1,[14508],['John Hoyt'],252061
The King Without a Crown,1,[101742],['Leonard Mudie'],252090
Get Christie Love!,1,[1214934],['Louise Sorel'],252144
The Texan Meets Calamity Jane,1,[1759],['Grace Lee Whitney'],252213
Treacherous Crossing,1,[16119],['Charles Napier'],252324
Mickey,1,[16017],['Skip Homeier'],252366
Portrait in Terror,1,[15699],['William Campbell'],252422
The Lost Planet,1,[83913],['Joseph Mell'],252440
Father & Son: Dangerous Relations,1,[15628],['Paul Carr'],252465
"You Lie So Deep, My Love",1,[161255],['Barbara Anderson'],252692
Fishke der Krumer,1,[15744],['David Opatoshu'],249451
Our Girl Friday,1,[13637],['Joan Collins'],249348
The Radicals,1,[1820],['Mark Lenard'],249150
Adventure in Washington,1,[2782],['Ian Wolfe'],248903
Desert Legion,1,[16004],['Anthony Caruso'],243956
All's Fair,1,[9805],['Sally Kellerman'],244410
Murder in the Fleet,1,[16103],['Keye Luke'],244420
Sound of Sunshine - Sound of Rain,1,[15375],['Janet MacLachlan'],244438
Isn't It Romantic?,1,[10161],['Richard Webb'],244538
Sierra Stranger,1,[14508],['John Hoyt'],244868
Barricade,1,[16103],['Keye Luke'],245047
The Man from Down Under,1,[2782],['Ian Wolfe'],245268
Four Guns to the Border,1,[15978],['Charles Drake'],245305
Her Husband Lies,1,[8496],['Paul Fix'],245573
Life Begins in College,1,[3339],['Elisha Cook Jr.'],246086
Portrait of a Stripper,1,[14069],['Vic Tayback'],246250
The Resurrection of Zachary Wheeler,1,[13259],['James Daly'],246719
The Checkered Coat,1,[101742],['Leonard Mudie'],246786
Man About Town,1,[101742],['Leonard Mudie'],247441
On the Edge,1,[9811],['Fred Williamson'],247667
Night of Terror,1,[1190321],['Bart La Rue'],247802
The Reluctant Heroes,1,[15692],['Don Marshall'],247805
Buck Rogers,1,[117771],['John Harmon'],248001
Handle with Care,1,[1468833],['Phyllis Douglas'],248328
Marshal of Cedar Rock,1,[15693],['John Crawford'],248675
Mrs. Lambert Remembers Love,1,[15992],['William Schallert'],248706
"Charlie McCarthy, Detective",1,[117771],['John Harmon'],248805
Extreme Close-Up,1,[44687],['Katherine Woodville'],231195
Pirates of the Caribbean: Tales of the Code: Wedlocked,1,[16052],['Jack Donner'],230652
The First 36 Hours of Dr. Durant,1,[49939],['Davis Roberts'],252725
Ten Gentlemen From West Point,1,[15772],['Richard Derr'],218302
International Settlement,1,[16103],['Keye Luke'],216392
The Andersonville Trial,1,[13786],['Whit Bissell'],216922
Night Slaves,1,[3339],['Elisha Cook Jr.'],217085
Why Girls Leave Home,1,[3339],['Elisha Cook Jr.'],217163
"Once More, My Darling",1,[117771],['John Harmon'],217187
Hell of Borneo,1,[10925],['Torin Thatcher'],217267
Tis the Season to Be Smurfy,1,[15992],['William Schallert'],217333
Kampf um Rom – 1. Teil,1,[16085],['Michael Dunn'],217497
Kampf um Rom Collection,1,[16085],['Michael Dunn'],217499
The Hook,1,[15626],"['Robert Walker, Jr.']",217890
The Merry Monahans,1,[2782],['Ian Wolfe'],218095
You're a Sweetheart,1,[101742],['Leonard Mudie'],218347
The Suicide's Wife,1,[15692],['Don Marshall'],216177
Baby Girl Scott,1,[121041],['Julie Cobb'],218486
Sweet Justice,1,[291],['Frank Gorshin'],218555
We're Only Human,1,[2021],['Jane Wyatt'],218589
Pirates of the Plain,1,[16119],['Charles Napier'],218970
The Broken Land,1,[22048],['Robert Sampson'],219082
A Man Called Gannon,1,[90520],['Susan Oliver'],219302
A Great American Tragedy,1,[8499],['William Windom'],219380
Night of the Quarter Moon,1,[1468833],['Phyllis Douglas'],219408
It Happens Every Thursday,1,[16071],['Gregg Palmer'],219730
Dangerous Touch,1,[39770],['Adam Roarke'],219832
The Quest: The Longest Drive,1,[246],['Gary Lockwood'],220327
Mysterious Two,1,[14069],['Vic Tayback'],216183
Seizure: The Story of Kathy Morris,1,[1116836],['Lloyd Kino'],216167
Verdict in Blood,1,[9805],['Sally Kellerman'],230132
Instant Justice,1,[16119],['Charles Napier'],214521
He Married His Wife,1,[3339],['Elisha Cook Jr.'],211932
Transformed,1,[9811],['Fred Williamson'],212008
Machismo: 40 Graves for 40 Guns,1,[1947],['Stanley Adams'],212020
Kisses For My President,1,[15721],['Jon Lormer'],212713
Dawn: Portrait of a Teenage Runaway,1,[15992],['William Schallert'],212914
Star Reporter,1,[8496],['Paul Fix'],213037
Jump Into Hell,1,[15676],['Arnold Moss'],213259
The Raiders,1,[15620],['Alfred Ryder'],213668
40 gradi all'ombra del lenzuolo,1,[16021],['Barbara Bouchet'],214051
Phantom Patrol,1,[8496],['Paul Fix'],214324
Someone to Love,1,[9805],['Sally Kellerman'],214446
Sweet Deception,1,[13637],['Joan Collins'],214681
Head On,1,[9805],['Sally Kellerman'],215863
The Bridge of Sighs,1,[8496],['Paul Fix'],214877
80 Steps to Jonah,1,[179145],['Diana Ewing'],214890
The Profane Exhibit,1,[15661],['Clint Howard'],214979
The City,1,[8496],['Paul Fix'],214996
Lonely Hearts,1,[16119],['Charles Napier'],215130
Navy Born,1,[8496],['Paul Fix'],215290
The Secret of the Ice Cave,1,[9805],['Sally Kellerman'],215339
Love Walked In,1,[16047],['Marj Dusay'],215373
Gold Raiders,1,[14256],['Dick Crockett'],215471
The Bold Caballero,1,[2782],['Ian Wolfe'],215486
Dracula Sucks,1,[15972],['Reggie Nalder'],215746
Thursday's Game,1,[22048],['Robert Sampson'],220392
Gypsy Angels,1,[118508],['Tige Andrews'],220406
Macon County Jail,1,[16119],['Charles Napier'],220407
Scandal at Scourie,1,[2782],['Ian Wolfe'],226689
Olivia,1,[15626],"['Robert Walker, Jr.']",224626
Little Egypt,1,[15978],['Charles Drake'],225093
King Lear,1,[15676],['Arnold Moss'],225117
Paramedics,1,[9805],['Sally Kellerman'],225339
California Gold Rush,1,[16070],['Bill Zuckert'],225422
Nokaut,1,[16021],['Barbara Bouchet'],225446
The Amazing Spider-Man,1,[15993],['Michael Pataki'],225914
Spider-Man Strikes Back,1,[15993],['Michael Pataki'],225925
Spider-Man: The Dragon's Challenge,1,[27126],['Hagan Beggs'],225938
Perry Mason: The Case of the Fatal Fashion,1,[16014],['Diana Muldaur'],226050
Hell Ship Mutiny,1,[1947],['Stanley Adams'],226634
La calandria,1,[16021],['Barbara Bouchet'],226789
Malice in Wonderland,1,[151529],['Jason Wingreen'],220412
Mutiny,1,[7074],['Peter Brocco'],227296
The Good Bad Girl,1,[8496],['Paul Fix'],227520
A Knife for the Ladies,1,[179145],['Diana Ewing'],227603
When Were You Born,1,[101742],['Leonard Mudie'],227965
The Flying Fontaines,1,[15707],['Roger Perry'],228030
De Superman à Spider-Man: L'aventure des super-héros,1,[291],['Frank Gorshin'],228088
Perry Mason: The Case of the Fatal Framing,1,[15956],['David Soul'],228257
Planet Ibsen,1,[15661],['Clint Howard'],228580
Perry Mason: The Case of the Poisoned Pen,1,[15746],['Barbara Babcock'],229088
"Gordon, il pirata nero",1,[1793],['Ricardo Montalban'],229124
Rhapsody,1,[9811],['Fred Williamson'],229266
The Executioner,1,[13637],['Joan Collins'],224600
If... Dog... Rabbit,1,[15973],['Julie Newmar'],224538
Drop Dead Gorgeous,1,[9805],['Sally Kellerman'],224507
Secret File: Hollywood,1,[129676],['John Warburton'],224408
Tennessee Williams' South,1,[15765],['John Colicos'],220501
Jungle Moon Men,1,[102426],['Billy Curtis'],220511
On the Threshold of Space,1,[12310],['Warren Stevens'],220614
Impatto mortale,1,[9811],['Fred Williamson'],220756
Adventure Island,1,[24826],['John Abbott'],221104
Five Minutes to Live,1,[14069],['Vic Tayback'],221131
Katherine,1,[2021],['Jane Wyatt'],221135
Almost a Gentleman,1,[8496],['Paul Fix'],221706
Never Look Back,1,[16119],['Charles Napier'],221888
Not for Ourselves Alone: The Story of Elizabeth Cady Stanton & Susan B. Anthony,1,[9805],['Sally Kellerman'],222199
The Housekeeper's Daughter,1,[117771],['John Harmon'],222201
Operacija Ticijan,1,[15699],['William Campbell'],222306
Outside Chance,1,[24826],['John Abbott'],222311
The Harlem Globetrotters: The Team That Changed the World,1,[1315468],['Bill Bradley'],222728
I Believe In You,1,[13637],['Joan Collins'],222773
Twisted Love,1,[15661],['Clint Howard'],222853
Five Guns to Tombstone,1,[16071],['Gregg Palmer'],223147
La cortigiana di Babilonia,1,[1793],['Ricardo Montalban'],223168
Fatal Pursuit,1,[16119],['Charles Napier'],223184
Baby Face Nelson,1,[15661],['Clint Howard'],223265
Maxie,1,[14069],['Vic Tayback'],223344
The House of the Spaniard,1,[135066],['Abraham Sofaer'],223657
The Gang's All Here,1,[16103],['Keye Luke'],223894
The Hatfields and the McCoys,1,[13869],['Morgan Woodward'],252694
Three Men in a Boat,1,[15753],['Jill Ireland'],252746
Savage Land,1,[16119],['Charles Napier'],290465
Angels with Angles,1,[291],['Frank Gorshin'],277310
The Unknown Cyclist,1,[6451],['Michael J. Pollard'],273341
Wait 'Till Your Mother Gets Home,1,[14732],['James Gregory'],273506
The Inflicted,1,[5695],['Sid Haig'],274081
Murder in Peyton Place,1,[16047],['Marj Dusay'],274441
The Tattooed Police Horse,1,[15953],['Keith Andes'],275384
China Cry: A True Story,1,[16096],['France Nuyen'],275477
Bitter Creek,1,[117771],['John Harmon'],275573
Mussolini: The Untold Story,1,[1007561],['Michael Forest'],275942
Skinwalker: Curse of the Shaman,1,[15954],['Celeste Yarnall'],276208
Tote Taube in der Beethovenstraße,1,[15968],['Glenn Corbett'],276288
Steele's Law,1,[9811],['Fred Williamson'],276668
"Hail, Hero!",1,[15978],['Charles Drake'],277369
"For Us, the Living: The Story of Medgar Evers",1,[15375],['Janet MacLachlan'],272240
The Big Game,1,[16096],['France Nuyen'],277400
Diamond Zero,1,[15998],['Joseph Ruskin'],277441
Bar Hopping,1,[9805],['Sally Kellerman'],277628
"To Die, to Sleep",1,[16119],['Charles Napier'],277706
Altman,1,[9805],['Sally Kellerman'],278086
Dempsey,1,[9805],['Sally Kellerman'],278270
Το αγκίστρι,1,[16021],['Barbara Bouchet'],278286
Childhood Sweetheart?,1,[15746],['Barbara Babcock'],278291
Hornsby e Rodriguez - Sfida criminale,1,[16119],['Charles Napier'],278372
"Family Guy Presents: Something, Something, Something, Dark Side",1,[15993],['Michael Pataki'],278604
The Book of Pooh: Stories from the Heart,1,[5247],['John Fiedler'],278644
The Golden Gong: The Story of Rank Films - British Cinema's Legendary Studio,1,[13637],['Joan Collins'],272709
Kenner,1,[127646],['Madlyn Rhue'],272221
The Moneychangers,1,[13637],['Joan Collins'],265907
Heartstopper,1,[6451],['Michael J. Pollard'],267414
Strangers: The Story of a Mother and Daughter,1,[13786],['Whit Bissell'],265974
"Eleanor, First Lady of the World",1,[152660],['Arlene Martel'],266110
Mae West,1,[2782],['Ian Wolfe'],266111
Access Code,1,[16074],['Michael Ansara'],266159
The Red Pony,1,[15661],['Clint Howard'],266186
The Neon Ceiling,1,[16030],['William Smithers'],266188
Rubber Racketeers,1,[24826],['John Abbott'],266206
Wanted: Jane Turner,1,[8496],['Paul Fix'],266216
The Important Witness,1,[8496],['Paul Fix'],266402
Sand Castles,1,[15661],['Clint Howard'],266425
Drake of England,1,[10925],['Torin Thatcher'],266818
The Theory of Everything,1,[1090742],['Victor Lundin'],268021
Making of a Male Model,1,[13637],['Joan Collins'],272023
Wildcat,1,[3339],['Elisha Cook Jr.'],268042
Street Corner Justice,1,[15661],['Clint Howard'],268397
Valley of the Redwoods,1,[1007561],['Michael Forest'],268714
The Black Doll,1,[117771],['John Harmon'],269353
Robbery Under Arms,1,[15753],['Jill Ireland'],269519
Star Trek 25th Anniversary Special,1,[1745],['Gene Roddenberry'],269768
Let's Go Collegiate,1,[16103],['Keye Luke'],270201
Cinderella Jones,1,[3339],['Elisha Cook Jr.'],271114
The Blue Angel,1,[15950],['BarBara Luna'],271561
The Adventures of Smilin' Jack,1,[16103],['Keye Luke'],271801
The Mark of the Renegade,1,[1793],['Ricardo Montalban'],271907
Wild in the Sky,1,[13259],['James Daly'],278827
Fireball Forward,1,[1793],['Ricardo Montalban'],278862
French Silk,1,[124010],['Sarah Marshall'],278931
House of Forbidden Secrets,1,[52611],['Dyanne Thorne'],287500
Singapore Woman,1,[2782],['Ian Wolfe'],283670
Diamond Connection,1,[16021],['Barbara Bouchet'],284198
Fear No Evil,1,[44687],['Katherine Woodville'],284249
The Informers,1,[44687],['Katherine Woodville'],284440
Jigsaw,1,[6451],['Michael J. Pollard'],284467
Sky Heist,1,[291],['Frank Gorshin'],285301
"The Dark, Krystle",1,[13637],['Joan Collins'],285438
Fargo Express,1,[8496],['Paul Fix'],285635
"Pure in Heart: The Life and Legacy of Lon Chaney, Jr.",1,[5695],['Sid Haig'],285876
Cardinal Richelieu,1,[101742],['Leonard Mudie'],286402
Particular Men,1,[16086],['Liam Sullivan'],286946
Death House,1,[5695],['Sid Haig'],287523
The Bawdy Adventures of Tom Jones,1,[13637],['Joan Collins'],278976
Edgar G. Ulmer: The Man Off-screen,1,[15992],['William Schallert'],287717
"Bailout at 43,000",1,[15644],['Karen Steele'],287790
Armored Car,1,[8496],['Paul Fix'],288000
Birthday Cake,1,[16108],['Lee Meriwether'],288119
The Criminal Mind,1,[15998],['Joseph Ruskin'],288131
Alias a Gentleman,1,[9596],['Jeff Corey'],288678
Lucy & Desi: Before the Laughter,1,[1124088],['John Wheeler'],288914
Career,1,[15978],['Charles Drake'],289201
Buenas Noches Año Nuevo,1,[1793],['Ricardo Montalban'],289597
Twilight on the Rio Grande,1,[1214919],['Gil Perkins'],289988
Girls' Town,1,[1209],['Elinor Donahue'],290285
Climbing High,1,[10925],['Torin Thatcher'],283404
Silk Degrees,1,[16119],['Charles Napier'],283345
The Juggler,1,[15983],['Beverly Washburn'],283329
Love Matters,1,[16047],['Marj Dusay'],282904
The Caper of the Golden Bulls,1,[15676],['Arnold Moss'],279278
The I Don't Care Girl,1,[12310],['Warren Stevens'],279660
The Ordeal of Dr. Mudd,1,[1213151],['Lawrence Montaigne'],279712
"Christmas Miracle in Caufield, U.S.A.",1,[15746],['Barbara Babcock'],279926
California Passage,1,[8496],['Paul Fix'],280159
Hard Knocks,1,[15693],['John Crawford'],280388
Lassie: Well of Love,1,[22048],['Robert Sampson'],280546
Three Guns for Texas,1,[24826],['John Abbott'],280550
State Of Mind,1,[9811],['Fred Williamson'],280585
Fury at Gunsight Pass,1,[16016],['David Brian'],280657
Heroes in Blue,1,[8496],['Paul Fix'],280872
The Fantastic World of D.C. Collins,1,[16074],['Michael Ansara'],281171
The Winds of Kitty Hawk,1,[14508],['John Hoyt'],281259
Joe Dancer II: The Monkey Mission,1,[5247],['John Fiedler'],281406
The Patty Duke Show: Still Rockin' in Brooklyn Heights,1,[15992],['William Schallert'],281440
Street Poet,1,[9811],['Fred Williamson'],281525
Mr. Sycamore,1,[2782],['Ian Wolfe'],281567
.357,1,[9811],['Fred Williamson'],281569
Final Rinse,1,[291],['Frank Gorshin'],281662
Home Safe,1,[1214910],['Howard Culver'],282088
Surftide 77,1,[14069],['Vic Tayback'],282390
Amore!,1,[291],['Frank Gorshin'],282433
Fair Play,1,[10161],['Richard Webb'],282647
Washington: Behind Closed Doors,1,[179145],['Diana Ewing'],265967
You Came Along,1,[15978],['Charles Drake'],264575
Hitched,1,[5247],['John Fiedler'],252862
Terraces,1,[15973],['Julie Newmar'],255808
The Young Lawyers,1,[16089],['Jason Evers'],254876
Exposed,1,[117771],['John Harmon'],255056
The Canadians,1,[10925],['Torin Thatcher'],255083
The Intruders,1,[14508],['John Hoyt'],255086
"If He Hollers, Let Him Go!",1,[15999],['Steve Sandor'],255262
Dead Aim,1,[8499],['William Windom'],255333
The Joe Piscopo Special,1,[16004],['Anthony Caruso'],255338
R.S.V.P.,1,[15993],['Michael Pataki'],255569
Women Without Names,1,[117771],['John Harmon'],255648
Treasure: In Search of the Golden Horse,1,[3339],['Elisha Cook Jr.'],255670
The Mystery of the Riverboat,1,[2782],['Ian Wolfe'],255731
Slumber Party '57,1,[151679],['Sean Kenney'],255843
Breakaway,1,[15765],['John Colicos'],254490
Last Call,1,[15661],['Clint Howard'],256109
Bad Boy,1,[2021],['Jane Wyatt'],256118
The Grass Is Always Greener Over the Septic Tank,1,[22048],['Robert Sampson'],256167
Shining Victory,1,[101742],['Leonard Mudie'],256371
Game For Vultures,1,[13637],['Joan Collins'],257044
Submarine Patrol,1,[3339],['Elisha Cook Jr.'],257081
The Man Who Dared,1,[16055],['Richard Hale'],257085
Alias Mr. Twilight,1,[7074],['Peter Brocco'],257123
Shadow People,1,[22048],['Robert Sampson'],257176
The Wild and the Willing,1,[44687],['Katherine Woodville'],257181
The Miracle Worker,1,[16014],['Diana Muldaur'],257578
Body Shot,1,[16119],['Charles Napier'],254677
Jassy,1,[10925],['Torin Thatcher'],254141
SST: Death Flight,1,[161255],['Barbara Anderson'],264080
"Goodnight, My Love",1,[16085],['Michael Dunn'],252942
"Owen Marshall, Counselor at Law",1,[15956],['David Soul'],252869
The Devil and Miss Sarah,1,[16031],['Logan Ramsey'],252880
The Lion Hunters,1,[49939],['Davis Roberts'],252886
Thief,1,[84325],['Ed Peck'],252888
The Pigeon,1,[1793],['Ricardo Montalban'],252891
Bomba and the Jungle Girl,1,[101742],['Leonard Mudie'],252894
Hijack!,1,[15992],['William Schallert'],252902
The Golden Idol,1,[101742],['Leonard Mudie'],252904
The Girls of Huntington House,1,[8499],['William Windom'],252915
Paradise Alley,1,[15992],['William Schallert'],252921
You'll Never See Me Again,1,[2021],['Jane Wyatt'],252923
Skyway to Death,1,[118508],['Tige Andrews'],252953
The Female Animal,1,[16071],['Gregg Palmer'],254002
Bullet Scars,1,[15978],['Charles Drake'],252956
Starsky and Hutch,1,[15956],['David Soul'],252962
The People,1,[15655],['Kim Darby'],252965
The Weekend Nun,1,[14732],['James Gregory'],252968
Two for the Money,1,[1214922],['Stephen Brooks'],252970
Promise Him Anything,1,[15992],['William Schallert'],252979
Christmas from Hollywood,1,[13637],['Joan Collins'],253089
Della,1,[22048],['Robert Sampson'],253351
The Great Adventures of Captain Kidd,1,[15693],['John Crawford'],253599
Hard Justice,1,[16119],['Charles Napier'],253711
Hart to Hart: Two Harts in 3/4 Time,1,[13637],['Joan Collins'],253914
No Minor Vices,1,[2021],['Jane Wyatt'],257688
Newsboys' Home,1,[3339],['Elisha Cook Jr.'],257772
Tutti possono arricchire tranne i poveri,1,[16021],['Barbara Bouchet'],257810
The Last Best Sunday,1,[15655],['Kim Darby'],262081
Everybody Does It,1,[14508],['John Hoyt'],260681
South of the Rio Grande,1,[8496],['Paul Fix'],260682
Il cappotto di legno,1,[9811],['Fred Williamson'],260839
¡Viva América!,1,[30551],['Jeffrey Hunter'],260923
Subterfuge,1,[13637],['Joan Collins'],260962
Justice for Annie,1,[27126],['Hagan Beggs'],261044
See How They Run,1,[2021],['Jane Wyatt'],261217
La cattura,1,[15693],['John Crawford'],261587
Racconti proibiti... di niente vestiti,1,[16021],['Barbara Bouchet'],261647
Dancers in the Dark,1,[8496],['Paul Fix'],261740
Nero Wolfe,1,[14508],['John Hoyt'],262056
Curse of the Moon Child,1,[119245],['Sherry Jackson'],262305
L'arbitro,1,[13637],['Joan Collins'],257816
Sergeant Matlovich vs. the U.S. Air Force,1,[15620],['Alfred Ryder'],262424
L'île au trésor,1,[14069],['Vic Tayback'],262802
The Secret Heart,1,[15772],['Richard Derr'],263013
M.A.D.D.: Mothers Against Drunk Drivers,1,[16131],['Mariette Hartley'],263064
The Fountain,1,[2782],['Ian Wolfe'],263190
So Little Time,1,[16106],['David Hurst'],263391
Power of Attorney,1,[27126],['Hagan Beggs'],263422
Guns in the Heather,1,[15968],['Glenn Corbett'],263439
The Comedian,1,[13786],['Whit Bissell'],263570
Queen of the Stardust Ballroom,1,[15650],['Michael Strong'],263786
The Gypsy Warriors,1,[15998],['Joseph Ruskin'],263804
Younger and Younger,1,[9805],['Sally Kellerman'],260448
Barricade,1,[4076],['Morgan Farley'],260409
Thunder County,1,[9600],['Ted Cassidy'],260402
Locked Up: A Mother’s Rage,1,[16014],['Diana Muldaur'],260351
Guns of Darkness,1,[15744],['David Opatoshu'],258037
Three Blind Mice,1,[3339],['Elisha Cook Jr.'],258088
Underwater Warrior,1,[14732],['James Gregory'],258127
Nobody's Perfect,1,[16103],['Keye Luke'],258131
The Girl and the Gambler,1,[8496],['Paul Fix'],258170
Working Tra$h,1,[6451],['Michael J. Pollard'],258381
His Fighting Blood,1,[8496],['Paul Fix'],258390
Diagnosis Murder,1,[16131],['Mariette Hartley'],258404
La loba y la Paloma,1,[16085],['Michael Dunn'],258923
The Lost Child,1,[100418],['Ned Romero'],259117
The All American,1,[16071],['Gregg Palmer'],259298
The End of the River,1,[10925],['Torin Thatcher'],259470
This Man Is News,1,[24826],['John Abbott'],259526
Bad Girls for the Boys,1,[1214921],['Bob Johnson'],259681
Cairo Road,1,[135066],['Abraham Sofaer'],259701
Don't Just Stand There,1,[126903],['Joseph Bernard'],259965
Cop Target,1,[16119],['Charles Napier'],259984
Fair Wind to Java,1,[8496],['Paul Fix'],260033
Brother on the Run,1,[151482],['Byron Morrow'],260045
The Last Fight,1,[9811],['Fred Williamson'],260056
My Man and I,1,[1793],['Ricardo Montalban'],260064
The King's Pirate,1,[10925],['Torin Thatcher'],260127
Grand Ole Opry,1,[12431],['Carey Loftin'],260301
Paratroop Command,1,[2652],['Ken Lynch'],101274
Hot Summer Night,1,[14733],['Leslie Parrish'],87591
The Catman of Paris,1,[16004],['Anthony Caruso'],101013
Atlas,1,[1007561],['Michael Forest'],29066
"Atlantis, the Lost Continent",1,[1468833],['Phyllis Douglas'],28758
Pinocchio,1,[52611],['Dyanne Thorne'],28779
Deathmaster,1,[5247],['John Fiedler'],28780
Beyond Fulfillment,1,[52611],['Dyanne Thorne'],28781
Hell Is a City,1,[15693],['John Crawford'],28784
"Black Mama, White Mama",1,[5695],['Sid Haig'],28797
What Waits Below,1,[16086],['Liam Sullivan'],28867
Galaxy of Terror,1,[5695],['Sid Haig'],28893
Eating Raoul,1,[102426],['Billy Curtis'],28940
The Secret Invasion,1,[15699],['William Campbell'],29032
Sting of the Black Scorpion,1,[291],['Frank Gorshin'],29055
Angels Hard as They Come,1,[15988],['Charles Dierkop'],29068
Deathsport,1,[16030],['William Smithers'],28735
The Velvet Vampire,1,[15954],['Celeste Yarnall'],29069
Hitch Hike to Hell,1,[117771],['John Harmon'],29073
Tales of Terror,1,[16063],['David Frankham'],29074
"The Horror at 37,000 Feet",1,[16096],['France Nuyen'],29075
The Web,1,[24826],['John Abbott'],29113
The Naked Monster,1,[117771],['John Harmon'],29163
The Computer Wore Tennis Shoes,1,[15992],['William Schallert'],29228
3 Godfathers,1,[82510],['Michael Dugan'],29244
Under the Gun,1,[16126],['Phillip Pine'],29257
Trapped,1,[14508],['John Hoyt'],29260
