Movie,count,guest_ids,guest_names,movie_id
The Trial of the Incredible Hulk,1,[19138],['Bill Bixby'],26883
The Incredible Hulk Returns,1,[19138],['Bill Bixby'],26881
Carpool Guy,1,[96498],['Jeanne Cooper'],26871
X: The Unknown,1,[29313],['Dean Jagger'],26865
The Missing Juror,1,[14564],['George Macready'],26849
The Message,1,[1007561],['Michael Forest'],26842
Sex and the Single Girl,1,[85409],['Max Showalter'],26817
The Spy with My Face,1,[14833],['Harold Gould'],26344
The Man Who Came to Dinner,1,[70985],['Gig Young'],26319
Gunga Din,1,[30228],['Cecil Kellaway'],24965
The Happiest Millionaire,1,[3366],['Gladys Cooper'],25445
Party Girl,1,[15744],['David Opatoshu'],25633
Dark of the Sun,1,[8229],['Rod Taylor'],25553
Split Second,1,[50971],['Arthur Hunnicutt'],25549
Shadow on the Wall,1,[53010],['John McIntire'],25548
SF Shinseiki Lensman,1,[1007561],['Michael Forest'],25525
The Bribe,1,[14508],['John Hoyt'],25509
Cat People,1,[6933],['Alan Napier'],25508
The Get-Away,1,[22091],['Robert Sterling'],25507
Slightly Scarlet,1,[2097],['Ted de Corsia'],25506
Shock Corridor,1,[40185],['James Best'],25504
Impact,1,[33007],['Robert Warwick'],25503
On the Edge,1,[3142],['John Marley'],25496
Walking Tall,1,[83806],['Arch Johnson'],25473
Tapeheads,1,[50967],['Doug McClure'],25447
Hollywood Wives,1,[7505],['Roddy McDowall'],25442
Project Moon Base,1,[40623],['Hayden Rorke'],26270
Adam's Rib,1,[14831],['David Wayne'],25431
Suspense,1,[3163],['George E. Stone'],25409
Riff-Raff,1,[14452],['Jerome Cowan'],25407
My Little Pony: The Movie,1,[9599],['Cloris Leachman'],25400
Destination Moon,1,[78793],['John Archer'],25392
Jack the Giant Killer,1,[120447],['Walter Burke'],25360
Pray TV,1,[40381],['Joyce Jameson'],25359
The Masque of the Red Death,1,[101499],['Hazel Court'],25319
Annie Get Your Gun,1,[4966],['Keenan Wynn'],25209
Teen Witch,1,[10403],['Shelley Berman'],25199
Crazy Heart,1,[3087],['Robert Duvall'],25196
The Last Picture Show,1,[9599],['Cloris Leachman'],25188
Night of the Demon,1,[13578],['Dana Andrews'],25103
The Willies,1,[26044],['Bill Erwin'],25088
Jesus' Son,1,[2778],['Dennis Hopper'],25636
Hollow Triumph,1,[33178],['George Chandler'],25672
Pitfall,1,[34448],['Dick Wessel'],25688
The Blackout,1,[2778],['Dennis Hopper'],25690
Death Wish 4: The Crackdown,1,[4960],['Charles Bronson'],26263
Incident at Oglala,1,[4135],['Robert Redford'],26246
Quicksilver Highway,1,[5047],['Veronica Cartwright'],26215
Messenger of Death,1,[4960],['Charles Bronson'],26172
When Strangers Marry,1,[29313],['Dean Jagger'],26169
The Invisible Boy,1,[94764],['Philip Abbott'],26155
Music of the Heart,1,[9599],['Cloris Leachman'],26149
The Naked Kiss,1,[45115],['Edy Williams'],26031
Asylum,1,[101851],['Barry Morse'],25993
Slattery's Hurricane,1,[10608],['Gary Merrill'],25971
Pickup on South Street,1,[83149],['Willis Bouchey'],25955
Staten Island,1,[5950],['Seymour Cassel'],25927
Tension,1,[5403],['Richard Basehart'],25900
The Racket,1,[94296],['Richard Karlan'],25876
The Illustrated Man,1,[40380],['Don Dubbins'],25874
Blues in the Night,1,[2672],['Jack Carson'],25862
Red Light,1,[16126],['Phillip Pine'],25807
The Paleface,1,[8635],['Buster Keaton'],25770
"Steamboat Bill, Jr.",1,[8635],['Buster Keaton'],25768
Damnation Alley,1,[8608],['Murray Hamilton'],25763
Comic Book: The Movie,1,[13593],['Jonathan Winters'],25757
Children of the Corn IV: The Gathering,1,[8499],['William Windom'],25750
He Ran All The Way,1,[95274],['Clancy Cooper'],25738
The Postman Always Rings Twice,1,[30228],['Cecil Kellaway'],25736
The Gangster,1,[101481],['Virginia Christine'],25735
The Unholy Wife,1,[12356],['Douglas Spencer'],25722
Post Grad,1,[14837],['Carol Burnett'],25704
In the Good Old Summertime,1,[8635],['Buster Keaton'],25698
Alice in Wonderland,1,[34759],['Sterling Holloway'],25694
The Out of Towners,1,[86138],['Thalmus Rasulala'],20444
Dressed to Kill,1,[2782],['Ian Wolfe'],20417
Avanti!,1,[29719],['Edward Andrews'],12530
Tall in the Saddle,1,[8496],['Paul Fix'],15264
Hoboken Hollow,1,[2778],['Dennis Hopper'],15652
Grumpier Old Men,1,[16523],['Burgess Meredith'],15602
Missing,1,[20604],['Janice Rule'],15600
Teen Wolf Too,1,[41230],['John Astin'],15582
Destiny in Space,1,[1749],['Leonard Nimoy'],15559
Grand Canyon Adventure: River at Risk,1,[4135],['Robert Redford'],15557
Return of the Killer Tomatoes!,1,[41230],['John Astin'],15482
Le Couteau dans la plaie,1,[70985],['Gig Young'],15469
Car Wash,1,[95224],['Ivan Dixon'],15462
Captain Kidd,1,[8516],['John Carradine'],15401
Crin blanc: Le cheval sauvage,1,[19217],['Frank Silvera'],15382
The Jazz Singer,1,[50762],['Mike Kellin'],15310
Newsies,1,[3087],['Robert Duvall'],15300
The Fighting Kentuckian,1,[8496],['Paul Fix'],15266
Charlotte's Web,1,[11025],['Agnes Moorehead'],15171
Foul Play,1,[16523],['Burgess Meredith'],15659
20 Million Miles to Earth,1,[82747],['John Zaremba'],15096
Undisputed,1,[2314],['Peter Falk'],15070
Brainstorm,1,[19153],['Cliff Robertson'],15050
His Name Was Jason: 30 Years of Friday the 13th,1,[13401],['Peter Mark Richman'],15004
Batman: Mask of the Phantasm,1,[34973],['Bob Hastings'],14919
McHale's Navy,1,[923],['Dean Stockwell'],14908
Pooh's Grand Adventure: The Search for Christopher Robin,1,[5247],['John Fiedler'],14903
Pooh's Heffalump Halloween Movie,1,[5247],['John Fiedler'],14885
Joe Kidd,1,[3087],['Robert Duvall'],14881
Lone Wolf McQuade,1,[1107],['R.G. Armstrong'],14854
Blue Collar,1,[101901],['Milton Selzer'],14839
Forty Guns,1,[29313],['Dean Jagger'],14837
The Deadly Affair,1,[53817],['Kenneth Haigh'],14755
Night Shift,1,[15993],['Michael Pataki'],14742
The Tigger Movie,1,[5247],['John Fiedler'],15655
Mommie Dearest,1,[44998],['Steve Forrest'],15660
The Aryan Couple,1,[2641],['Martin Landau'],20344
Hooper,1,[40185],['James Best'],16214
Inglourious Basterds,1,[8229],['Rod Taylor'],16869
La Resa dei conti,1,[4078],['Lee Van Cleef'],16662
Somewhere in Time,1,[26044],['Bill Erwin'],16633
Hans Christian Andersen,1,[33178],['George Chandler'],16618
The Crow IV: Wicked Prayer,1,[2778],['Dennis Hopper'],16456
Assassination Tango,1,[3087],['Robert Duvall'],16425
Winnie the Pooh: Springtime with Roo,1,[5247],['John Fiedler'],16394
Scooby-Doo! and the Samurai Sword,1,[1752],['George Takei'],16390
The Best Little Whorehouse in Texas,1,[89043],['Lois Nettleton'],16363
The Texas Chainsaw Massacre 2,1,[2778],['Dennis Hopper'],16337
The Great Buck Howard,1,[1752],['George Takei'],16279
Festival,1,[6609],['Theodore Bikel'],16247
The Boys from Brazil,1,[82863],['John Dehner'],16241
Batman Beyond: Return of the Joker,1,[923],['Dean Stockwell'],16234
The Legend of Hell House,1,[7505],['Roddy McDowall'],16180
Jailhouse Rock,1,[3641],['Vaughn Taylor'],15697
The Big Red One,1,[18391],['Lee Marvin'],16121
Funny Girl,1,[12309],['Anne Francis'],16085
Freaky Friday,1,[41230],['John Astin'],16084
Gods and Generals,1,[3087],['Robert Duvall'],16072
Day Zero,1,[152648],['Robert Hogan'],16020
Gen 13,1,[9599],['Cloris Leachman'],15993
The Legend of Billie Jean,1,[923],['Dean Stockwell'],15982
The Three Caballeros,1,[34759],['Sterling Holloway'],15947
633 Squadron,1,[19153],['Cliff Robertson'],15925
House on Haunted Hill,1,[78852],['Richard Long'],15856
Batman & Mr. Freeze: SubZero,1,[34973],['Bob Hastings'],15805
Made,1,[2314],['Peter Falk'],15745
Annie,1,[14837],['Carol Burnett'],15739
The Man from Elysian Fields,1,[5563],['James Coburn'],15720
The Night of the Iguana,1,[88906],['Cyril Delevanti'],14703
A Man Called Horse,1,[6463],['Dub Taylor'],14676
The Awful Truth,1,[33007],['Robert Warwick'],14675
10th & Wolf,1,[2778],['Dennis Hopper'],13197
Sleepaway Camp,1,[50762],['Mike Kellin'],13567
Eight Men Out,1,[19111],['John Anderson'],13554
Free Enterprise,1,[1748],['William Shatner'],13533
Fanboys,1,[1748],['William Shatner'],13532
Star Trek,1,[1749],['Leonard Nimoy'],13475
The Adventures of Ichabod and Mr. Toad,1,[22602],"[""J. Pat O'Malley""]",13465
Kronk's New Groove,1,[5247],['John Fiedler'],13417
The Year Without a Santa Claus,1,[1937],['Mickey Rooney'],13397
How the Grinch Stole Christmas!,1,[15098],['June Foray'],13377
White Christmas,1,[29313],['Dean Jagger'],13368
Scooby-Doo and the Ghoul School,1,[10929],['Ruta Lee'],13350
Hell Ride,1,[2778],['Dennis Hopper'],13300
Death Race 2000,1,[40381],['Joyce Jameson'],13282
"Bah, Humduck!: A Looney Tunes Christmas",1,[15098],['June Foray'],13248
Secondhand Lions,1,[3087],['Robert Duvall'],13156
Man of the West,1,[82863],['John Dehner'],14674
Return to Oz,1,[12657],['Jean Marsh'],13155
Mr. Mom,1,[113905],['Ann Jillian'],13105
Where the Buffalo Roam,1,[1107],['R.G. Armstrong'],13005
Alpha and Omega,1,[2778],['Dennis Hopper'],12819
Greedy,1,[34597],['Kevin McCarthy'],12778
Stealing Harvard,1,[5950],['Seymour Cassel'],12770
Al di là della legge,1,[4078],['Lee Van Cleef'],12758
Flashback,1,[2778],['Dennis Hopper'],12719
Orca: The Killer Whale,1,[4966],['Keenan Wynn'],12707
Smokey and the Bandit II,1,[19111],['John Anderson'],12705
Ishtar,1,[726],['Jack Weston'],12704
Random Hearts,1,[2226],['Sydney Pollack'],12618
"New York, I Love You",1,[9599],['Cloris Leachman'],12572
Der Schut,1,[91971],['Friedrich von Ledebur'],12553
City of Ember,1,[2641],['Martin Landau'],13600
Annabelle's Wish,1,[9599],['Cloris Leachman'],13664
Frosty the Snowman,1,[15098],['June Foray'],13675
Pooh's Heffalump Movie,1,[5247],['John Fiedler'],13682
Hold That Ghost,1,[8496],['Paul Fix'],14604
The List,1,[3798],['Pat Hingle'],14600
The Cheap Detective,1,[2314],['Peter Falk'],14584
Gia,1,[74763],['John Considine'],14533
Used Cars,1,[5251],['Jack Warden'],14475
Hot Pursuit,1,[83433],['Shelley Fabares'],14464
The Manchurian Candidate,1,[923],['Dean Stockwell'],14462
Soldier Blue,1,[19111],['John Anderson'],14384
Sleepwalking,1,[2778],['Dennis Hopper'],14349
Marley & Me,1,[14108],['Joyce Van Patten'],14306
Three Days To Vegas,1,[2314],['Peter Falk'],14189
Beer League,1,[5950],['Seymour Cassel'],14137
The Love Bug,1,[23586],['Joe Flynn'],14136
"Hello, Dolly!",1,[22602],"[""J. Pat O'Malley""]",14030
Captain America,1,[49357],['Bill Mumy'],13995
The Women,1,[9599],['Cloris Leachman'],13972
An American Carol,1,[2778],['Dennis Hopper'],13948
Death Wish,1,[4960],['Charles Bronson'],13939
Oklahoma!,1,[6577],['James Whitmore'],13936
She Wore a Yellow Ribbon,1,[8496],['Paul Fix'],13909
The Master of Disguise,1,[14833],['Harold Gould'],13908
Rad,1,[726],['Jack Weston'],13841
Santa Claus: The Movie,1,[16523],['Burgess Meredith'],13764
A Town Without Christmas,1,[2314],['Peter Falk'],13755
At Close Range,1,[12543],['Eileen Ryan'],13715
Winnie the Pooh: A Very Merry Pooh Year,1,[5247],['John Fiedler'],13706
The Happy Elf,1,[1937],['Mickey Rooney'],13699
Dead Solid Perfect,1,[5251],['Jack Warden'],13693
Piglet's Big Movie,1,[5247],['John Fiedler'],13691
Truman,1,[3798],['Pat Hingle'],16901
The Private Lives of Elizabeth and Essex,1,[33007],['Robert Warwick'],16902
Last Holiday,1,[15387],['Wilfrid Hyde-White'],16939
Camelot,1,[47504],['Estelle Winwood'],18978
Superman: Brainiac Attacks,1,[83433],['Shelley Fabares'],19323
The Big Brawl,1,[51348],['David Sheiner'],19267
Der Schatz der Azteken,1,[91971],['Friedrich von Ledebur'],19194
The Parent Trap,1,[30519],['Nancy Kulp'],19186
House Of 9,1,[2778],['Dennis Hopper'],19166
The Crew,1,[5950],['Seymour Cassel'],19150
After the Fox,1,[1936],['Martin Balsam'],19137
Giulietta degli spiriti,1,[91971],['Friedrich von Ledebur'],19120
Breaker! Breaker!,1,[2081],['George Murdock'],19108
A Midsummer Night's Dream,1,[1937],['Mickey Rooney'],19075
The Yearling,1,[136895],['Clem Bevans'],19049
Dirty Mary Crazy Larry,1,[7505],['Roddy McDowall'],19017
Mysterious Island,1,[10608],['Gary Merrill'],18993
My Friend Flicka,1,[7505],['Roddy McDowall'],18992
The Adventures of Pinocchio,1,[2641],['Martin Landau'],18975
My Dear Secretary,1,[4966],['Keenan Wynn'],18703
Cinderfella,1,[5833],['Ed Wynn'],18973
Quest for Camelot,1,[7167],['Don Rickles'],18937
Murder by Contract,1,[16126],['Phillip Pine'],18930
The Ninth Configuration,1,[9112],['Neville Brand'],18910
A Summer Place,1,[1221520],['Constance Ford'],18904
Darby O'Gill and the Little People,1,[47504],['Estelle Winwood'],18887
The Cat and the Canary,1,[29579],['Charles Lane'],18851
The Little Drummer Boy,1,[15098],['June Foray'],18846
The Quickie,1,[923],['Dean Stockwell'],18836
Private School,1,[123380],['Frank Aletter'],18835
Sahara,1,[64212],['Dan Duryea'],18783
They Were Expendable,1,[97145],['Paul Langton'],18771
Thirty Seconds Over Tokyo,1,[85042],['Phyllis Thaxter'],18770
Capone,1,[33178],['George Chandler'],18710
Born in East L.A.,1,[32384],['Eddie Barth'],19324
Johnny O'Clock,1,[18646],['Thomas Gomez'],19335
Loving Annabelle,1,[34597],['Kevin McCarthy'],19344
Black Widow,1,[2778],['Dennis Hopper'],19345
Make Mine Music,1,[34759],['Sterling Holloway'],20343
The Shop Around the Corner,1,[24820],['Joseph Schildkraut'],20334
Time Share,1,[2081],['George Murdock'],20310
Nukes in Space,1,[1748],['William Shatner'],20305
A Life Apart: Hasidism in America,1,[1749],['Leonard Nimoy'],20302
Black Angel,1,[64212],['Dan Duryea'],20298
Breaking Away,1,[1216876],['Barbara Barrie'],20283
The Stranger,1,[78852],['Richard Long'],20246
World's Greatest Dad,1,[102794],['Mitzi McCall'],20178
Killdozer,1,[9112],['Neville Brand'],20121
Decoy,1,[93624],['Ray Teal'],20028
Thieves' Highway,1,[3090],['Richard Conte'],20025
The Adventures of Mark Twain,1,[6577],['James Whitmore'],19947
Frame Of Mind,1,[1216876],['Barbara Barrie'],19940
Ninja Cheerleaders,1,[1752],['George Takei'],19829
The In-Laws,1,[2314],['Peter Falk'],19827
Reach for Me,1,[5950],['Seymour Cassel'],19795
Firestarter 2: Rekindled,1,[2778],['Dennis Hopper'],19792
The Great Waldo Pepper,1,[4135],['Robert Redford'],19740
Grand Theft Auto,1,[6159],['Ron Howard'],19731
The Sea Wolves,1,[10662],['Patrick Macnee'],19664
High Road to China,1,[726],['Jack Weston'],19606
The Death of the Incredible Hulk,1,[19138],['Bill Bixby'],19593
It Happened in Brooklyn,1,[34448],['Dick Wessel'],19525
Nine to Five,1,[5732],['Henry Jones'],19494
One Six Right,1,[2226],['Sydney Pollack'],19446
Absence of Malice,1,[55821],['Luther Adler'],19429
Targets,1,[84629],"['Arthur Peterson, Jr.']",19383
Thunder Road,1,[110204],['Trevor Bardette'],19368
Mr. Moto's Last Warning,1,[8516],['John Carradine'],18705
Thieves of Fortune,1,[4078],['Lee Van Cleef'],18695
Jetsons: The Movie,1,[34178],['Penny Singleton'],17009
Body and Soul,1,[19110],['Virginia Gregg'],17487
The Paleface,1,[136895],['Clem Bevans'],17804
12:01,1,[2641],['Martin Landau'],17803
The Letter,1,[30228],['Cecil Kellaway'],17801
A Funny Thing Happened on the Way to the Forum,1,[8635],['Buster Keaton'],17768
Camp Nowhere,1,[16523],['Burgess Meredith'],17745
Corky Romano,1,[2314],['Peter Falk'],17708
Robin and the 7 Hoods,1,[2314],['Peter Falk'],17696
The Gauntlet,1,[3798],['Pat Hingle'],17689
The Public Enemy,1,[13568],['Joan Blondell'],17687
The Five Pennies,1,[100606],['Susan Gordon'],17677
National Velvet,1,[1937],['Mickey Rooney'],17641
Untamed,1,[11025],['Agnes Moorehead'],17637
The Battle of the River Plate,1,[10662],['Patrick Macnee'],17591
Deathtrap,1,[5732],['Henry Jones'],17590
The Adventures of Sherlock Holmes,1,[46617],['Ida Lupino'],17481
"Live a Little, Love a Little",1,[34759],['Sterling Holloway'],18686
Green Lantern: First Flight,1,[15992],['William Schallert'],17445
...And Justice for All,1,[5251],['Jack Warden'],17443
South Pacific,1,[50967],['Doug McClure'],17352
Force 10 from Navarone,1,[10460],['Richard Kiel'],17339
The Art of Football from A to Z,1,[2778],['Dennis Hopper'],17302
The Fall of the Roman Empire,1,[91971],['Friedrich von Ledebur'],17277
The Black Stallion,1,[1937],['Mickey Rooney'],17264
The Pick-up Artist,1,[2778],['Dennis Hopper'],17258
Mulberry Street,1,[14508],['John Hoyt'],17245
Enter the Ninja,1,[99849],['Dale Ishimoto'],17205
The Glass Key,1,[89524],['Dane Clark'],17131
The Batman Superman Movie: World's Finest,1,[34973],['Bob Hastings'],17074
In a Lonely Place,1,[33007],['Robert Warwick'],17057
Lake Placid 2,1,[9599],['Cloris Leachman'],17038
Alex & Emma,1,[9599],['Cloris Leachman'],17813
The Amazing Dr. Clitterhouse,1,[14533],['Vladimir Sokoloff'],17885
Barefoot in the Park,1,[4135],['Robert Redford'],17887
The Raven,1,[2782],['Ian Wolfe'],17907
One-Eyed Jacks,1,[93624],['Ray Teal'],18647
Royal Wedding,1,[4966],['Keenan Wynn'],18646
Tickle Me,1,[87519],['Connie Gilchrist'],18645
King Creole,1,[29313],['Dean Jagger'],18644
Flaming Star,1,[44998],['Steve Forrest'],18639
52 Pick-Up,1,[50967],['Doug McClure'],18588
10 to Midnight,1,[4960],['Charles Bronson'],18587
Made for Each Other,1,[5737],['Raymond Bailey'],18569
Sergeants 3,1,[10929],['Ruta Lee'],18512
Once Upon A Mattress,1,[14837],['Carol Burnett'],18506
The Young Land,1,[2778],['Dennis Hopper'],18447
B.A.P.S.,1,[2641],['Martin Landau'],18423
Chained Heat,1,[45115],['Edy Williams'],18406
Something to Talk About,1,[3087],['Robert Duvall'],18402
Suddenly,1,[83149],['Willis Bouchey'],18398
Easy Money,1,[3014],['Val Avery'],18391
Love in the Afternoon,1,[1943],['John McGiver'],18299
Side Street,1,[9866],['James Westerfield'],18281
Lady and the Tramp II: Scamp's Adventure,1,[1937],['Mickey Rooney'],18269
My Science Project,1,[2778],['Dennis Hopper'],18252
Star Trek: Of Gods And Men,1,[152660],['Arlene Martel'],18231
Passage to Marseille,1,[14533],['Vladimir Sokoloff'],18229
13 Rue Madeleine,1,[3090],['Richard Conte'],18200
Dream Lover,1,[14796],['Jeanne Bates'],18190
Dr. Renault's Secret,1,[82676],['Shepperd Strudwick'],18100
Fright Night Part 2,1,[7505],['Roddy McDowall'],18086
The Great White Hope,1,[1107],['R.G. Armstrong'],17978
Midnight Madness,1,[5247],['John Fiedler'],17971
Smart Money,1,[29579],['Charles Lane'],17966
Superman - The Last Son of Krypton,1,[83433],['Shelley Fabares'],49076
Tentacoli,1,[4307],['Claude Akins'],49158
The Time Travelers,1,[14508],['John Hoyt'],49160
One Big Affair,1,[87519],['Connie Gilchrist'],110480
Cosas que nunca te dije,1,[5950],['Seymour Cassel'],110909
A Girl in Every Port,1,[21510],['William Demarest'],110887
Wanderer of the Wasteland,1,[29313],['Dean Jagger'],110836
Die Abenteuer von Pico und Columbus,1,[1937],['Mickey Rooney'],110812
Savage,1,[2641],['Martin Landau'],110747
Dick Tracy's G-Men,1,[78776],['Milton Frome'],110699
No Down Payment,1,[3798],['Pat Hingle'],110671
Wabash Avenue,1,[2101],['Percy Helton'],110669
Mozambique,1,[78792],['Steve Cochran'],110667
This Above All,1,[3366],['Gladys Cooper'],110628
Jefftowne,1,[1748],['William Shatner'],110620
Island of Love,1,[14884],['Michael Constantine'],110568
The Big Bounce,1,[13259],['James Daly'],110528
The Private War of Major Benson,1,[21510],['William Demarest'],110502
Dangerous Partners,1,[96701],['John Eldredge'],110473
Papa Was a Preacher,1,[923],['Dean Stockwell'],110970
The Young Lovers,1,[6609],['Theodore Bikel'],110338
For the Love of It,1,[7167],['Don Rickles'],110303
The Bandit Of Sherwood Forest,1,[30512],['Edgar Buchanan'],110248
Sandino,1,[923],['Dean Stockwell'],110190
Family of Cops III - Under Suspicion,1,[4960],['Charles Bronson'],110110
Family of Cops II - Breach of Faith,1,[4960],['Charles Bronson'],110109
The Texans,1,[7125],['Robert Cummings'],110104
Donato and Daughter,1,[4960],['Charles Bronson'],110093
Three Comrades,1,[72059],['Franchot Tone'],109970
Mr. Music,1,[29283],['Richard Haydn'],109930
The Marriage-Go-Round,1,[15973],['Julie Newmar'],109916
California Conquest,1,[82863],['John Dehner'],109913
Rhapsody,1,[15942],['Celia Lovsky'],109898
Crime and Punishment,1,[6609],['Theodore Bikel'],109809
Girls in Chains,1,[95274],['Clancy Cooper'],110935
Return to Peyton Place,1,[22091],['Robert Sterling'],111017
Young And Willing,1,[179339],['Florence MacMichael'],106832
Kelly The Second,1,[179384],['Pert Kelton'],111573
"Mary, Mary",1,[10411],['Barry Nelson'],112007
The Harlem Globetrotters,1,[18646],['Thomas Gomez'],111926
Winning of the West,1,[138091],['House Peters Jr.'],111874
"High Noon, Part II: The Return of Will Kane",1,[15993],['Michael Pataki'],111868
Company of Killers,1,[6839],['Fritz Weaver'],111863
Hemingway & Gellhorn,1,[3087],['Robert Duvall'],111839
Man in the Middle,1,[4966],['Keenan Wynn'],111752
The Real Glory,1,[14533],['Vladimir Sokoloff'],111750
War Paint,1,[95563],['Walter Reed'],111736
Bodyhold,1,[19400],['Roy Roberts'],111734
The Jackpot,1,[8632],['Fred Clark'],111732
Hemingway's Adventures of a Young Man,1,[8632],['Fred Clark'],111683
Tres hombres buenos,1,[12251],['Geoffrey Horne'],111672
Small Town Girl,1,[46711],['Robert Keith'],111625
It's in the Bag!,1,[8516],['John Carradine'],111570
The Shocking Miss Pilgrim,1,[19400],['Roy Roberts'],111042
The 30 Foot Bride of Candy Rock,1,[29579],['Charles Lane'],111561
"Henry Aldrich, Editor",1,[120052],['Jimmy Lydon'],111462
"Elmer, The Great",1,[34759],['Sterling Holloway'],111460
Wyoming Renegades,1,[19400],['Roy Roberts'],111421
Chetniks!,1,[82676],['Shepperd Strudwick'],111333
Behind the Eight Ball,1,[21510],['William Demarest'],111331
The Sport Parade,1,[33178],['George Chandler'],111329
Zenobia,1,[136895],['Clem Bevans'],111317
Lady of the Tropics,1,[24820],['Joseph Schildkraut'],111316
Merrily We Live,1,[32923],['Brian Aherne'],111315
The Dukes of Hazzard: Hazzard in Hollywood,1,[40185],['James Best'],111244
Boy Meets Girl,1,[34178],['Penny Singleton'],111100
Over My Dead Body,1,[1239954],"[""Pat O'Malley""]",111073
A Girl's Folly,1,[33007],['Robert Warwick'],111050
Blackmail,1,[110204],['Trevor Bardette'],109714
Rockabye,1,[34759],['Sterling Holloway'],109663
Dark Hazard,1,[33178],['George Chandler'],109552
Crazy Joe,1,[55821],['Luther Adler'],107444
Tin Pan Alley,1,[3262],['James Flavin'],108222
Everybody's Baby: The Rescue of Jessica McClure,1,[3798],['Pat Hingle'],108221
The Doctor Takes a Wife,1,[29579],['Charles Lane'],108200
House of the Black Death,1,[8516],['John Carradine'],108132
Do You Love Me,1,[1263061],['William Benedict'],108032
Dancing at the Harvest Moon,1,[87039],['Nan Martin'],108019
Caroline?,1,[72056],['George Grizzard'],108012
The Brady Girls Get Married,1,[26044],['Bill Erwin'],107998
The Private Files of J. Edgar Hoover,1,[3142],['John Marley'],107938
Red River Robin Hood,1,[89938],['Earle Hodgins'],107849
Collaborator,1,[12543],['Eileen Ryan'],107753
Pushed Too Far,1,[4307],['Claude Akins'],107723
Violent Road,1,[151511],['Arthur Batanides'],107678
The Kid From Kokomo,1,[13568],['Joan Blondell'],107598
Foolin' Around,1,[9599],['Cloris Leachman'],107414
The Sun Shines Bright,1,[110204],['Trevor Bardette'],109539
The Kidnapping Of The President,1,[1748],['William Shatner'],107355
Sweet Revenge,1,[2641],['Martin Landau'],107352
Operation C.I.A.,1,[14508],['John Hoyt'],107335
Blade,1,[3142],['John Marley'],107331
Impasse,1,[12309],['Anne Francis'],107328
Cold Heaven,1,[5950],['Seymour Cassel'],107254
Evening Primrose,1,[3640],['Larry Gates'],107240
The Emperor of Peru,1,[1937],['Mickey Rooney'],107064
The Possessed,1,[18588],['Joan Hackett'],106990
Judgment: The Court Martial of Lieutenant William Calley,1,[5403],['Richard Basehart'],106961
"Clarence, the Cross-Eyed Lion",1,[29283],['Richard Haydn'],106919
Exo-Man,1,[34597],['Kevin McCarthy'],106916
Kitty,1,[30228],['Cecil Kellaway'],106882
Judgement Day,1,[13401],['Peter Mark Richman'],106836
Whoopee!,1,[29313],['Dean Jagger'],108224
Forty Little Mothers,1,[144370],"[""Anne O'Neal""]",108246
The Girls of Pleasure Island,1,[2644],['Philip Ober'],108252
The Great Mom Swap,1,[83433],['Shelley Fabares'],108258
Irene,1,[1215925],['Marsha Hunt'],109481
Ironclads,1,[6839],['Fritz Weaver'],109475
Ashley's Ashes,1,[863],['Orson Bean'],109433
8,1,[1752],['George Takei'],109404
Farmyard Symphony,1,[148170],['Lee Millar'],109337
Mother Pluto,1,[148170],['Lee Millar'],109325
Blume In Love,1,[47773],['Paul Mazursky'],109259
Bright Victory,1,[8608],['Murray Hamilton'],109258
Izzy & Moe,1,[40176],['Art Carney'],109182
The Brighton Strangler,1,[2782],['Ian Wolfe'],109151
Night of the Blood Beast,1,[89040],['Ed Nelson'],109122
Horror Island,1,[96701],['John Eldredge'],109109
Picture Mommy Dead,1,[100606],['Susan Gordon'],109102
Escape,1,[120005],['Lisa Golm'],109008
Hell Gate: The Watery Grave,1,[96284],['Alexander Scourby'],108983
The Far Frontier,1,[14966],['Andy Devine'],108981
The Sleeping Car,1,[34597],['Kevin McCarthy'],108933
Il processo di Verona,1,[4968],['Frank Wolff'],108911
The Youngest Profession,1,[11025],['Agnes Moorehead'],108852
Our Vines Have Tender Grapes,1,[11025],['Agnes Moorehead'],108843
True Grit: A Further Adventure,1,[8255],['Warren Oates'],108807
Cass Timberlane,1,[2643],['Josephine Hutchinson'],108688
Frank Capra's American Dream,1,[6159],['Ron Howard'],108677
The Adventures of Hajji Baba,1,[18646],['Thomas Gomez'],108668
A Bunny's Tale,1,[47759],['James T. Callahan'],108586
Sherlock Holmes and the Leading Lady,1,[10662],['Patrick Macnee'],108432
The American Snitch,1,[141693],['George Lindsey'],108328
Four Girls in White,1,[1935],['Buddy Ebsen'],108319
The Lone Ranger and the Lost City of Gold,1,[100944],['Ralph Moody'],108267
The Savage,1,[2097],['Ted de Corsia'],112067
No More Ladies,1,[72059],['Franchot Tone'],112080
Bright Lights,1,[21510],['William Demarest'],112083
Half Human: The Story of the Abominable Snowman,1,[8516],['John Carradine'],116325
The Caribbean Mystery,1,[19400],['Roy Roberts'],116755
Little Big Horn,1,[115550],['John Pickard'],116720
Flesh and Fantasy,1,[7125],['Robert Cummings'],116712
The Last Producer,1,[10403],['Shelley Berman'],116683
Outside the Law,1,[5737],['Raymond Bailey'],116620
Girls in the Night,1,[14062],['Don Gordon'],116594
Deadly Weapon,1,[89040],['Ed Nelson'],116564
Queenie,1,[1936],['Martin Balsam'],116451
Hula-La-La,1,[101479],['Jean Willes'],116435
Don't Throw That Knife,1,[101479],['Jean Willes'],116430
