Movie,count,guest_ids,guest_names,movie_id
The Hostage,3,"[201050, 8516, 111593]","['Don Kelly', 'John Carradine', 'Ron Hagerthy']",100067
Houseboat,3,"[8608, 16764, 16765]","['Murray Hamilton', 'Charles Herbert', 'Madge Kennedy']",1377
The Missing Lady,3,"[33178, 3262, 93624]","['George Chandler', 'James Flavin', 'Ray Teal']",162009
Flight Command,3,"[82676, 34448, 1215925]","['Shepperd Strudwick', 'Dick Wessel', 'Marsha Hunt']",100010
The Return of the King,3,"[7505, 863, 6609]","['Roddy McDowall', 'Orson Bean', 'Theodore Bikel']",1361
The First Texan,3,"[12351, 135066, 19400]","['Jeff Morrow', 'Abraham Sofaer', 'Roy Roberts']",145878
Sullivan's Travels,3,"[96722, 33007, 21510]","['Byron Foulger', 'Robert Warwick', 'William Demarest']",16305
The Day the Earth Moved,3,"[83987, 8499, 55278]","['Beverly Garland', 'William Windom', 'Jackie Cooper']",142999
Mrs. O'Malley and Mr. Malone,3,"[83262, 8632, 6577]","['Phyllis Kirk', 'Fred Clark', 'James Whitmore']",142990
We Who Are Young,3,"[78773, 29579, 2782]","['Horace McMahon', 'Charles Lane', 'Ian Wolfe']",394768
Thru Different Eyes,3,"[14452, 29579, 3262]","['Jerome Cowan', 'Charles Lane', 'James Flavin']",396676
Lonely Heart Bandits,3,"[15992, 96701, 15693]","['William Schallert', 'John Eldredge', 'John Crawford']",201590
A Cry in the Wilderness,3,"[98963, 123720, 8497]","['Irene Tedrow', 'Bing Russell', 'Collin Wilcox Paxton']",202637
The Godfather Epic,3,"[3090, 3142, 3087]","['Richard Conte', 'John Marley', 'Robert Duvall']",397794
Lassie Come Home,3,"[7505, 22602, 6933]","['Roddy McDowall', ""J. Pat O'Malley"", 'Alan Napier']",2202
Voyage to the Bottom of the Sea,3,"[1754553, 19786, 22091]","['Kendrick Huxham', 'Howard McNear', 'Robert Sterling']",2160
The Last Porno Flick,3,"[89038, 15993, 50762]","['Antony Carbone', 'Michael Pataki', 'Mike Kellin']",140645
When Tomorrow Comes,3,"[3262, 117771, 103503]","['James Flavin', 'John Harmon', 'Milton Parsons']",165917
Death of a Salesman,3,"[34597, 119381, 93664]","['Kevin McCarthy', 'Howard Smith', 'Jesse White']",104394
Song of the Thin Man,3,"[4966, 923, 87519]","['Keenan Wynn', 'Dean Stockwell', 'Connie Gilchrist']",14595
Massacre at Sand Creek,3,"[11027, 15992, 19400]","['Everett Sloane', 'William Schallert', 'Roy Roberts']",459352
The Girl in the Empty Grave,3,"[151482, 104630, 106506]","['Byron Morrow', 'Don Keefer', 'Robert F. Simon']",203156
Roustabout,3,"[3461, 10460, 6805]","['Jack Albertson', 'Richard Kiel', 'Dabbs Greer']",2094
Silver City Bonanza,3,"[1935, 1213238, 136895]","['Buddy Ebsen', 'Hank Patterson', 'Clem Bevans']",203268
A Global Affair,3,"[3160, 22091, 1943]","['Nehemiah Persoff', 'Robert Sterling', 'John McGiver']",142983
The Astronaut,3,"[94402, 16035, 55278]","['Walter Brooke', 'Robert Lansing', 'Jackie Cooper']",164701
The People Next Door,3,"[3160, 9599, 50762]","['Nehemiah Persoff', 'Cloris Leachman', 'Mike Kellin']",141623
Gunfight in Abilene,3,"[99754, 40380, 137389]","['William Phipps', 'Don Dubbins', 'William Mims']",141666
Colossus: The Forbin Project,3,"[151482, 15992, 56444]","['Byron Morrow', 'William Schallert', 'Robert Cornthwaite']",14801
Something to Live For,3,"[12356, 56444, 119245]","['Douglas Spencer', 'Robert Cornthwaite', 'Sherry Jackson']",103544
Battle Stations,3,"[4307, 120052, 112008]","['Claude Akins', 'Jimmy Lydon', 'John Craven']",396212
Sheriff of Wichita,3,"[138091, 110204, 89938]","['House Peters Jr.', 'Trevor Bardette', 'Earle Hodgins']",203557
Cheers For Miss Bishop,3,"[78793, 1215925, 34759]","['John Archer', 'Marsha Hunt', 'Sterling Holloway']",142876
Laura,3,"[3346, 3262, 13578]","['Dorothy Adams', 'James Flavin', 'Dana Andrews']",1939
Down to the Sea in Ships,3,"[30228, 53010, 923]","['Cecil Kellaway', 'John McIntire', 'Dean Stockwell']",164073
The Fortune Cookie,3,"[18870, 19786, 14834]","['Ned Glass', 'Howard McNear', 'Cliff Osmond']",1888
The Rebels,3,"[50967, 5403, 13568]","['Doug McClure', 'Richard Basehart', 'Joan Blondell']",142975
Blondie Johnson,3,"[29579, 34759, 13568]","['Charles Lane', 'Sterling Holloway', 'Joan Blondell']",4112
Holiday for Sinners,3,"[70985, 20604, 4966]","['Gig Young', 'Janice Rule', 'Keenan Wynn']",193888
Hectic Honeymoon,3,"[101479, 34448, 34759]","['Jean Willes', 'Dick Wessel', 'Sterling Holloway']",409394
Unwed Mother,3,"[2652, 96498, 3346]","['Ken Lynch', 'Jeanne Cooper', 'Dorothy Adams']",126959
Swell Guy,3,"[18646, 112008, 31844]","['Thomas Gomez', 'John Craven', 'Ann Blyth']",424997
Sunburn,3,"[4966, 40176, 5950]","['Keenan Wynn', 'Art Carney', 'Seymour Cassel']",118887
The Spoilers,3,"[96722, 53010, 83149]","['Byron Foulger', 'John McIntire', 'Willis Bouchey']",124711
How to Marry a Millionaire,3,"[14831, 8632, 2101]","['David Wayne', 'Fred Clark', 'Percy Helton']",10297
Onionhead,3,"[14732, 4307, 78937]","['James Gregory', 'Claude Akins', 'Joe Mantell']",118444
The Quick Gun,3,"[2097, 40185, 30115]","['Ted de Corsia', 'James Best', 'Frank Ferguson']",125589
The Girl He Left Behind,3,"[8608, 5737, 5732]","['Murray Hamilton', 'Raymond Bailey', 'Henry Jones']",118283
The Devil's Partner,3,"[96722, 30512, 89040]","['Byron Foulger', 'Edgar Buchanan', 'Ed Nelson']",125686
The Affairs of Dobie Gillis,3,"[29579, 2101, 83149]","['Charles Lane', 'Percy Helton', 'Willis Bouchey']",177580
My Blood Runs Cold,3,"[71781, 7520, 19786]","['Ben Wright', 'Jeanette Nolan', 'Howard McNear']",187482
That Kind of Woman,3,"[5251, 4966, 14575]","['Jack Warden', 'Keenan Wynn', 'Barbara Nichols']",177474
Never Say Goodbye,3,"[85409, 3262, 83433]","['Max Showalter', 'James Flavin', 'Shelley Fabares']",187533
El Dorado,3,"[1107, 50971, 8496]","['R.G. Armstrong', 'Arthur Hunnicutt', 'Paul Fix']",6644
The Unforgiven,3,"[50967, 12692, 9872]","['Doug McClure', 'Albert Salmi', 'Joseph Wiseman']",6643
Women in Chains,3,"[46617, 95564, 89043]","['Ida Lupino', 'John Larch', 'Lois Nettleton']",187921
Strange Intruder,3,"[46617, 97257, 1213238]","['Ida Lupino', 'Marjorie Bennett', 'Hank Patterson']",126230
Hellfire,3,"[110204, 6462, 8496]","['Trevor Bardette', 'Denver Pyle', 'Paul Fix']",177254
Top Of The World,3,"[15992, 40185, 8496]","['William Schallert', 'James Best', 'Paul Fix']",187983
MANT!,3,"[34597, 15992, 56444]","['Kevin McCarthy', 'William Schallert', 'Robert Cornthwaite']",420596
The Legend of Lizzie Borden,3,"[6839, 40623, 43975]","['Fritz Weaver', 'Hayden Rorke', 'Elizabeth Montgomery']",126706
I've Lived Before,3,"[5737, 1221841, 53010]","['Raymond Bailey', 'Simon Scott', 'John McIntire']",116644
Airport,3,"[3640, 113655, 10411]","['Larry Gates', 'Sandra Gould', 'Barry Nelson']",10671
Ambush at Tomahawk Gap,3,"[110204, 2101, 93624]","['Trevor Bardette', 'Percy Helton', 'Ray Teal']",126891
We Are Not Alone,3,"[30228, 132701, 6933]","['Cecil Kellaway', 'David Thursby', 'Alan Napier']",188768
Copper Sky,3,"[12351, 8260, 115550]","['Jeff Morrow', 'Strother Martin', 'John Pickard']",188985
The Devil's Children,3,"[50967, 61150, 103758]","['Doug McClure', 'Charles Aidman', 'Vivi Janiss']",418064
The Thing from Another World,3,"[83314, 12356, 56444]","['Dewey Martin', 'Douglas Spencer', 'Robert Cornthwaite']",10785
The Court-Martial of Billy Mitchell,3,"[13259, 8632, 43975]","['James Daly', 'Fred Clark', 'Elizabeth Montgomery']",118910
History of the World: Part I,3,"[47773, 9599, 27517]","['Paul Mazursky', 'Cloris Leachman', 'Howard Morris']",10156
The Happy Time,3,"[7520, 9110, 1215925]","['Jeanette Nolan', 'Richard Erdman', 'Marsha Hunt']",178587
And One Was Beautiful,3,"[7125, 3262, 1263061]","['Robert Cummings', 'James Flavin', 'William Benedict']",180135
Redhead from Manhattan,3,"[1239954, 1358454, 95274]","[""Pat O'Malley"", 'Ezelle Poule', 'Clancy Cooper']",433489
Tell No Tales,3,"[3262, 2782, 34748]","['James Flavin', 'Ian Wolfe', 'Douglass Dumbrille']",120921
The Cage,3,"[90520, 14508, 1749]","['Susan Oliver', 'John Hoyt', 'Leonard Nimoy']",433524
Nightmare in the Sun,3,"[4966, 3142, 3087]","['Keenan Wynn', 'John Marley', 'Robert Duvall']",120600
Fast Company,3,"[82676, 78773, 34748]","['Shepperd Strudwick', 'Horace McMahon', 'Douglass Dumbrille']",183175
But Not For Me,3,"[165082, 18646, 29579]","['Wendell Holmes', 'Thomas Gomez', 'Charles Lane']",121234
While New York Sleeps,3,"[33178, 3262, 21510]","['George Chandler', 'James Flavin', 'William Demarest']",120477
The Restless Years,3,"[98458, 40623, 6577]","['Russ Bender', 'Hayden Rorke', 'James Whitmore']",121254
The Rat Race,3,"[97257, 7167, 1947]","['Marjorie Bennett', 'Don Rickles', 'Stanley Adams']",121636
Cattle Queen of Montana,3,"[96722, 151522, 4965]","['Byron Foulger', 'Burt Mustin', 'Jack Elam']",121703
Bobby Ware Is Missing,3,"[95563, 101479, 9112]","['Walter Reed', 'Jean Willes', 'Neville Brand']",120397
He's a Cockeyed Wonder,3,"[18870, 1937, 21510]","['Ned Glass', 'Mickey Rooney', 'William Demarest']",180986
Of Human Hearts,3,"[8516, 136895, 34759]","['John Carradine', 'Clem Bevans', 'Sterling Holloway']",122884
Stand-In,3,"[2672, 144370, 13568]","['Jack Carson', ""Anne O'Neal"", 'Joan Blondell']",118936
Arnold,3,"[71781, 7505, 1943]","['Ben Wright', 'Roddy McDowall', 'John McGiver']",119884
Youngblood Hawke,3,"[82863, 18643, 29719]","['John Dehner', 'James Franciscus', 'Edward Andrews']",123281
Vincent Price: The Versatile Villain,3,"[7505, 2778, 101499]","['Roddy McDowall', 'Dennis Hopper', 'Hazel Court']",436743
A Taste of Evil,3,"[7505, 123720, 8499]","['Roddy McDowall', 'Bing Russell', 'William Windom']",184804
It Happened at the World's Fair,3,"[105571, 114961, 19435]","['Jacqueline deWit', 'Olan Soule', 'H.M. Wynant']",8745
The Explosive Generation,3,"[1748, 2646, 83806]","['William Shatner', 'Edward Platt', 'Arch Johnson']",119536
Prince of Players,3,"[67289, 151522, 30780]","['Eleanor Audley', 'Burt Mustin', 'Maggie McNamara']",119252
Dick Tracy,3,"[1107, 15098, 5950]","['R.G. Armstrong', 'June Foray', 'Seymour Cassel']",8592
A Gathering of Eagles,3,"[8229, 34597, 16035]","['Rod Taylor', 'Kevin McCarthy', 'Robert Lansing']",124058
A Nice Little Bank That Should Be Robbed,3,"[16765, 1937, 80206]","['Madge Kennedy', 'Mickey Rooney', 'Richard Deacon']",124233
Return of the Gunfighter,3,"[16125, 15693, 83149]","['Barry Atwater', 'John Crawford', 'Willis Bouchey']",179087
The Chapman Report,3,"[82863, 9599, 19400]","['John Dehner', 'Cloris Leachman', 'Roy Roberts']",118955
The Reivers,3,"[16523, 8493, 14884]","['Burgess Meredith', 'Ruth White', 'Michael Constantine']",5928
The Earl of Chicago,3,"[33007, 33007, 2782]","['Robert Warwick', 'Robert Warwick', 'Ian Wolfe']",116007
LBJ: The Early Years,3,"[34597, 1107, 3798]","['Kevin McCarthy', 'R.G. Armstrong', 'Pat Hingle']",171874
Papillon,3,"[14062, 3014, 49357]","['Don Gordon', 'Val Avery', 'Bill Mumy']",5924
Jupiter's Darling,3,"[29283, 34748, 21510]","['Richard Haydn', 'Douglass Dumbrille', 'William Demarest']",113743
Mrs. R's Daughter,3,"[53010, 9599, 87039]","['John McIntire', 'Cloris Leachman', 'Nan Martin']",444472
Bloodhounds of Broadway,3,"[4960, 3163, 106102]","['Charles Bronson', 'George E. Stone', 'Henry Corden']",192550
Edtv,3,"[2641, 102794, 2778]","['Martin Landau', 'Mitzi McCall', 'Dennis Hopper']",11374
White Lightning,3,"[1107, 6805, 1228178]","['R.G. Armstrong', 'Dabbs Greer', 'Conlan Carter']",4984
"Happy Mother's Day, Love George",3,"[6159, 14063, 9599]","['Ron Howard', 'Simon Oakland', 'Cloris Leachman']",113132
The Night of the Grizzly,3,"[4966, 4965, 30519]","['Keenan Wynn', 'Jack Elam', 'Nancy Kulp']",4940
Send Me No Flowers,3,"[29719, 40208, 40212]","['Edward Andrews', 'Patricia Barry', 'Dave Willock']",4939
The Borgia Stick,3,"[6839, 40056, 10411]","['Fritz Weaver', 'Inger Stevens', 'Barry Nelson']",4937
Flash and the Firecat,3,"[6463, 10460, 129048]","['Dub Taylor', 'Richard Kiel', 'Roger Davis']",112728
Midway,3,"[19153, 89040, 5563]","['Cliff Robertson', 'Ed Nelson', 'James Coburn']",11422
From Here to Eternity,3,"[5251, 4307, 2644]","['Jack Warden', 'Claude Akins', 'Philip Ober']",11426
Penelope,3,"[14452, 13593, 2314]","['Jerome Cowan', 'Jonathan Winters', 'Peter Falk']",174865
Duffy of San Quentin,3,"[7074, 78773, 14564]","['Peter Brocco', 'Horace McMahon', 'George Macready']",174278
Gun Belt,3,"[82863, 98503, 4965]","['John Dehner', 'Hugh Sanders', 'Jack Elam']",130102
1941,3,"[8608, 8255, 6463]","['Murray Hamilton', 'Warren Oates', 'Dub Taylor']",11519
The Naked Hills,3,"[14831, 4966, 6462]","['David Wayne', 'Keenan Wynn', 'Denver Pyle']",130297
Alaska,3,"[8516, 29313, 89938]","['John Carradine', 'Dean Jagger', 'Earle Hodgins']",173607
New Mexico,3,"[2097, 14508, 14966]","['Ted de Corsia', 'John Hoyt', 'Andy Devine']",130380
Target Zero,3,"[3090, 4960, 8260]","['Richard Conte', 'Charles Bronson', 'Strother Martin']",173533
"Rally 'Round the Flag, Boys!",3,"[151522, 2672, 2101]","['Burt Mustin', 'Jack Carson', 'Percy Helton']",111678
Indecent Proposal,3,"[15998, 4135, 5950]","['Joseph Ruskin', 'Robert Redford', 'Seymour Cassel']",4478
Quo Vadis,3,"[102746, 135066, 87518]","['Leslie Bradley', 'Abraham Sofaer', 'Robin Hughes']",11620
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,3,"[8516, 213641, 1947]","['John Carradine', 'Oscar Beregi Jr.', 'Stanley Adams']",11624
Stars in My Crown,3,"[923, 50971, 87519]","['Dean Stockwell', 'Arthur Hunnicutt', 'Connie Gilchrist']",111390
Little Men,3,"[120052, 34759, 21510]","['Jimmy Lydon', 'Sterling Holloway', 'William Demarest']",131322
Flat Feat,3,"[40208, 34448, 34759]","['Patricia Barry', 'Dick Wessel', 'Sterling Holloway']",409397
Harper Valley P.T.A.,3,"[18709, 5247, 34973]","['Ron Masak', 'John Fiedler', 'Bob Hastings']",113777
This Happy Feeling,3,"[23586, 47504, 40623]","['Joe Flynn', 'Estelle Winwood', 'Hayden Rorke']",113817
The Howling,3,"[10662, 34597, 8516]","['Patrick Macnee', 'Kevin McCarthy', 'John Carradine']",11298
Lucky Cisco Kid,3,"[1239954, 3262, 13578]","[""Pat O'Malley"", 'James Flavin', 'Dana Andrews']",190908
The Sand Pebbles,3,"[108289, 14063, 3640]","['Barney Phillips', 'Simon Oakland', 'Larry Gates']",5923
The Atomic Kid,3,"[19219, 1947, 1937]","['Fay Roope', 'Stanley Adams', 'Mickey Rooney']",115608
Attack on Terror: The FBI vs. the Ku Klux Klan,3,"[72056, 104630, 19110]","['George Grizzard', 'Don Keefer', 'Virginia Gregg']",416095
The Rebel Set,3,"[96722, 18870, 2646]","['Byron Foulger', 'Ned Glass', 'Edward Platt']",127186
The Crimebusters,3,"[2097, 16126, 13401]","['Ted de Corsia', 'Phillip Pine', 'Peter Mark Richman']",115406
Backtrack!,3,"[50967, 46617, 9112]","['Doug McClure', 'Ida Lupino', 'Neville Brand']",127719
The Seven Minutes,3,"[8516, 1947, 45115]","['John Carradine', 'Stanley Adams', 'Edy Williams']",5745
The Great Diamond Robbery,3,"[114961, 6577, 87519]","['Olan Soule', 'James Whitmore', 'Connie Gilchrist']",190407
Wichita,3,"[7303, 4965, 30512]","['Vera Miles', 'Jack Elam', 'Edgar Buchanan']",114975
The Lone Hand,3,"[109846, 19400, 30115]","['Alex Nicol', 'Roy Roberts', 'Frank Ferguson']",176411
Lost Angel,3,"[4966, 6933, 1215925]","['Keenan Wynn', 'Alan Napier', 'Marsha Hunt']",190895
The Girl in White,3,"[104630, 10608, 93664]","['Don Keefer', 'Gary Merrill', 'Jesse White']",176399
Arsène Lupin Returns,3,"[14533, 117771, 2782]","['Vladimir Sokoloff', 'John Harmon', 'Ian Wolfe']",127812
A Time For Dying,3,"[7074, 95563, 151522]","['Peter Brocco', 'Walter Reed', 'Burt Mustin']",128848
Serpent of the Nile,3,"[51230, 15693, 15973]","['Michael Fox', 'John Crawford', 'Julie Newmar']",114771
Mongo's Back in Town,3,"[18870, 12309, 10169]","['Ned Glass', 'Anne Francis', 'Telly Savalas']",191278
The Accusing Finger,3,"[7125, 1215925, 8496]","['Robert Cummings', 'Marsha Hunt', 'Paul Fix']",127826
My Fair Lady,3,"[3366, 6609, 15387]","['Gladys Cooper', 'Theodore Bikel', 'Wilfrid Hyde-White']",11113
The Muppet Movie,3,"[9599, 10169, 5563]","['Cloris Leachman', 'Telly Savalas', 'James Coburn']",11176
Gun Fever,3,"[26044, 88906, 168061]","['Bill Erwin', 'Cyril Delevanti', 'Clegg Hoyt']",127941
Angel in Exile,3,"[18646, 2782, 8496]","['Thomas Gomez', 'Ian Wolfe', 'Paul Fix']",191495
Bullet for a Badman,3,"[2646, 93624, 10929]","['Edward Platt', 'Ray Teal', 'Ruta Lee']",128437
Manhunt for Claude Dallas,3,"[4307, 89043, 3798]","['Claude Akins', 'Lois Nettleton', 'Pat Hingle']",413567
Rhythm on the River,3,"[29579, 3262, 1263061]","['Charles Lane', 'James Flavin', 'William Benedict']",128669
Start Cheering,3,"[34419, 138091, 3262]","['Ernest Truex', 'House Peters Jr.', 'James Flavin']",128825
Guilty or Innocent: The Sam Sheppard Murder Case,3,"[15693, 8499, 2081]","['John Crawford', 'William Windom', 'George Murdock']",412527
Grissly's Millions,3,"[96722, 136895, 8496]","['Byron Foulger', 'Clem Bevans', 'Paul Fix']",389980
Good Neighbor Sam,3,"[29719, 29579, 40381]","['Edward Andrews', 'Charles Lane', 'Joyce Jameson']",3011
The Leather Pushers,3,"[78773, 29579, 14966]","['Horace McMahon', 'Charles Lane', 'Andy Devine']",387621
Sweet Smell of Success,3,"[14573, 14575, 14572]","['Martin Milner', 'Barbara Nichols', 'Susan Harrison']",976
Oklahoma Badlands,3,"[138091, 89938, 1213238]","['House Peters Jr.', 'Earle Hodgins', 'Hank Patterson']",209374
Assignment to Kill,3,"[18588, 54123, 2644]","['Joan Hackett', ""Patrick O'Neal"", 'Philip Ober']",157258
In the Glitter Palace,3,"[14831, 18709, 44846]","['David Wayne', 'Ron Masak', 'Howard Duff']",467797
Honky Tonk,3,"[1239954, 144370, 93624]","[""Pat O'Malley"", ""Anne O'Neal"", 'Ray Teal']",95131
The Cockeyed Miracle,3,"[30228, 4966, 3366]","['Cecil Kellaway', 'Keenan Wynn', 'Gladys Cooper']",153187
Red Garters,3,"[2672, 1935, 41252]","['Jack Carson', 'Buddy Ebsen', 'Pat Crowley']",156566
Pharaoh's Curse,3,"[178403, 71781, 100790]","['Richard Peel', 'Ben Wright', 'Terence De Marney']",98116
The Bowery,3,"[29579, 179384, 55278]","['Charles Lane', 'Pert Kelton', 'Jackie Cooper']",147876
Dial M for Murder,3,"[14573, 7125, 87518]","['Martin Milner', 'Robert Cummings', 'Robin Hughes']",521
Some Like It Hot,3,"[3160, 1221372, 3163]","['Nehemiah Persoff', 'Sandra Warner', 'George E. Stone']",239
Star Reporter,3,"[93624, 1215925, 8496]","['Ray Teal', 'Marsha Hunt', 'Paul Fix']",213037
Quick Before It Melts,3,"[14732, 1228178, 14884]","['James Gregory', 'Conlan Carter', 'Michael Constantine']",146958
The Badlanders,3,"[3160, 2645, 83826]","['Nehemiah Persoff', 'Adam Williams', 'Robert Emhardt']",94533
Good Girls Go to Paris,3,"[40212, 22091, 13568]","['Dave Willock', 'Robert Sterling', 'Joan Blondell']",151104
Island of Doomed Men,3,"[5737, 3163, 110204]","['Raymond Bailey', 'George E. Stone', 'Trevor Bardette']",98092
Ride the Pink Horse,3,"[18646, 34609, 8632]","['Thomas Gomez', 'Paul Bryar', 'Fred Clark']",18871
Santa Fe,3,"[78793, 19400, 30115]","['John Archer', 'Roy Roberts', 'Frank Ferguson']",147903
By Love Possessed,3,"[11027, 94777, 101479]","['Everett Sloane', 'Frank Maxwell', 'Jean Willes']",146915
Apache Rifles,3,"[2652, 22602, 78793]","['Ken Lynch', ""J. Pat O'Malley"", 'John Archer']",155685
Seven Angry Men,3,"[12422, 40185, 115550]","['Dennis Weaver', 'James Best', 'John Pickard']",149114
Who Will Love My Children?,3,"[129994, 104630, 31266]","['Patricia Smith', 'Don Keefer', 'Claudia Bryar']",146814
The Fuzzy Pink Nightgown,3,"[78776, 4966, 8632]","['Milton Frome', 'Keenan Wynn', 'Fred Clark']",148193
Tarantulas: The Deadly Cargo,3,"[26044, 4307, 3798]","['Bill Erwin', 'Claude Akins', 'Pat Hingle']",161374
Bonnie and Clyde,3,"[6464, 6463, 6462]","['Evans Evans', 'Dub Taylor', 'Denver Pyle']",475
The Desperate Hours,3,"[70985, 83314, 93624]","['Gig Young', 'Dewey Martin', 'Ray Teal']",18612
Star Faries,3,"[83975, 13593, 27517]","['Arte Johnson', 'Jonathan Winters', 'Howard Morris']",386733
Virginia City,3,"[110204, 34748, 8496]","['Trevor Bardette', 'Douglass Dumbrille', 'Paul Fix']",17836
Drum Beat,3,"[40623, 4960, 46711]","['Hayden Rorke', 'Charles Bronson', 'Robert Keith']",150875
The Christine Jorgensen Story,3,"[26044, 84330, 213641]","['Bill Erwin', 'Dee Carroll', 'Oscar Beregi Jr.']",94551
The Nutty Professor,3,"[78776, 10460, 27517]","['Milton Frome', 'Richard Kiel', 'Howard Morris']",18331
Charro!,3,"[1184610, 136112, 115550]","['Garry Walberg', 'Duane Grey', 'John Pickard']",18688
The Liberation of L.B. Jones,3,"[83806, 6463, 93624]","['Arch Johnson', 'Dub Taylor', 'Ray Teal']",95556
Faces,3,"[3014, 3142, 5950]","['Val Avery', 'John Marley', 'Seymour Cassel']",753
Sherlock Holmes and the Secret Weapon,3,"[34609, 83478, 8496]","['Paul Bryar', 'Kaaren Verne', 'Paul Fix']",18706
Code of the Streets,3,"[3262, 8496, 1263061]","['James Flavin', 'Paul Fix', 'William Benedict']",387484
Great Day in the Morning,3,"[99754, 151522, 109846]","['William Phipps', 'Burt Mustin', 'Alex Nicol']",94192
Three Girls About Town,3,"[932308, 29579, 13568]","['Ferris Taylor', 'Charles Lane', 'Joan Blondell']",95346
The Apartment,3,"[4096, 141694, 40381]","['Naomi Stevens', 'David White', 'Joyce Jameson']",284
Kisses For My President,3,"[29719, 67289, 15721]","['Edward Andrews', 'Eleanor Audley', 'Jon Lormer']",212713
The Great Caruso,3,"[34405, 6933, 31844]","['Ludwig Donath', 'Alan Napier', 'Ann Blyth']",98328
Rio Bravo,3,"[112935, 4307, 123720]","['Nesdon Booth', 'Claude Akins', 'Bing Russell']",301
Scarlet Street,3,"[64212, 14533, 34448]","['Dan Duryea', 'Vladimir Sokoloff', 'Dick Wessel']",17058
Torrid Zone,3,"[14452, 110204, 14966]","['Jerome Cowan', 'Trevor Bardette', 'Andy Devine']",94182
The Giant of Thunder Mountain,3,"[4965, 9599, 10460]","['Jack Elam', 'Cloris Leachman', 'Richard Kiel']",159621
Beyond Reason,3,"[108289, 94402, 10169]","['Barney Phillips', 'Walter Brooke', 'Telly Savalas']",210993
Baby the Rain Must Fall,3,"[2643, 8493, 8496]","['Josephine Hutchinson', 'Ruth White', 'Paul Fix']",95548
Forever Female,3,"[15949, 93664, 41252]","['Vic Perrin', 'Jesse White', 'Pat Crowley']",148766
He Rides Tall,3,"[64212, 1107, 2081]","['Dan Duryea', 'R.G. Armstrong', 'George Murdock']",211091
The Best Years of Our Lives,3,"[78792, 3346, 13578]","['Steve Cochran', 'Dorothy Adams', 'Dana Andrews']",887
Express to Terror,3,"[29719, 4966, 19435]","['Edward Andrews', 'Keenan Wynn', 'H.M. Wynant']",479451
Wild Bill Hickok Rides,3,"[932308, 110204, 93624]","['Ferris Taylor', 'Trevor Bardette', 'Ray Teal']",97596
All the President's Men,3,"[1936, 5251, 4135]","['Martin Balsam', 'Jack Warden', 'Robert Redford']",891
Birdman of Alcatraz,3,"[9866, 10169, 9112]","['James Westerfield', 'Telly Savalas', 'Neville Brand']",898
The Far Country,3,"[53010, 4965, 87519]","['John McIntire', 'Jack Elam', 'Connie Gilchrist']",18721
80 Steps to Jonah,3,"[4966, 1107, 1937]","['Keenan Wynn', 'R.G. Armstrong', 'Mickey Rooney']",214890
Cool Hand Luke,3,"[13874, 8260, 2778]","['Marc Cavell', 'Strother Martin', 'Dennis Hopper']",903
Calling Dr. Kildare,3,"[78773, 3346, 33178]","['Horace McMahon', 'Dorothy Adams', 'George Chandler']",153162
Mountain Justice,3,"[105759, 89938, 2643]","['Guy Wilkerson', 'Earle Hodgins', 'Josephine Hutchinson']",147860
Cat on a Hot Tin Roof,3,"[3641, 2672, 3640]","['Vaughn Taylor', 'Jack Carson', 'Larry Gates']",261
Dr. Kildare's Strange Case,3,"[82676, 78773, 96701]","['Shepperd Strudwick', 'Horace McMahon', 'John Eldredge']",153165
The Hindenburg,3,"[70985, 16523, 1221841]","['Gig Young', 'Burgess Meredith', 'Simon Scott']",17599
Laserblast,3,"[18709, 7505, 4966]","['Ron Masak', 'Roddy McDowall', 'Keenan Wynn']",17874
Man on the Prowl,3,"[2097, 103758, 40185]","['Ted de Corsia', 'Vivi Janiss', 'James Best']",152842
Plunderers of Painted Flats,3,"[1212055, 16765, 14564]","['Allan Lurie', 'Madge Kennedy', 'George Macready']",210725
Dreamboat,3,"[12309, 8632, 3343]","['Anne Francis', 'Fred Clark', 'Jay Adler']",94618
Pawnee,3,"[153365, 100944, 6805]","['Anne Barton', 'Ralph Moody', 'Dabbs Greer']",154097
"Mirror, Mirror II: Raven Dance",3,"[7505, 89043, 5047]","['Roddy McDowall', 'Lois Nettleton', 'Veronica Cartwright']",92706
Seven Brides for Seven Brothers,3,"[15973, 2782, 10929]","['Julie Newmar', 'Ian Wolfe', 'Ruta Lee']",16563
Woman They Almost Lynched,3,"[101481, 151470, 30115]","['Virginia Christine', 'Ben Cooper', 'Frank Ferguson']",158359
Teenage Cave Man,3,"[102746, 1032088, 89040]","['Leslie Bradley', 'Joseph Hamilton', 'Ed Nelson']",97784
The Late Liz,3,"[14732, 3461, 44998]","['James Gregory', 'Jack Albertson', 'Steve Forrest']",465429
When the Daltons Rode,3,"[3262, 30512, 14966]","['James Flavin', 'Edgar Buchanan', 'Andy Devine']",156188
"20,000 Leagues Under the Sea",3,"[2097, 1239950, 2101]","['Ted de Corsia', 'Gloria Pall', 'Percy Helton']",173
Frontier Marshal,3,"[1239954, 932308, 8516]","[""Pat O'Malley"", 'Ferris Taylor', 'John Carradine']",154064
Rooster Cogburn,3,"[15721, 53010, 8260]","['Jon Lormer', 'John McIntire', 'Strother Martin']",17538
